SessionNum,Elapsed Time,Clock Time,ProbSleepOnset,ProbDistraction,ProbLowEng,ProbHighEng,CogState,ProbFBDSWorkload,ProbBDSWorkload,ProbAveWorkload
184103000,00:16:26:000,01:21:04:799,0.000433802,0.531963408,0.46760118,1.63E-06,0.3,0.7987,0.754751,0.776725
184103000,00:16:27:000,01:21:05:792,0.000477899,0.000264252,0.98478508,0.014472749,0.6,0.49324,0.416255,0.454747
184103000,00:16:28:000,01:21:06:794,0.000222658,0.000181099,0.997299075,0.002297182,0.6,0.512557,0.27046,0.391508
184103000,00:16:29:000,01:21:07:795,1.38E-05,0.000460198,0.999518275,7.69E-06,0.6,0.722606,0.714943,0.718774
184103000,00:16:30:000,01:21:08:801,0.000483677,0.996456921,0.003044361,1.51E-05,0.3,0.336658,0.386682,0.36167
184103000,00:16:31:000,01:21:09:794,2.22E-05,0.960749149,0.03882388,0.000404755,0.3,0.148145,0.138363,0.143254
184103000,00:16:32:000,01:21:10:809,8.85E-07,1.82E-05,0.864730477,0.135250375,0.6,0.381641,0.286433,0.334037
184103000,00:16:33:000,01:21:11:801,2.10E-06,3.34E-09,0.331920087,0.668077827,0.9,0.826038,0.708981,0.76751
184103000,00:16:34:000,01:21:12:811,0.000211061,0,0.007287372,0.992501557,0.9,0.496899,0.455451,0.476175
184103000,00:16:35:000,01:21:13:795,0.000316585,0,0.183338538,0.816344857,0.9,0.656398,0.610682,0.63354
184103000,00:16:36:000,01:21:14:810,0.003936858,0,0.216127157,0.779935956,0.9,0.457588,0.435604,0.446596
184103000,00:16:37:000,01:21:15:795,0.004586949,0,0.005584075,0.989829004,0.9,0.538295,0.516871,0.527583
184103000,00:16:38:000,01:21:16:793,7.81E-06,2.37E-08,0.256040037,0.743952155,0.9,0.68605,0.616341,0.651196
184103000,00:16:39:000,01:21:17:808,1.80E-05,0.80855757,0.050310541,0.141113877,0.3,0.376866,0.479219,0.428043
184103000,00:16:40:000,01:21:18:796,0.001597431,0.001475236,0.327143937,0.669783413,0.9,0.71694,0.493118,0.605029
184103000,00:16:41:000,01:21:19:794,6.06E-05,0.01149224,0.987696886,0.000750322,0.6,0.818573,0.564291,0.691432
184103000,00:16:42:000,01:21:20:809,8.35E-05,9.74E-10,0.961675644,0.038240876,0.6,0.674451,0.564886,0.619669
184103000,00:16:43:000,01:21:21:796,2.47E-05,0,0.001157743,0.998817563,0.9,0.669343,0.427389,0.548366
184103000,00:16:44:000,01:21:22:794,0.00081241,0,0.086086467,0.913101137,0.9,0.405216,0.459291,0.432253
184103000,00:16:45:000,01:21:23:795,0.030960524,0,0.253573447,0.715466022,0.9,0.431259,0.310383,0.370821
184103000,00:16:46:000,01:21:24:795,8.50E-05,0,0.561190963,0.438724071,0.6,0.800668,0.632667,0.716668
184103000,00:16:47:000,01:21:25:797,0.001306491,0,0.268224776,0.73046875,0.9,0.628612,0.518308,0.57346
184103000,00:16:48:000,01:21:26:798,0.000297313,0,0.892277777,0.107424907,0.6,0.740289,0.441725,0.591007
184103000,00:16:49:000,01:21:27:792,0.002398767,0,0.880434513,0.11716672,0.6,0.811834,0.57715,0.694492
184103000,00:16:50:000,01:21:28:795,3.64E-06,5.80E-11,0.998896778,0.001099596,0.6,0.850516,0.743378,0.796947
184103000,00:16:51:000,01:21:29:795,9.72E-06,1.00E-12,0.99686563,0.003124624,0.6,0.780402,0.643306,0.711854
184103000,00:16:52:000,01:21:30:798,0.249158427,2.73E-09,0.127479672,0.623361886,0.9,0.822616,0.691492,0.757054
184103000,00:16:53:000,01:21:31:794,1.56E-06,1.14E-10,0.973668814,0.026329655,0.6,0.581327,0.597044,0.589185
