@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute state {1,2}

@data
1.625974,2.061385,1.976544,2.006647,2.266615,2.184322,2.221011,1.758383,2.236994,2.309930,2.254004,2.114841,2.007187,2.048361,1.785991,2.181566,1.958545,2.105712,2.039824,2.251206,2.173324,2.019273,2.279100,2.111175,2.214386,2.018291,2.016232,2.034148,1.785319,1.889252,1.656198,1.805660,2.147523,1.857623,2.008472,2.163742,2.399474,2.287926,2.357647,2.098479,2.027519,2.074970,2.163346,2.390798,2.280773,2.331975,2.431281,2.182329,2.259825,0.771581,1.587193,1.614920,1.574412,1.950624,1.739316,1.860947,1.220823,2.096733,2.078114,2.034931,2.121917,2.094211,2.110190,1
1.904990,2.472988,2.422359,2.392011,2.364453,2.044164,2.184722,1.682146,2.306389,2.537614,2.427840,2.154318,2.003181,2.051802,2.132219,2.611719,2.797325,2.727431,2.396321,2.248517,2.275067,2.256879,2.224813,2.372527,2.299563,2.143285,1.884553,2.023562,2.113360,2.691892,2.489294,2.586477,2.053317,2.017288,1.987264,2.546872,2.427910,2.456314,2.479656,2.452945,2.090242,2.312175,2.751767,3.006133,2.361870,2.809635,2.353443,2.256869,2.223001,1.758066,2.208938,2.271253,2.215210,2.272992,2.052146,2.121907,1.853813,2.363674,2.368120,2.311371,2.005596,1.892494,1.930755,1
2.215458,2.357099,2.196900,2.304066,2.398016,2.235603,2.243221,2.271844,2.461969,2.262348,2.351086,2.267198,2.005200,2.108904,2.238066,2.346950,2.493952,2.438116,2.522392,2.179637,2.336927,2.309906,2.393611,2.102312,2.264698,2.136186,1.948368,2.046597,2.151051,2.154142,2.317108,2.272201,2.152318,2.101465,2.100193,2.535106,2.653397,2.265901,2.497859,2.374068,2.203076,2.306546,2.725144,2.802843,2.383435,2.657706,2.398146,2.330155,2.299167,2.208336,2.393476,2.188371,2.325260,2.283464,1.982169,2.085503,1.974606,1.979852,2.287659,2.184932,2.158341,2.116810,2.100413,1
2.244474,2.499868,2.575409,2.491835,2.131991,1.994541,2.040903,2.479507,2.890641,2.615335,2.746405,2.020125,1.237633,1.795723,2.395191,2.539843,2.344013,2.460713,2.299161,1.820789,2.114800,2.316757,2.620604,2.205526,2.484589,2.077722,1.291098,1.817071,2.266238,2.290245,2.223084,2.262267,2.025545,1.716981,1.926687,2.517264,2.878002,2.416851,2.722216,2.107170,1.614308,1.934472,2.726698,2.814716,2.608409,2.697095,2.275273,1.971005,2.122454,2.183810,2.453889,2.161381,2.320776,2.123182,1.575674,1.887462,2.042272,2.060252,2.384874,2.245537,2.115625,2.084272,2.108357,1
2.393046,2.647812,2.394967,2.538058,2.281740,2.026604,2.168846,2.255310,2.677165,2.576657,2.581261,2.017446,1.882825,1.998443,2.404757,2.521870,2.611642,2.554730,1.732532,1.793461,1.801576,2.287201,2.520875,2.342716,2.415783,1.700969,1.864257,1.815124,2.314902,2.236416,2.093139,2.179612,1.914729,1.705640,1.842642,2.617332,2.791227,2.520125,2.672040,2.175237,2.208115,2.207348,2.495062,2.469925,2.346095,2.374387,2.405093,2.028668,2.238200,2.327385,2.608392,2.272699,2.458413,1.708668,1.802127,1.808798,2.324649,2.331382,2.148349,2.279738,1.993458,2.000939,2.038067,1
2.602414,2.953137,2.417470,2.785060,1.801214,2.021087,1.956891,2.316407,2.628041,2.705602,2.625537,2.324916,1.853100,2.133945,2.431302,2.541696,2.764638,2.660698,2.010333,2.011128,2.000332,2.378372,2.641080,2.467453,2.534274,2.043487,1.991055,2.004721,2.448207,2.440789,2.459829,2.458470,1.809931,1.631016,1.729749,2.663269,2.896501,2.744848,2.828017,2.286965,2.078828,2.201235,2.902404,3.006639,2.553993,2.868419,2.288829,2.064511,2.154110,2.412581,2.816836,2.550832,2.671643,1.827222,1.967316,1.900322,2.416783,2.664305,2.286220,2.524339,1.558536,1.764201,1.711059,1
2.345632,2.767047,2.625341,2.702785,2.496893,2.161238,2.350542,1.968443,2.394745,2.477931,2.442353,2.242965,1.889276,2.053437,1.963734,2.722725,2.626883,2.640797,2.367732,2.165050,2.237174,2.235297,2.628894,2.471312,2.583664,2.100310,1.858348,1.978990,2.503625,2.626695,2.480101,2.539313,2.215429,1.985784,2.095639,2.523290,2.853804,2.778851,2.837952,2.122991,2.083411,2.096528,3.045357,3.145241,2.713501,2.999910,2.279155,2.257122,2.247960,2.113553,2.385669,2.462294,2.417607,2.169777,2.003381,2.101967,2.259774,2.535683,2.445344,2.478265,2.209008,2.046679,2.133635,1
2.135957,2.650404,2.758415,2.635388,2.427345,2.244312,2.331131,2.159652,2.431373,2.803282,2.707014,2.319749,1.914179,2.152422,2.047361,2.748984,2.845690,2.779083,2.574203,2.164136,2.408232,2.132865,2.474188,2.760217,2.646560,2.251307,1.850941,2.072898,2.229769,2.585964,2.530056,2.513962,2.406843,1.943895,2.242556,2.277956,2.517961,2.900130,2.792868,2.202264,1.960579,2.069929,2.605081,2.661511,2.688351,2.683286,2.304094,1.945706,2.171808,2.263978,2.328556,2.442391,2.366535,2.339890,2.282846,2.294801,2.154938,2.598788,2.494108,2.493001,2.411528,1.940184,2.216044,1
2.287867,2.863276,2.710263,2.750604,2.280571,2.247054,2.255534,2.448720,2.563606,2.549411,2.568481,2.003571,1.981296,2.025450,2.236413,2.538868,2.793871,2.682837,2.327729,2.037874,2.216461,2.575475,2.498918,2.554963,2.550368,1.757348,1.897354,1.897445,2.152486,2.360193,2.326329,2.332537,2.232368,2.007327,2.155578,2.612904,2.478806,2.569760,2.564238,1.629295,1.904336,1.837879,2.656101,2.760673,2.427033,2.609854,2.312150,2.042646,2.217056,2.400822,2.550163,2.287491,2.444975,2.207255,2.133952,2.150606,1.970643,2.552764,2.325862,2.419442,2.218951,2.021136,2.155326,1
1.945868,2.318674,2.425953,2.337601,2.230376,2.179050,2.184500,2.365996,2.416994,2.458151,2.470309,2.182277,1.720239,2.001096,2.429028,2.823316,2.834563,2.820935,2.317332,1.935731,2.158801,2.520473,2.554992,2.337968,2.491098,1.963662,1.630493,1.847601,2.369506,2.548919,2.245775,2.449042,1.714055,1.737450,1.713698,2.430340,2.353496,2.290188,2.369500,2.115463,1.545376,1.922128,2.798379,2.776539,2.235506,2.626921,1.985763,2.047294,2.010406,2.286234,2.382427,1.896941,2.242135,1.799686,1.714772,1.736326,1.796508,2.050705,1.923052,1.974816,2.061119,1.713613,1.863741,1
2.470083,2.939101,2.667728,2.826676,2.213135,2.287576,2.250698,2.682386,2.729992,2.582949,2.702036,2.155921,1.661962,1.953375,2.701171,2.973420,2.886464,2.941061,2.350209,1.854787,2.139114,2.257530,2.399562,2.510156,2.505061,2.005277,1.447507,1.806618,2.881426,2.961095,2.478291,2.821993,1.953200,1.814906,1.850390,2.207279,2.491215,2.547355,2.551267,2.369009,1.695169,2.143705,2.992278,2.991335,2.373610,2.840671,1.988964,2.140320,2.041519,2.419262,2.676606,2.263112,2.561443,1.793314,1.667522,1.706255,2.660950,2.901829,2.468320,2.751271,2.179151,2.083207,2.099278,1
2.527079,2.894397,2.356939,2.728254,1.973698,2.090874,2.070261,2.376314,2.365536,2.244711,2.334918,2.053849,1.963889,1.978015,2.426106,2.592392,2.443962,2.520063,2.219356,2.077164,2.145972,1.917560,2.120853,2.287767,2.202311,1.991056,1.953165,1.947607,2.735574,2.750086,2.118382,2.574323,1.994878,1.787041,1.881970,1.973006,2.285331,2.350542,2.321712,2.258003,2.111516,2.151417,2.889727,2.978639,2.229388,2.781008,2.139512,2.276369,2.177501,2.279464,2.521941,2.013102,2.384284,1.859372,1.932392,1.899627,2.550666,2.736863,2.146035,2.551672,1.954565,1.741259,1.830063,1
2.390306,2.871134,2.572316,2.737642,2.234574,2.214158,2.229933,2.754715,3.004275,2.584994,2.848281,2.158723,2.052691,2.085195,2.614085,2.987223,2.736610,2.854091,2.502341,2.275948,2.382505,2.937626,3.097749,2.565796,2.915642,2.373146,2.047762,2.198687,2.394006,2.683979,2.544327,2.567118,2.205160,2.022570,2.114073,3.320703,3.404465,2.664513,3.211274,2.576989,2.220670,2.397953,2.954119,3.124089,2.937596,2.985802,2.181303,2.428517,2.325997,2.264506,2.643459,2.321663,2.493588,2.045017,1.718049,1.892541,2.144704,2.526450,2.215516,2.380631,2.247099,2.011191,2.103703,1
1.933666,2.190718,2.306259,2.227074,2.203428,2.287065,2.256104,2.555162,2.750992,2.613402,2.718575,2.566556,2.531131,2.532641,2.336701,2.698586,2.782295,2.725589,2.644723,2.410454,2.516236,2.741074,2.848267,2.351548,2.692867,2.508624,2.336290,2.394940,2.307466,2.301849,2.539538,2.446302,2.349562,2.186538,2.238774,3.137696,3.254428,2.686192,3.090008,2.737468,2.544465,2.625131,2.828480,2.714847,2.752954,2.746605,2.341069,2.494361,2.420395,1.945246,2.057942,1.777443,1.942681,1.948873,1.910778,1.937586,2.029843,2.175032,2.239288,2.181477,1.918582,1.836764,1.856402,1
2.020146,2.218287,2.433108,2.353555,2.404312,2.215540,2.273537,2.119673,2.448200,2.478819,2.480991,2.481130,2.240462,2.333948,1.839719,2.432369,2.754313,2.606820,2.502676,2.231539,2.369515,1.385202,2.097497,2.145740,2.136423,2.447165,2.184513,2.314347,1.894766,2.180595,2.384032,2.314058,2.234508,2.026132,2.112813,1.670917,2.468936,2.196265,2.335628,2.496782,2.246609,2.370870,2.283900,2.585006,2.495250,2.578173,2.432404,2.170078,2.248683,1.605157,1.997434,2.104535,2.052107,2.227614,2.037919,2.100419,1.645293,1.875670,1.928153,1.921250,2.116127,1.973033,2.000652,1
1.432262,2.046312,2.344127,2.214570,2.187395,1.836270,2.019319,1.943701,2.060844,2.109372,2.148041,2.225654,2.073177,2.102635,1.616908,2.011494,2.246328,2.153190,2.062444,1.861039,1.925551,1.558008,1.926866,2.169846,2.084906,2.128644,1.860858,2.011992,1.956540,2.149884,1.939892,2.069625,1.901089,1.851650,1.813030,1.775502,1.955146,2.125416,2.073890,2.385686,2.158166,2.271425,2.321250,2.514779,2.225152,2.444002,2.426590,2.331175,2.322685,1.356411,1.997553,2.200637,2.095531,2.042817,1.868967,1.953513,1.250672,1.809296,1.954773,1.863994,1.815529,1.777619,1.784506,1
1.740634,1.907310,1.920023,1.937417,2.386696,2.528134,2.455099,1.642592,1.825070,2.315323,2.191727,2.164956,2.017848,2.112914,1.561523,1.848617,2.155801,2.085847,2.412260,2.341585,2.347315,1.618761,1.805153,1.934063,1.928018,2.052665,1.900905,1.977887,1.841094,1.943172,2.036301,2.024208,2.053231,2.152726,2.123073,1.618814,1.783068,2.348977,2.208219,2.343096,2.091997,2.229229,2.024731,2.144643,2.410625,2.305225,2.108372,2.205049,2.183918,1.700714,1.773378,1.792969,1.805667,2.224857,2.289881,2.263609,1.941872,2.018570,1.732657,1.947167,2.234599,2.364984,2.304889,1
1.812947,2.008791,2.465705,2.331334,2.319266,2.312423,2.308338,1.960860,2.157596,2.678923,2.534622,2.114532,2.053588,2.101790,1.619421,2.043153,2.832641,2.639347,2.342532,2.306087,2.299429,1.606953,1.847605,2.462853,2.301919,2.026350,1.940078,1.967175,1.525857,1.846897,2.647139,2.448037,1.948442,1.965555,1.983202,2.106957,2.157539,2.371428,2.326205,2.016400,2.000928,2.004802,1.908180,2.269838,2.745438,2.565389,2.066938,2.014670,2.022380,1.614801,1.826841,2.332994,2.180211,2.169572,2.237364,2.179773,1.697670,1.819716,2.303446,2.181210,2.066868,2.049131,2.072344,1
1.985867,2.017687,2.014944,2.075340,2.010339,2.146539,2.140621,1.740192,2.122980,2.248924,2.184611,1.634838,2.168001,2.036097,2.116704,2.397494,2.719789,2.619100,1.972175,2.146515,2.080391,1.277103,1.605430,2.074993,1.954591,1.865214,2.001679,1.960189,2.094870,2.315500,2.227835,2.283379,1.529872,1.742581,1.681352,1.823983,1.935781,1.778338,1.912043,2.031345,2.216661,2.152333,2.351328,2.528084,2.459747,2.483367,2.037579,2.023734,2.021304,1.569216,1.647935,1.959864,1.875108,1.769947,1.921009,1.896701,2.101596,2.150609,1.958789,2.129574,1.990158,1.989587,2.022768,1
2.712424,3.065829,2.953007,2.951562,2.104446,2.231283,2.213668,2.332994,2.651713,2.566907,2.591163,1.934303,1.923532,1.895950,2.867313,3.075562,3.003578,3.022773,2.098278,1.901891,1.969450,3.004016,3.177545,2.845155,3.048044,2.152276,2.090471,2.058990,2.604147,2.883693,2.838924,2.812845,1.722917,1.689047,1.707136,3.317406,3.535846,3.182571,3.390493,2.538499,2.383407,2.387449,3.275989,3.245334,2.970245,3.139315,2.273677,2.170888,2.193671,2.694288,2.961639,2.621655,2.804650,1.820933,1.890201,1.876477,2.180872,2.930075,2.900738,2.832322,1.907050,2.023447,1.994724,1
2.240049,2.722854,2.852657,2.727089,2.247334,2.046973,2.180358,1.730414,2.513885,2.702814,2.557127,2.106137,2.123130,2.076496,2.583404,2.500487,2.595075,2.589139,2.212273,1.854909,2.074693,2.694069,2.657007,2.749244,2.690005,2.063281,1.962546,1.992015,2.486314,2.749773,2.593959,2.655482,2.013565,1.918598,1.980049,3.100821,3.312088,3.190431,3.216061,2.347274,2.423503,2.357265,3.209932,3.211032,2.924790,3.084094,2.257285,2.334010,2.257991,2.280873,2.330783,2.498672,2.403986,2.003078,1.865218,1.918677,1.961555,2.734234,2.736090,2.669316,1.789782,1.810371,1.823813,1
2.134712,2.757377,2.386879,2.604042,2.093206,1.874345,1.968134,1.778731,2.477712,2.600978,2.485191,2.141591,2.197332,2.122266,2.100761,2.564029,2.511137,2.516070,2.061237,2.140253,2.097359,2.041648,2.200724,2.258041,2.243659,1.922117,2.162030,2.046361,1.923802,2.652686,2.607342,2.586121,1.851508,2.052740,1.970094,2.346389,2.288537,2.249258,2.271984,2.086808,2.413543,2.285513,2.521067,2.897635,2.901851,2.840384,2.315075,2.385497,2.330403,1.797959,2.495624,2.316489,2.394004,1.778604,1.622915,1.654245,1.943022,2.624044,2.262834,2.472426,1.362734,1.735487,1.617971,1
2.383472,2.630727,2.388480,2.530944,2.338749,2.067840,2.212874,2.169732,2.343655,2.315106,2.278140,1.956920,1.989806,1.984364,2.500796,2.788385,2.494634,2.637196,1.774156,2.246891,2.121761,2.464688,2.775423,2.580513,2.656483,1.935516,2.068216,2.005141,1.938479,2.575745,2.405432,2.428834,1.639346,2.083720,1.968733,2.616957,2.780327,2.643158,2.693558,1.940759,2.211622,2.092102,2.757152,3.083910,2.910902,2.987007,2.500100,2.121730,2.344460,2.125170,2.502199,2.200032,2.341491,2.096086,1.759274,1.916516,1.911584,2.484695,2.178339,2.335585,1.858613,1.882130,1.876431,1
2.109664,2.095509,2.204928,2.131309,2.435604,2.177984,2.319382,1.958617,2.187064,2.027411,2.104270,1.837576,1.979251,1.957727,2.328085,2.525408,2.229680,2.408915,1.912075,2.149269,2.103732,2.563240,2.612829,2.380896,2.518508,1.884292,1.992355,1.981799,1.696034,1.808292,1.829808,1.801579,2.017057,1.918346,1.997388,2.824089,2.872485,2.500103,2.733123,2.133786,2.301364,2.235301,2.900238,3.024499,2.752836,2.933206,2.466017,2.038687,2.296390,2.106586,1.938999,2.085930,2.003374,2.102004,1.981392,2.054436,1.750688,1.784809,1.614088,1.769856,2.121089,1.906077,2.017589,1
2.033624,2.421356,2.440408,2.432759,2.192524,2.186188,2.178689,1.856479,2.229227,2.169572,2.187915,1.791174,1.940894,1.906331,1.531264,2.050926,2.314697,2.181404,1.985181,2.240696,2.164248,1.774534,2.352595,2.208984,2.271125,1.918300,2.029792,1.993894,1.584557,1.789425,1.933377,1.845862,1.936503,1.904260,1.890327,2.097756,2.547168,2.346999,2.435568,2.064302,2.055480,2.062847,1.873451,1.963978,2.170163,2.127426,1.925637,1.676920,1.816100,1.799178,2.188238,2.162569,2.189518,1.818679,2.065026,1.987765,1.779841,1.968274,2.021107,2.041076,1.886286,1.938341,1.911984,1
2.375352,2.573858,2.623679,2.643491,2.363693,1.914296,2.214993,2.449477,2.374372,2.545976,2.483335,2.179882,1.868168,2.015540,2.485869,2.555820,2.832339,2.747315,2.391015,1.769003,2.197269,2.306351,2.464147,2.702246,2.622778,2.106444,1.721956,1.982994,2.114090,1.975571,2.104042,2.052364,2.173174,1.743934,1.961245,2.376398,2.697026,2.799529,2.748776,2.128257,1.937266,2.061641,2.451134,2.379467,2.284698,2.311435,2.252038,2.230899,2.203815,2.197740,2.489732,2.412192,2.460075,2.255339,1.862265,2.131428,1.610968,1.645687,1.952242,1.853041,2.138854,2.064105,2.119807,1
2.398447,2.463988,2.697420,2.621951,2.379383,2.032332,2.224460,2.517817,2.379181,2.632696,2.560007,2.189981,1.924311,2.051783,2.511816,2.561076,2.872352,2.798352,2.472512,1.865264,2.252155,2.456228,2.445832,2.675496,2.609234,2.028800,1.706105,1.913644,2.223860,2.515311,2.371639,2.466780,2.349944,2.090423,2.216918,2.635530,2.586001,2.656094,2.653042,1.987257,1.917323,1.960204,2.420583,2.521608,2.473276,2.520440,2.320059,2.394472,2.341838,1.929664,2.111296,2.525676,2.360833,2.334155,1.813828,2.127873,2.174845,2.230466,2.387600,2.342690,2.262371,2.039948,2.158767,1
1.896137,2.146965,2.372705,2.306119,2.089941,2.276774,2.215074,2.150750,2.583355,2.401337,2.453652,2.162416,2.107068,2.109747,2.285352,2.884520,2.637024,2.715136,2.105494,2.172025,2.134350,2.328746,2.683430,2.349140,2.504784,1.972926,1.973349,1.972135,2.437539,2.679587,2.494787,2.547877,2.188013,2.252415,2.208841,2.662184,2.825105,2.297257,2.630150,2.167800,2.242448,2.222144,3.116064,3.059094,2.625586,2.915279,2.397732,2.382328,2.352297,2.075264,2.386344,2.176136,2.302956,2.206743,1.779474,2.034233,1.864083,2.210236,2.301078,2.251706,2.029156,2.231658,2.180669,1
1.969465,2.389179,2.447862,2.369943,1.971635,2.339453,2.237503,1.738479,2.055608,1.874356,1.927613,2.083731,2.023899,2.019595,2.011343,2.371089,2.337232,2.278688,2.061612,1.943211,1.956584,2.093628,2.421591,2.142464,2.247589,1.927685,1.734770,1.827613,2.441447,2.295100,2.151337,2.252614,1.845810,1.750666,1.737193,2.516306,2.693229,2.389406,2.531195,2.194051,2.199346,2.211296,2.985173,2.778529,2.198996,2.635113,2.244118,2.212426,2.208074,1.827138,2.109220,2.146431,2.068918,1.662413,2.023773,1.933568,1.951922,2.227573,2.230674,2.217133,1.852425,1.948145,1.934380,1
