@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute state {1,2}

@data
2.177700,2.097435,2.208507,2.174292,2.273795,2.178844,2.258652,1.807290,2.038632,2.025603,2.000120,2.027189,1.855906,1.946789,1.525372,2.168778,2.493134,2.324476,2.147902,2.007361,2.107065,2.030750,2.195087,2.039736,2.146963,1.750341,1.819624,1.832367,1.977126,2.318256,2.446114,2.330632,2.082974,1.881258,1.998225,2.228198,2.341255,2.179015,2.269982,2.007426,1.981393,2.044837,2.779179,2.760836,2.588211,2.653092,2.387523,2.225405,2.290395,1.820731,1.859626,1.779987,1.835687,1.802266,1.752922,1.832696,1.785500,2.072667,1.889452,1.937790,2.051053,1.850980,1.959373,1
2.337154,2.237792,2.539646,2.427311,2.406632,2.502782,2.457916,1.837675,2.598347,2.796433,2.638779,2.110941,2.013031,2.070351,1.936673,2.533193,2.869866,2.702579,2.225926,2.142724,2.168489,2.153357,2.467232,2.716278,2.608669,2.214077,1.939101,2.108793,2.165587,2.613015,2.647335,2.539558,2.098340,2.206037,2.128117,2.410115,2.588765,2.739867,2.676815,2.455796,1.965837,2.282174,2.832954,3.007816,2.898113,2.883852,2.444390,2.465108,2.429958,2.111764,2.222170,2.338247,2.301027,1.758815,1.998449,1.942029,2.232714,2.355825,2.351377,2.321851,2.244742,2.263931,2.205169,1
2.017128,2.260070,2.468516,2.367598,2.512337,2.673320,2.581824,1.720705,2.572975,2.770593,2.622228,2.435643,2.197778,2.324751,1.877694,2.442386,2.740322,2.592098,2.499022,2.236842,2.356828,1.984730,2.294478,2.635378,2.476089,2.323828,1.981340,2.205333,1.828315,2.459170,2.508232,2.417844,2.386286,2.248719,2.276029,2.405988,2.517357,2.639942,2.543542,2.440194,2.223351,2.373808,2.342557,2.946498,2.921497,2.869062,2.648438,2.532312,2.568220,2.028680,2.271199,2.357808,2.325053,2.211053,2.243409,2.207064,2.127813,2.261413,2.349639,2.296898,2.420744,2.404352,2.359647,1
1.534150,2.061368,2.353884,2.216632,2.575647,2.614673,2.570286,1.793369,2.173085,1.830468,2.038583,2.374772,2.132702,2.270347,1.966717,2.127714,2.070437,2.103449,2.479830,2.249371,2.356168,1.938594,2.215119,2.054959,2.113940,2.143242,2.121780,2.162201,1.900108,2.144897,2.135967,2.113641,2.345121,2.044366,2.180868,2.461283,2.613492,2.508670,2.526306,2.383176,2.426718,2.439703,2.574220,2.918012,2.731646,2.800602,2.537647,2.259237,2.407210,1.799694,2.150579,2.321493,2.239052,2.260185,2.261951,2.240926,1.710195,2.010670,2.290920,2.173946,2.428514,2.210064,2.285695,1
2.024327,2.256474,2.482479,2.382367,2.304426,2.175874,2.231432,2.198454,2.307690,2.473377,2.418055,2.383855,2.250317,2.305765,1.894776,2.003366,2.295966,2.203623,2.329000,2.246409,2.307791,2.141624,2.309008,2.233362,2.269797,2.294586,2.016878,2.171513,1.842238,2.028054,2.383679,2.267345,2.163538,2.239018,2.210394,2.500767,2.743587,2.572277,2.644391,2.293034,2.050625,2.183423,2.623289,2.613035,2.603215,2.653923,2.552847,2.473084,2.491582,2.093157,2.211273,2.387594,2.308865,2.046661,1.980352,2.007033,2.033158,2.169438,2.336814,2.276999,2.068108,1.910873,2.014600,1
2.158741,2.345549,2.155271,2.299127,2.195548,1.739139,1.984511,1.998725,2.179481,2.205555,2.225139,2.300872,2.069863,2.162572,2.090396,2.189410,2.159329,2.244535,2.445042,2.120872,2.291809,1.990036,2.105953,2.018823,2.109957,2.450815,1.768624,2.201015,2.107095,2.308510,2.083652,2.243656,2.191058,2.236921,2.189933,2.143655,2.337742,2.098607,2.263085,2.459335,1.858001,2.221443,2.150704,2.304808,2.363006,2.364702,2.405671,2.386518,2.371584,1.873600,2.102401,2.074387,2.121867,2.142845,1.592905,1.907620,2.195984,2.379441,1.873510,2.235708,1.874389,1.976109,1.926749,1
2.348379,2.604926,2.525831,2.565830,2.468317,1.629808,2.190159,2.249480,2.517312,2.353241,2.388519,2.185268,1.797166,2.028808,2.119498,2.847155,2.866833,2.792244,2.364139,2.055175,2.229843,2.285077,2.645492,2.521779,2.549929,2.303221,1.842938,2.110446,2.393147,2.713959,2.560924,2.584738,2.148396,1.675568,1.977435,2.661610,2.700379,2.350936,2.549567,2.194361,1.741712,2.025371,2.778229,2.783258,2.464421,2.649336,2.468092,2.146842,2.322876,1.956126,2.141458,2.106991,2.155575,2.352834,1.622065,2.089661,2.491153,2.709622,2.455518,2.574517,2.183711,1.744142,2.011921,1
2.279798,2.689252,2.751631,2.690421,2.548641,2.334403,2.468504,2.309262,2.632022,2.706849,2.623396,2.082995,2.132470,2.122321,2.076558,2.992307,3.150303,3.008619,2.347131,2.151693,2.286497,2.633614,2.908572,2.769950,2.801136,2.185274,2.068586,2.129063,2.839524,2.920225,2.866327,2.871416,2.154910,1.966553,2.109147,3.267256,3.371028,3.034815,3.241331,2.460165,2.453923,2.465164,3.422456,3.341827,2.933466,3.206345,2.175623,2.008348,2.145633,1.632748,2.345033,2.342550,2.269341,2.237044,1.684894,2.038289,2.596176,2.723950,2.617127,2.646266,2.280936,2.354392,2.350654,1
2.571126,2.700782,2.764091,2.718132,2.399069,1.926398,2.219824,2.768757,2.790856,2.795093,2.819523,1.930735,1.679996,1.840755,2.691716,2.911084,3.111968,3.014238,2.404809,1.757994,2.179869,2.769784,2.546646,2.524746,2.535566,1.907868,1.811679,1.873652,2.522382,2.713865,2.788345,2.747995,2.034578,1.646936,1.878496,2.876089,2.587569,2.470266,2.571368,1.935520,2.147928,2.086763,2.514655,2.884936,2.923166,2.899041,2.312555,2.006510,2.208974,2.485832,2.458454,2.350814,2.397459,2.323590,1.736470,2.094621,2.596875,2.616884,2.559793,2.577889,2.223815,2.066260,2.158705,1
2.618564,2.519145,2.715294,2.654734,2.447882,2.268556,2.378520,2.628890,2.725740,2.832650,2.801857,2.090532,1.818463,1.999202,2.755636,2.722990,2.969830,2.892724,2.304205,2.158695,2.242232,2.804923,2.697112,2.558562,2.659823,2.219027,1.704417,1.996534,2.502919,2.565993,2.707429,2.674585,2.241632,2.284595,2.268610,2.852996,2.781585,2.607438,2.729773,2.181518,1.964674,2.031343,2.380546,2.684319,2.778527,2.735383,2.581280,2.263665,2.428077,2.569698,2.406821,2.206790,2.372134,2.388424,2.026572,2.234310,2.604744,2.532311,2.490326,2.559425,2.121771,2.057234,2.099152,1
2.152437,2.059615,1.948842,2.057816,2.054067,1.991470,2.032489,1.578303,2.364653,2.716672,2.570927,2.157829,2.009665,2.104586,1.646310,2.375835,2.674352,2.515343,2.130065,1.996202,2.084498,1.473190,2.085657,2.427433,2.270404,1.849842,1.600148,1.757496,1.985556,2.346157,2.364465,2.373765,1.902068,2.011983,1.985469,1.809234,2.239167,2.564483,2.418112,2.162731,1.803060,1.992163,2.157255,2.579246,2.665970,2.617927,1.975239,2.354482,2.276156,1.979142,2.243668,2.031120,2.186301,1.984457,2.134033,2.069727,2.313991,2.351072,1.910352,2.245169,1.825574,1.912349,1.884067,1
2.313234,2.719481,2.362822,2.557942,2.474501,2.250525,2.331894,1.982619,2.370713,2.336357,2.329201,2.044923,1.894724,1.996230,2.210179,2.566384,2.223921,2.412540,2.380729,2.115186,2.216999,2.123928,2.098218,2.009889,2.041284,2.249350,1.894665,2.104593,1.930196,2.291705,2.082302,2.194030,1.949835,1.948249,1.907873,2.133198,2.335228,2.250581,2.282032,2.174900,1.882152,2.058458,1.756229,2.167889,2.352793,2.262846,1.785795,2.252306,2.146424,2.347486,2.556185,2.090730,2.372404,2.274310,2.099819,2.161411,2.026308,2.571934,2.328847,2.434757,2.150089,2.067477,2.065574,1
2.335602,2.752334,2.453580,2.591861,2.417451,2.250665,2.329420,2.199159,2.314859,2.362252,2.339640,2.330227,2.223608,2.318057,2.305782,2.481259,2.331144,2.419400,2.329075,2.293347,2.320226,2.321848,2.111096,2.122658,2.144879,2.303710,1.987035,2.188006,2.038991,2.356229,2.266538,2.303389,1.974412,2.090636,2.040189,2.369194,2.475450,2.332940,2.421302,2.409543,2.058152,2.293426,1.929833,2.272855,2.504007,2.400748,2.331881,2.410754,2.383202,2.449455,2.586551,2.064386,2.390724,2.208726,2.054374,2.101213,2.160339,2.601524,2.307590,2.445097,2.010429,2.082048,2.005719,1
2.045320,2.362503,2.172451,2.284004,2.553512,2.451524,2.486210,1.655746,1.934513,2.285857,2.139434,2.213287,1.897181,2.091151,2.074186,2.304220,2.405650,2.370709,2.279590,2.191680,2.244569,1.961081,2.186882,2.223047,2.214512,2.105782,1.671633,1.968781,1.722152,2.024892,2.244681,2.157871,2.058343,2.091519,2.070165,2.147314,2.451643,2.405873,2.419300,2.461230,2.102664,2.322805,1.594828,2.112647,2.553423,2.401588,2.547136,2.496385,2.464276,1.847249,2.078127,1.852061,1.970676,2.048911,2.004224,2.004710,2.099472,2.299006,1.997568,2.194481,2.184325,2.111571,2.149695,1
1.553734,1.946110,2.141965,2.058493,2.373353,2.421388,2.384752,1.646440,1.983426,2.139012,2.076102,2.087186,2.020956,2.024069,1.354129,1.570323,2.197488,2.042041,2.040308,2.148096,2.074069,1.649827,1.936930,1.951183,1.976897,2.037555,2.152637,2.096031,1.392461,2.026659,2.255105,2.153033,2.178501,2.247349,2.181068,2.226591,2.393867,2.146527,2.326329,2.362678,2.326256,2.322745,2.012471,2.297989,2.372745,2.296951,2.570098,2.430768,2.476033,1.567937,1.725020,2.165164,2.042038,2.346539,2.362371,2.300925,1.207487,1.898151,2.092323,2.008696,2.079942,2.130282,2.098012,1
2.136065,2.363702,2.218251,2.339626,2.346654,2.330270,2.282567,1.738647,2.312167,2.468376,2.373769,2.334004,2.152442,2.194405,1.553469,2.405354,2.702417,2.552406,2.170110,2.047665,2.081253,1.709667,2.326804,2.397165,2.344664,2.280452,2.239077,2.217059,1.925577,2.308401,2.601941,2.442961,2.243539,2.266132,2.208091,2.109477,2.426587,2.421839,2.370419,2.384968,2.238463,2.267785,2.443073,2.373833,2.610515,2.481763,2.559463,2.493454,2.461232,1.746235,2.132655,2.286464,2.272653,2.562300,2.521787,2.462340,1.995376,2.111149,2.209612,2.155882,1.917332,1.923737,1.872693,1
2.452829,2.586861,2.444282,2.515731,2.083769,2.177576,2.131261,2.204396,2.874189,2.729306,2.746110,2.135984,2.164599,2.169551,2.455863,2.981500,2.774910,2.861247,2.280757,2.391489,2.328550,2.086236,2.814373,2.675201,2.688520,2.081359,2.202555,2.135139,2.375164,2.817971,2.796579,2.767864,2.154916,1.893132,2.071293,2.432136,3.039484,2.877719,2.897763,2.230617,2.288098,2.257223,2.943786,3.072583,3.029495,3.041027,2.476745,2.119162,2.305008,2.062752,2.309866,2.047429,2.209174,2.009670,2.075393,2.020337,2.382780,2.473334,2.455145,2.448852,1.902632,1.706353,1.806888,1
2.031613,2.564687,2.682707,2.564206,2.336061,2.084153,2.225801,2.622959,2.734674,2.716814,2.749125,2.321416,1.843658,2.141610,2.531255,2.829613,2.707152,2.772196,2.307073,2.106820,2.192584,1.776055,2.481506,2.376808,2.406133,2.206016,1.981170,2.081374,2.669335,2.814857,2.656343,2.767743,2.023352,1.517459,1.860470,1.872867,2.462400,2.442648,2.445231,2.202785,2.069915,2.137512,2.982376,3.049429,2.993159,3.060758,2.310475,2.067443,2.198793,1.969556,2.336365,2.182093,2.240157,2.321264,1.896446,2.128766,2.274026,2.499631,2.475971,2.473970,2.121642,1.843655,2.005406,1
2.086502,2.511046,2.638323,2.568187,2.450438,2.078401,2.297674,2.580107,2.701275,2.555084,2.655468,2.199308,2.133799,2.182407,2.469766,2.504452,2.676051,2.640113,2.289996,2.018517,2.180804,2.460340,2.545844,2.506717,2.556592,2.112746,2.192695,2.159927,2.661946,2.624687,2.474440,2.585515,2.156320,1.639077,1.970728,2.685071,2.728393,2.570313,2.692852,2.226106,2.455812,2.378866,3.083328,2.919929,2.738295,2.868874,2.365919,2.201616,2.298517,2.108061,2.360729,2.329435,2.338871,2.198384,1.927418,2.068407,2.096761,2.390833,2.247885,2.312220,2.344454,2.132248,2.247399,1
2.142533,2.373961,2.320918,2.383922,2.207989,2.238344,2.263710,2.082039,2.557914,2.406049,2.474436,2.000439,2.165556,2.112807,2.169107,2.254534,2.328718,2.330647,2.145526,2.114796,2.147007,2.283692,2.328334,2.251345,2.336283,2.153232,2.370852,2.308878,2.362097,2.256015,2.197486,2.238455,1.845942,1.849199,1.842394,2.671995,2.667044,2.366862,2.594150,2.293194,2.589621,2.500155,2.778151,2.620631,2.585050,2.585268,2.419607,2.249747,2.304887,1.843292,1.968587,2.191222,2.130935,2.131281,2.046322,2.097718,1.857006,1.851809,1.655457,1.825481,1.771958,2.108821,2.051155,1
1.962615,2.319300,2.171058,2.266493,2.007198,1.879517,1.969508,2.089581,2.243176,2.341124,2.310738,1.835776,1.960208,1.927146,2.447280,2.357388,2.495817,2.466208,2.030140,1.887841,1.985051,2.493228,2.417827,2.414893,2.474076,2.250949,2.137113,2.214838,2.026984,2.197675,2.329906,2.225662,1.620870,1.711117,1.697568,2.746095,2.800012,2.547276,2.710887,2.339814,2.393985,2.375963,2.457997,2.609760,2.718478,2.648397,2.320996,2.125458,2.194092,2.048141,2.220247,2.025328,2.168239,2.062387,1.790000,1.929189,1.424874,1.908963,1.932200,1.871217,1.518309,1.364578,1.441423,1
2.101863,2.744980,2.451674,2.589854,2.064486,1.941747,2.033584,2.530421,2.998083,2.821054,2.903133,2.280326,2.114000,2.201881,2.709555,2.923054,2.669595,2.812816,1.840642,1.980377,1.968611,2.490168,2.904086,2.578773,2.764234,1.703893,2.198201,2.081238,2.580641,2.768844,2.732664,2.711670,1.874277,1.686103,1.802774,2.810534,3.251079,3.015305,3.106199,2.242665,2.408929,2.339675,2.940739,3.047205,2.980892,3.003050,2.514402,2.196252,2.379984,2.101959,2.331968,2.120589,2.262161,1.930785,2.022453,1.978861,2.253561,2.772334,2.542320,2.616968,1.743786,1.528443,1.669124,1
1.822584,2.587271,2.397963,2.451096,2.088834,1.988742,2.022783,2.239225,2.681477,2.676248,2.655663,2.230833,2.039405,2.097344,1.911252,2.487788,2.559214,2.493005,1.988579,1.905548,1.949955,1.869458,2.323559,2.509773,2.376269,1.754091,2.045088,1.968545,1.837903,2.319376,2.396206,2.362150,1.868439,2.011935,1.950520,1.966822,2.499551,2.747644,2.591174,2.086852,2.079719,2.091784,2.452401,2.843713,2.658301,2.768966,2.406774,2.314326,2.329739,1.863554,2.182361,2.134816,2.122911,2.087094,1.927344,1.982107,1.635464,2.177827,2.132133,2.116262,1.871389,2.087248,2.003595,1
1.610574,2.296401,2.273153,2.220291,2.317587,1.964344,2.125052,1.999414,2.550785,2.534816,2.521909,1.927215,1.992700,1.928681,1.701885,2.424950,2.361919,2.313799,1.911630,1.727893,1.788825,1.931979,2.199991,2.360397,2.227820,1.865102,1.590231,1.723106,1.868830,2.272054,2.219515,2.222375,2.007801,1.827860,1.896924,2.018360,2.289551,2.505599,2.390282,2.029639,1.712708,1.885411,2.232616,2.742784,2.627055,2.680900,2.272370,2.207880,2.184868,1.801629,2.010941,1.962638,1.898413,2.024045,1.725429,1.843785,1.504125,2.006071,2.020362,1.975376,2.063311,2.085918,2.068278,1
2.080001,2.150919,2.121603,2.120019,2.207116,2.068962,2.110779,2.245888,2.703728,2.543056,2.590440,2.082830,1.844653,1.916102,2.512274,2.756745,2.571953,2.656424,2.172740,1.816655,2.008714,2.505727,2.802383,2.615275,2.691010,1.657555,1.631981,1.696614,2.198900,2.542850,2.216021,2.390528,2.013763,1.670716,1.825537,2.526084,2.776695,2.587935,2.661788,1.891637,1.538646,1.773166,2.238545,2.792484,2.553607,2.654899,2.292644,1.943842,2.115734,1.858322,2.126815,2.043387,2.048248,1.697138,2.064079,1.960900,1.646375,1.843319,1.853846,1.792456,1.901617,2.033602,1.964033,1
2.367847,2.552324,2.654896,2.616172,2.459764,2.428756,2.462124,2.410280,2.860469,2.792197,2.772936,2.430050,1.959543,2.232677,2.526739,2.859696,2.682787,2.753557,2.462662,1.883008,2.228317,2.769177,3.074829,3.009257,3.008205,2.188118,1.731026,1.994818,2.796306,2.845275,2.495382,2.714099,2.328976,1.752789,2.099339,3.184782,3.326389,3.256007,3.274508,2.460620,2.212365,2.311492,3.353174,3.350090,2.934671,3.209323,2.713835,2.108368,2.498461,1.873357,2.295340,2.461629,2.383849,2.192218,2.133274,2.182672,2.442715,2.404404,2.120250,2.324902,2.086640,2.309347,2.243271,1
2.391953,2.780539,2.584101,2.673530,2.345561,2.286998,2.314353,2.267337,2.675157,2.564530,2.605597,2.125318,2.046331,2.123309,2.442457,2.956607,2.690791,2.804171,2.293574,1.990325,2.173899,2.591146,3.014023,2.889449,2.914601,1.896137,1.871743,1.881624,2.723167,2.702647,2.292400,2.580001,2.264258,1.843073,2.106486,3.103083,3.273926,3.211081,3.229474,2.346851,2.337747,2.313230,3.398002,3.270450,2.654424,3.128652,2.613883,2.258520,2.494995,2.217467,2.617237,2.323959,2.471153,1.978581,1.748904,1.831296,2.439658,2.648000,2.244209,2.496522,2.123162,2.120080,2.132931,1
2.242291,2.522840,2.026075,2.362029,2.024709,2.268241,2.211728,2.181293,2.330552,2.238622,2.329710,1.778562,2.055387,2.015375,2.338387,2.687266,2.314864,2.553554,2.122644,2.030760,2.105446,2.222282,2.617643,2.268155,2.485185,1.969209,1.821091,1.921703,1.757677,2.044288,2.056153,2.063493,1.832660,1.814125,1.873567,2.343308,2.575759,2.215121,2.481053,1.816657,2.036031,2.005042,2.012577,2.139733,2.316640,2.270862,2.163683,2.334695,2.300235,2.148703,2.476091,2.013106,2.300200,1.836859,1.755942,1.799497,1.843940,2.193686,1.990739,2.079962,1.827505,2.248755,2.144764,1
1.268117,1.316307,1.478498,1.379142,1.880837,2.148261,2.037055,1.730390,1.984532,2.028413,1.995064,2.040927,1.758638,1.917508,1.421809,1.666219,1.901581,1.801008,1.889357,1.796342,1.845552,1.631853,1.965675,1.913462,1.917406,1.715172,1.844630,1.835872,1.575224,1.731694,1.836800,1.791811,1.511876,1.436243,1.515410,1.839871,2.274380,2.289156,2.235424,1.888798,2.066830,2.029129,1.922396,2.233800,2.348263,2.319741,2.342261,2.223662,2.284242,1.203877,1.609617,1.498749,1.584236,1.826863,2.008209,1.976014,1.379029,1.473766,1.456515,1.438882,1.995668,2.495320,2.347924,1
1.649816,2.315255,2.440377,2.345796,2.089579,2.125912,2.129631,1.686360,1.854106,2.108681,2.017105,2.260268,2.185052,2.231915,1.735934,1.747242,2.018912,1.904428,2.333546,2.217774,2.302356,1.689599,1.970485,1.960711,1.979978,2.065425,2.163881,2.136213,1.574244,1.852296,1.855736,1.800844,1.944674,1.760043,1.872938,1.965179,2.529512,2.519518,2.505354,2.420953,2.388840,2.391628,1.941435,2.182877,2.286087,2.262856,2.416892,2.030637,2.273221,1.647708,1.958277,2.027144,1.965364,1.442219,1.991822,1.870137,1.770103,2.272966,2.266847,2.249136,1.821429,2.457559,2.332303,1
1.886958,2.381312,2.520154,2.434846,2.431982,1.967207,2.243754,2.083042,2.366803,2.174469,2.285700,2.121735,2.077870,2.125884,2.078539,2.194963,2.218281,2.222759,2.177539,2.222773,2.220968,2.004037,2.296444,2.110685,2.246643,2.176167,1.911734,2.081368,1.839141,2.062659,1.900588,1.956353,1.652330,2.009400,1.886132,2.096561,2.656435,2.547469,2.602584,2.392607,2.039182,2.246619,2.156495,2.437969,1.947164,2.262882,2.138430,2.270017,2.263328,1.809411,1.986578,2.193621,2.073559,2.102848,1.722715,1.948759,1.755952,2.233814,2.327203,2.263741,2.138477,1.892318,2.013779,1
1.681330,2.060389,2.199903,2.151238,2.238665,2.192396,2.235076,1.669273,2.245693,2.537824,2.400489,2.111707,2.196459,2.173696,1.760425,1.968016,2.254531,2.156916,1.923968,2.057711,1.983139,1.783687,2.088943,1.973491,2.025065,1.996517,1.755651,1.889063,1.545228,1.780100,2.096962,1.986261,1.804002,2.052563,1.937335,1.838058,2.359743,2.342588,2.317992,2.189529,1.986362,2.104350,1.494158,2.273329,2.718727,2.541738,2.052974,2.365888,2.274745,1.451256,1.830697,1.918945,1.878889,1.981910,1.594411,1.801275,1.592874,1.954450,2.059769,2.022334,2.052856,2.183117,2.127669,1
2.078565,2.314671,2.335458,2.320750,1.899297,2.055454,2.032616,2.258680,2.472393,2.585664,2.529963,2.114212,1.860930,1.974557,2.367246,2.362818,1.996405,2.233379,1.946073,1.979423,1.968888,2.490329,2.517325,2.215476,2.379232,2.025998,1.890125,1.902897,1.979054,1.948579,2.075986,2.011216,1.896384,1.958697,1.924093,2.720580,2.780075,2.569466,2.679148,2.383157,2.228593,2.249880,2.473770,2.381484,2.679536,2.581441,2.184780,2.110686,2.116055,1.980430,1.956753,1.590523,1.827931,1.587356,1.564260,1.547283,1.888102,2.101954,1.973396,2.051613,1.642880,1.980143,1.901035,1
1.637118,2.295404,2.365042,2.333398,2.006068,2.022540,2.069102,2.015283,2.298981,2.511395,2.420904,2.336829,2.004629,2.197384,1.986847,2.161633,2.274157,2.208357,2.041436,2.063267,2.084893,1.861639,2.042136,2.129546,2.088402,1.893462,1.528259,1.743737,1.839115,1.970710,2.322710,2.189571,1.999817,1.856318,1.963136,2.092505,2.324409,2.468908,2.416176,2.140505,1.605035,1.921001,2.073605,2.405873,2.720398,2.577205,2.471405,2.413002,2.439030,1.459792,1.982202,2.160249,2.086929,1.947036,1.661667,1.837412,1.452950,1.721817,2.187707,2.057035,1.934156,1.756122,1.899687,1
2.174752,2.421269,2.312436,2.357059,2.205101,2.270263,2.241545,2.294976,2.449759,2.204398,2.394010,2.252223,1.886977,2.090105,2.276543,2.350978,2.127007,2.303600,2.059753,1.987179,2.031469,2.144277,2.234479,1.964825,2.180419,1.851476,1.985608,1.939928,2.158597,2.374566,2.124839,2.308561,1.753445,1.497374,1.669525,2.273642,2.377337,2.196101,2.347903,1.974778,1.997956,1.978371,2.401820,2.525353,2.308602,2.484131,2.295215,1.966370,2.152154,1.986400,2.135057,2.057430,2.096098,2.108084,2.057793,2.051805,2.289245,2.280383,1.965942,2.202653,1.960826,1.699578,1.809672,1
2.672284,2.784805,2.301006,2.629412,2.525535,2.136652,2.389216,2.295406,2.485344,2.373559,2.465400,1.859480,2.077177,2.023213,2.608606,2.665576,2.684259,2.721547,2.380450,2.082959,2.265188,2.036347,2.327069,2.017256,2.216219,1.972853,1.923655,1.964439,2.736461,2.707239,2.277016,2.582390,1.958651,1.762782,1.890790,2.448029,2.504469,2.266475,2.400970,2.118934,2.121282,2.132862,3.101142,3.014786,2.237294,2.829857,2.308219,2.254722,2.275568,2.589644,2.700551,2.089888,2.521078,2.352766,1.736167,2.142062,2.659287,2.628980,1.984640,2.480348,2.104074,1.881784,1.998497,1
2.281874,2.578952,2.486222,2.558819,2.378842,2.059366,2.227107,2.644788,2.788476,2.865503,2.835706,2.071861,2.265209,2.199273,2.429625,2.503268,2.511831,2.538011,2.334173,2.209157,2.299627,2.253937,2.456855,2.514581,2.479168,1.711782,1.926760,1.879715,2.754706,2.759434,2.735843,2.775733,2.280959,2.195983,2.248735,2.584239,2.764087,2.772551,2.738218,1.949142,2.301004,2.206492,3.227551,3.220957,3.015273,3.169136,2.525546,2.458865,2.457077,2.264071,2.552791,2.250363,2.470971,2.127393,1.719327,1.976729,2.421974,2.506703,2.424054,2.514327,2.048990,1.998949,2.029300,1
2.099356,2.597056,2.695330,2.657244,2.015946,2.284274,2.197814,2.639938,2.930531,2.905719,2.927898,1.894897,2.001607,2.000602,2.429952,2.809186,2.692071,2.766534,1.889957,2.322624,2.231362,2.465238,2.860612,2.616238,2.765357,1.591921,1.979664,1.868246,2.636260,2.764885,2.783344,2.787220,1.992175,2.185692,2.133927,2.781907,3.140464,2.873393,3.019550,1.790095,2.250162,2.134621,3.030864,3.095121,3.040496,3.091152,2.199830,2.116048,2.163910,2.169294,2.501483,2.352236,2.494685,1.810888,1.761375,1.770048,2.203859,2.409200,2.420600,2.444700,2.020460,2.046267,2.023818,1
2.171162,2.363150,2.301100,2.339970,2.085768,2.445577,2.322237,1.556948,1.928071,2.140677,2.066636,1.551317,2.092976,1.966280,1.412042,2.276181,2.514620,2.353633,2.038872,2.277489,2.182569,1.710069,2.196258,2.098954,2.138369,1.878533,2.040606,2.007816,1.550616,2.032754,2.361740,2.195061,1.905251,2.073397,2.019862,1.882219,2.378448,2.256811,2.319038,2.057642,2.247108,2.169319,1.832403,2.202445,2.357343,2.254933,2.226204,2.049010,2.147858,2.026411,2.254588,2.138356,2.192467,1.910066,2.073101,1.998485,1.493230,1.759415,1.865124,1.825600,2.037042,2.113019,2.061846,1
2.225051,2.487340,2.431144,2.488550,2.152876,2.119912,2.090885,2.536409,2.789408,2.760263,2.799373,2.067104,1.600980,1.910542,2.690797,2.733794,2.605159,2.705555,2.201487,1.851994,2.036180,2.214125,2.498857,2.411928,2.467086,1.993378,1.808183,1.927279,2.607384,2.625773,2.693321,2.715983,2.282401,1.886733,2.111363,2.435918,2.859494,2.700359,2.775328,2.028052,1.977017,2.011748,2.902292,3.038849,3.053896,3.072179,2.420581,2.045000,2.272029,2.088494,2.257945,2.328062,2.312347,2.012226,1.828487,1.881517,1.953363,2.247106,2.163262,2.220332,2.026966,2.005805,1.986133,1
2.566766,2.968844,2.700223,2.828330,2.256431,2.111398,2.183500,2.950706,3.059670,2.742432,2.958038,2.162341,1.842510,2.041681,3.020095,3.131763,2.577634,2.978775,2.341981,1.959164,2.162269,2.767630,2.851157,2.111285,2.672908,1.891875,2.032227,1.992002,2.849503,2.973523,2.680842,2.887714,2.290331,1.700904,2.054311,2.840156,2.982431,2.329224,2.802151,1.966331,2.157691,2.074307,3.020374,3.173723,3.166111,3.183168,2.485782,1.923419,2.285110,2.408759,2.719481,2.509443,2.625871,2.049535,1.823238,1.942021,2.408569,2.695984,2.351733,2.540344,2.108074,1.853097,1.993121,1
