@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute state {1,2}

@data
2.393508,2.614811,1.626297,1.130504,1
2.016705,2.374429,1.562684,1.148357,1
2.425012,2.550813,1.709912,1.277471,1
2.125274,2.344555,1.689523,1.331229,1
2.398042,2.411908,1.723993,1.383324,1
2.257605,2.660028,1.693479,1.338977,1
2.289161,2.627810,1.752177,1.299590,1
2.454816,2.596646,1.695582,1.288595,1
2.559075,2.422212,1.647952,1.190055,1
2.458194,2.462133,1.557156,1.213669,1
2.325433,2.366062,1.560073,1.273359,1
2.105880,2.270455,1.519143,1.287960,1
2.455256,2.358501,1.561141,1.188394,1
2.237514,2.499546,1.583365,1.320055,1
2.081704,2.315227,1.586500,1.314348,1
2.221732,2.211695,1.696500,1.442122,1
2.340237,2.523576,1.627265,1.355973,1
2.312289,2.673502,1.553481,1.318016,1
2.533380,2.475762,1.627208,1.136058,1
2.505526,2.440673,1.711182,1.220179,1
2.360484,2.336032,1.643634,1.287826,1
2.302004,2.279182,1.680869,1.229303,1
1.945009,2.197667,1.660421,1.305200,1
2.203476,2.285164,1.629828,1.371805,1
2.460030,2.406913,1.799223,1.393511,1
2.057650,2.487681,1.665166,1.223866,1
2.267244,2.385310,1.709993,1.146301,1
2.381474,2.429171,1.686108,1.284846,1
2.176369,2.334153,1.822128,1.350658,1
2.071584,2.232796,1.554014,1.141543,1
2.153681,2.062800,1.610106,1.080136,1
2.335198,2.508757,1.729257,1.282350,1
2.592703,2.518433,1.651055,1.294704,1
2.253922,2.355318,1.606569,1.246655,1
2.438157,2.429039,1.521086,1.173524,1
2.516595,2.446594,1.610575,1.244238,1
2.496674,2.321259,1.707315,1.327126,1
2.071670,2.303038,1.725580,1.265545,1
2.165531,2.248715,1.688956,1.220137,1
2.327455,2.142974,1.697469,1.215750,1
2.250599,2.372225,1.692350,1.308009,1
2.5158065,2.4727385,1.699187,1.2763855,1
2.781014,2.573252,1.706024,1.244762,1
2.384951,2.334314,1.745910,1.028530,1
2.328361,2.183753,1.639522,1.287712,1
2.451408,2.232355,1.705346,1.481528,1
2.240430,2.405849,1.644633,1.338461,1
2.229548,2.408299,1.684241,1.423045,1
2.338629,2.383191,1.591493,1.328207,1
2.204118,2.392544,1.687017,1.110201,1
2.019881,2.244804,1.652878,1.123708,1
2.284950,2.417322,1.618741,1.284925,1
1.962767,2.136829,1.560460,1.245511,1
2.210250,2.185656,1.617346,1.220655,1
2.063098,2.353912,1.591038,1.219680,1
2.443694,2.245809,1.705401,1.398468,1
2.655780,2.147022,1.675202,1.271186,1
2.109819,2.446460,1.717984,1.363560,1
1.981495,2.515184,1.625722,1.033961,1
2.095896,2.483588,1.739637,1.289473,1
2.073394,2.370764,1.598980,1.239684,1
2.303585,2.173212,1.635052,1.092068,1
2.358797,2.510114,1.662171,1.088769,1
2.317496,2.440152,1.592326,1.305810,1
2.388905,2.425253,1.605479,1.250504,1
2.537024,2.483182,1.580233,1.144881,1
2.624559,2.067257,1.542299,1.383106,1
2.5889925,2.2151325,1.5854385,1.2303294999999999,1
2.553426,2.363008,1.628578,1.077553,1
2.547127,2.234714,1.595766,1.150068,1
2.533181,2.294291,1.604680,1.197638,1
2.507938,2.393319,1.621094,1.223685,1
2.489878,2.391193,1.553477,1.216179,1
2.202493,2.334931,1.537619,1.181649,1
2.236955,2.389787,1.555499,1.093214,1
2.201045,2.365755,1.682487,1.146144,1
2.039642,2.300190,1.633000,1.035655,1
2.205673,2.370062,1.648329,1.025842,1
2.269809,2.404956,1.700711,1.142996,1
2.295606,2.458932,1.609556,1.203569,1
2.231093,2.372672,1.603233,1.107568,1
2.590069,2.565301,1.712592,1.094456,1
2.736118,2.450225,1.641626,1.045507,1
2.209139,2.566563,1.645359,1.114351,1
2.372075,2.634583,1.628771,1.076409,1
2.481742,2.414186,1.529496,1.088990,1
2.664638,2.295709,1.539482,1.033678,1
2.521799,2.225992,1.496838,1.115551,1
2.273584,2.071780,1.422387,1.150767,1
2.325979,2.252395,1.507682,0.985684,1
2.468569,2.264138,1.603613,1.014642,1
2.304750,2.303575,1.620175,1.136460,1
2.265634,2.325520,1.707860,1.105980,1
2.150687,2.697691,1.633055,1.110080,1
2.260438,2.325071,1.561632,1.044544,1
2.150153,2.446891,1.625486,1.033363,1
2.499394,2.501303,1.568533,0.955617,1
2.333289,2.385874,1.593031,1.055519,1
2.498229,2.468009,1.649654,1.004815,1
2.676963,2.403525,1.637622,1.263799,1
2.415758,2.306086,1.578835,1.261448,1
2.436434,2.495865,1.521740,1.123098,1
2.405514,2.613429,1.574077,0.974234,1
2.317102,2.457002,1.591167,1.055667,1
2.321019,2.310793,1.511077,1.074545,1
2.456378,2.295004,1.572081,1.005709,1
2.451425,2.289099,1.688672,0.995865,1
2.316929,2.495445,1.522245,1.134357,1
2.431621,2.385333,1.549261,1.043319,1
2.181761,2.441745,1.643276,1.067052,1
2.375694,2.656101,1.517045,1.030301,1
2.541048,2.457733,1.599814,1.003280,1
2.338141,2.266500,1.518866,1.021474,1
2.175921,2.288630,1.588673,1.008562,1
2.532410,2.455099,1.613858,1.083683,1
2.555039,2.406512,1.771545,1.148582,1
2.207499,2.406945,1.714089,1.048403,1
2.379413,2.352727,1.554544,1.125829,1
2.554586,2.507084,1.643828,1.086565,1
2.112398,2.067002,1.505816,1.178704,1
2.020070,2.330732,1.493196,1.031705,1
2.255226,2.317404,1.482124,1.138421,1
2.223199,2.038305,1.548233,1.192701,1
2.380461,2.162933,1.715973,1.160936,1
2.089170,2.217695,1.627954,1.102322,1
2.160963,2.189684,1.533044,1.136855,1
2.214669,2.255193,1.558406,1.125689,1
2.429787,2.459215,1.629469,1.167696,1
2.173761,2.305923,1.568617,0.991546,1
2.304333,2.586267,1.611236,1.118327,1
2.520296,2.520236,1.547646,1.064370,1
2.427911,2.446536,1.522067,1.142208,1
2.560864,2.203028,1.666156,1.066545,2
1.984191,2.450589,1.756715,1.111344,2
2.189209,2.405339,1.679773,1.151999,2
2.084512,2.329098,1.616338,1.238920,2
1.964492,2.333343,1.673769,1.256945,2
2.495432,2.413225,1.621197,1.330961,2
2.821739,2.422439,1.900820,1.766351,2
2.131216,2.401830,1.771758,1.362553,2
2.231066,2.398518,1.505391,1.280221,2
2.407749,2.449532,1.509883,1.175233,2
2.166513,2.569931,1.585784,1.099156,2
2.144545,2.259993,1.565240,1.099678,2
2.002208,2.330908,1.505975,1.072452,2
2.069084,2.379755,1.624023,1.052378,2
2.401831,2.618373,1.666841,1.215369,2
2.3606975,2.5167915,1.808475,1.518198,2
2.319564,2.415210,1.950109,1.821027,2
2.366346,2.447020,1.691303,1.217214,2
2.338761,2.385128,1.572384,1.030379,2
2.264647,2.482286,1.589211,1.048764,2
2.278151,2.514427,1.576257,1.088715,2
2.254758,2.675817,1.676116,0.929293,2
2.894194,2.448554,1.469610,1.118483,2
2.376614,2.044722,1.539697,1.364831,2
2.333135,2.069625,1.510655,1.111642,2
2.317326,2.409843,1.439394,1.121536,2
1.979962,2.576161,1.544110,1.228146,2
2.050021,2.416043,1.578834,1.030425,2
2.068174,2.221171,1.530393,1.081055,2
2.183687,2.460173,1.485896,1.101731,2
2.282109,2.367192,1.477906,0.977348,2
2.029773,2.149276,1.445814,1.090163,2
2.323829,2.448948,1.503195,1.159092,2
2.038146,2.637821,1.552007,0.988635,2
2.272260,2.890449,1.666643,1.036377,2
2.186184,2.576059,1.545376,1.031616,2
2.147803,2.307691,1.502096,1.042761,2
2.122901,2.179881,1.498558,1.055701,2
2.303456,2.698403,1.580842,0.952855,2
2.445760,2.438641,1.546507,0.905089,2
2.439769,2.333876,1.501081,0.989076,2
2.172952,2.350627,1.602446,1.046944,2
2.387864,2.368813,1.647016,1.058832,2
2.335781,2.443781,1.586150,1.059637,2
2.142055,2.541659,1.514211,1.022187,2
2.060224,2.286830,1.492807,1.010516,2
2.142955,2.181342,1.435165,0.944589,2
2.187546,2.198340,1.511999,0.905063,2
2.168126,2.281071,1.422642,0.959619,2
2.092351,2.130456,1.537548,1.033316,2
2.178807,2.173315,1.534771,1.029800,2
2.247454,2.601820,1.596544,0.945967,2
2.138417,2.287230,1.416264,0.983002,2
2.193519,2.387566,1.362478,1.068341,2
2.098426,2.335035,1.441071,1.130195,2
2.121337,2.351428,1.547111,1.200227,2
2.241940,2.516997,1.558211,1.143568,2
2.117226,2.481046,1.624170,1.161271,2
2.145943,2.428201,1.623596,1.110840,2
1.969103,2.295862,1.556431,1.161089,2
2.169727,2.201000,1.498576,1.075720,2
2.406274,2.203016,1.389307,1.077329,2
2.185871,2.440947,1.515421,0.980254,2
1.836621,2.528018,1.611402,1.132546,2
2.288241,2.380612,1.536262,1.047794,2
2.374656,2.502999,1.525612,0.975199,2
2.277158,2.461208,1.548543,1.138991,2
2.074552,2.376722,1.541051,1.072819,2
2.285599,2.332871,1.535304,1.081731,2
2.401781,2.485943,1.455264,1.112343,2
2.276896,2.416514,1.476352,1.093397,2
1.828673,2.377870,1.499328,1.080007,2
2.152260,2.581000,1.554920,1.061534,2
2.104561,2.459612,1.461212,1.083572,2
2.201989,2.402175,1.549656,1.113630,2
2.176247,2.310440,1.467030,1.048669,2
2.134732,2.440430,1.461308,1.099366,2
1.961730,2.462365,1.598009,0.980889,2
2.095810,2.497662,1.607796,0.970912,2
2.025136,2.429317,1.546145,1.171112,2
2.137547,2.327913,1.577859,1.150076,2
2.307702,2.555987,1.718809,1.349384,2
2.331498,2.742974,1.885984,1.393552,2
2.753711,2.856053,1.682830,1.284854,2
2.454305,2.514472,1.704175,1.215125,2
2.335941,2.495115,1.597600,1.248635,2
2.657010,2.466610,1.849431,1.680606,2
2.400586,2.415610,1.586918,1.506343,2
2.327759,2.443475,1.662480,1.076901,2
2.169595,2.385520,1.601551,1.035099,2
2.401721,2.212310,1.578111,1.091993,2
2.400392,2.469658,1.546293,1.124897,2
2.341417,2.547882,1.539452,1.121849,2
2.475294,2.529073,1.516138,1.118050,2
2.491579,2.106989,1.563995,1.209791,2
2.206780,2.249413,1.571931,1.177957,2
2.384868,2.373163,1.558944,1.090936,2
2.143624,2.357992,1.547274,1.026899,2
2.184515,2.518561,1.656046,1.052966,2
2.401889,2.610361,1.614282,1.036887,2
2.460217,2.603138,1.581907,0.998984,2
2.564548,2.458573,1.446241,1.073479,2
2.303160,2.539074,1.580346,0.964982,2
2.276140,2.454925,1.556561,1.006794,2
2.104814,2.197554,1.488389,1.023456,2
2.268167,2.376696,1.449066,0.885458,2
2.475588,2.447186,1.433502,0.923327,2
2.371723,2.916240,1.602079,0.987619,2
2.256511,2.828795,1.532883,1.024119,2
2.145980,2.690109,1.502176,0.964773,2
2.320104,2.579046,1.549325,0.995648,2
2.281118,2.352895,1.600127,0.919341,2
2.361684,2.579344,1.606543,1.064665,2
2.489389,2.714979,1.712251,1.563274,2
2.566037,2.639796,2.022587,1.981324,2
2.430714,2.641297,2.051597,2.100715,2
2.444458,2.530537,2.160398,2.181273,2
2.111637,3.079803,1.865844,1.624339,2
2.057205,2.514181,1.697232,1.259249,2
2.410222,2.645909,1.843565,1.202126,2
2.412586,2.614317,1.764687,1.200795,2
2.147211,2.263834,1.756888,1.276297,2
2.365405,2.202266,1.537313,1.003881,2
2.394068,2.454720,1.562272,0.960148,2
2.443799,2.435209,1.604399,0.998181,2
2.435904,2.562288,1.642117,1.119827,2
2.071308,2.426896,1.587372,1.043477,2
2.264950,2.149798,1.527577,1.077517,2
2.054416,2.430452,1.652856,1.089888,2
2.206166,2.615968,1.751112,1.071545,2
2.287205,2.555570,1.556467,1.072213,2
2.452248,2.340333,1.511252,1.084334,2
2.038784,2.025603,1.498684,1.038256,2
1.869504,2.270446,1.619129,1.060140,2
1.905289,2.290183,1.687055,1.207185,2
2.232269,2.401105,1.552412,1.190921,2
2.083495,2.799335,1.539836,1.101119,2
2.008857,2.752972,1.542782,1.144231,2
2.072539,2.326424,1.567333,1.271834,2
2.303269,2.329640,1.515696,1.138309,2
2.285038,2.312569,1.500464,1.091660,2
2.037220,2.552803,1.543251,1.083988,2
2.233107,2.584534,1.640445,1.166827,2
2.517892,2.503230,1.626915,1.151087,2
2.412076,2.581478,1.421047,1.091051,2
2.256661,2.544725,1.591249,1.092422,2
2.365581,2.360539,1.571138,1.197334,2
1.883020,2.550764,1.578256,1.185125,2
1.770273,2.581191,1.532680,1.066638,2
1.996013,2.383912,1.459581,1.187551,2
2.259124,2.585839,1.603169,1.199429,2
2.579956,2.921749,1.617987,1.161547,2
2.471799,2.259665,1.600485,1.377862,2
2.428651,2.463492,1.637689,1.223075,2
2.163683,2.304262,1.580229,1.215695,2
2.170759,2.294309,1.623893,1.121952,2
2.472824,2.533792,1.711998,1.378458,2
2.159558,2.437507,1.622559,1.371134,2
2.208255,2.379814,1.610767,1.187011,2
2.288449,2.961941,1.890277,1.301290,2
2.293835,2.449080,1.624935,1.285093,2
2.451388,2.529875,1.644732,1.057939,2
2.377632,2.400734,1.623202,1.152390,2
2.188244,2.443511,1.505377,1.231356,2
2.157645,2.425872,1.458694,1.128557,2
2.043385,2.503838,1.628324,1.138190,2
2.038398,2.475933,1.530371,1.165097,2
2.237256,2.592732,1.573949,1.190768,2
2.260180,2.393393,1.553752,1.053230,2
2.360682,2.281244,1.645932,1.096608,2
2.484677,2.536060,1.573699,1.124520,2
2.551404,2.343030,1.517753,0.919405,2
2.138639,2.347245,1.581633,0.986988,2
2.290936,2.432831,1.669689,0.992444,2
2.026545,2.333019,1.535720,0.928417,2
2.162769,2.286854,1.413633,0.959740,2
1.941468,2.216910,1.480435,1.021173,2
2.048298,2.302726,1.557019,1.151271,2
2.147630,2.484511,1.612290,1.093662,2
1.963359,2.470111,1.491842,1.060900,2
2.078384,2.329333,1.608997,1.034421,2
1.932392,2.580611,1.565194,1.140383,2
2.156990,2.516832,1.583172,1.072187,2
2.168656,2.340451,1.526707,1.004364,2
2.236686,2.451103,1.533031,1.013336,2
2.562188,2.472336,1.471300,0.963619,2
1.982507,2.453357,1.476896,0.867628,2
2.048383,2.563703,1.583457,1.011394,2
2.301140,2.541706,1.598051,1.026890,2
2.163423,2.418832,1.489622,1.019529,2
2.095328,2.474349,1.518566,0.981353,2
2.313282,2.617242,1.531180,0.978819,2
2.274280,2.548758,1.467663,0.879859,2
2.125849,2.368377,1.415241,0.938196,2
2.337721,2.398018,1.422377,0.939533,2
2.397112,2.323681,1.506427,0.996508,2
2.074896,2.329537,1.602089,1.072780,2
1.981343,2.431478,1.605886,0.935718,2
2.103853,2.290139,1.542867,1.041235,2
2.360038,2.217447,1.532811,1.022536,2
2.360034,2.216494,1.554983,1.033780,2
2.202226,2.367568,1.543740,1.083355,2
2.046131,2.523353,1.548376,1.088434,2
2.201565,2.477421,1.575923,1.081669,2
2.272713,2.205204,1.521553,1.002819,2
1.938185,2.208201,1.533775,1.011846,2
2.305296,2.322878,1.585323,0.993622,2
2.567586,2.594286,1.611663,0.977759,2
2.311934,2.559259,1.508209,0.899440,2
2.069869,2.480011,1.464864,0.982903,2
2.387146,2.501168,1.459913,1.014402,2
2.499458,2.329376,1.377875,1.202708,2
2.047611,2.453878,1.596120,1.013635,2
2.379396,2.555342,1.496614,0.997123,2
2.615444,2.502804,1.529464,0.973553,2
2.082351,2.313195,1.650949,0.998145,2
2.558495,2.698506,1.622162,0.907621,2
2.612656,2.601956,1.478214,0.776826,2
2.155696,2.296074,1.514918,0.960325,2
2.142584,2.333923,1.527014,0.973495,2
2.106903,2.334678,1.555364,1.005412,2
2.159174,2.485860,1.449724,0.870349,2
2.561451,2.637234,1.511240,0.997591,2
2.492405,2.538393,1.454667,0.854207,2
2.230328,2.341841,1.444543,0.950635,2
2.235743,2.383021,1.767350,1.126999,2
2.271740,2.364966,1.781250,1.226580,2
2.019458,2.200663,1.588924,1.088945,2
2.155426,2.193439,1.556427,1.174649,2
2.284802,2.371536,1.540437,1.212236,2
2.270319,2.322489,1.660161,1.319517,2
2.125452,2.142349,1.512379,1.207684,2
2.105518,2.264274,1.536284,1.153127,2
2.031267,2.390579,1.553539,1.080114,2
2.285748,2.590566,1.551854,1.067537,2
2.303862,2.532183,1.474445,1.144628,2
2.351752,2.302358,1.457278,1.329292,2
1.953980,2.452206,1.483072,1.214946,2
2.387294,2.391232,1.591108,1.126352,2
2.425958,2.550625,1.684112,1.080008,2
2.387055,2.435512,1.644535,1.241437,2
2.397552,2.260593,1.700528,1.389752,2
2.234794,2.343007,1.687786,1.577171,2
1.906716,2.224881,1.525173,1.391617,2
2.234775,2.480418,1.597837,1.287344,2
2.226235,2.386237,1.554577,1.168817,2
2.057249,2.327224,1.485217,1.292938,2
2.260407,2.215105,1.464235,1.122430,2
2.311415,2.437127,1.482106,1.201382,2
2.362833,2.705842,1.742677,1.591537,2
2.491877,2.779083,1.811430,1.587478,2
2.373907,2.625904,1.685996,1.413614,2
2.737008,2.544332,1.962636,1.749969,2
2.285091,2.454516,2.013779,1.886774,2
2.3671059999999997,2.496618,1.9027525,1.73584,2
2.449121,2.538720,1.791726,1.584906,2
2.441850,2.492005,1.719834,1.441917,2
2.352120,2.620176,1.584165,1.243173,2
2.495334,2.447447,1.563936,1.194208,2
2.459834,2.337761,1.506429,1.418818,2
2.438811,2.384039,1.576774,1.464612,2
2.581732,2.542987,1.724226,1.405635,2
2.464710,2.315085,1.626295,1.359290,2
2.193092,2.138022,1.662006,1.408468,2
1.917498,2.221275,1.639852,1.461663,2
2.199684,2.355813,1.525455,1.320511,2
2.153762,2.373702,1.560327,1.198189,2
2.152602,2.478103,1.605263,1.096757,2
2.053498,2.331812,1.632866,1.269303,2
1.996833,2.380023,1.588843,1.286298,2
2.347223,2.377823,1.643267,1.293217,2
2.424653,2.433182,1.625829,1.414716,2
2.173087,2.396547,1.692535,1.381678,2
2.114889,2.313223,1.608805,1.292047,2
2.360231,2.449656,1.668367,1.122529,2
2.340473,2.532786,1.602526,1.177828,2
2.385086,2.550251,1.644731,1.204055,2
2.343797,2.153490,1.711042,1.436016,2
2.034293,2.255709,1.636750,1.469515,2
2.086159,2.111615,1.711901,1.335196,2
2.173996,2.594706,1.718057,1.404451,2
2.265438,2.586066,1.688486,1.373720,2
1.996761,2.152738,1.551910,1.285854,2
1.947029,2.131428,1.659652,1.318005,2
1.979261,2.135334,1.662850,1.393002,2
2.087803,2.367023,1.775671,1.485891,2
2.247044,2.538193,1.767260,1.515481,2
2.248750,2.444292,1.821404,1.467375,2
2.196440,2.591590,1.805269,1.352206,2
2.501443,2.374124,1.629644,1.428307,2
2.384661,2.410098,1.640301,1.486156,2
2.086600,2.268854,1.668587,1.382115,2
2.295877,2.179670,1.664845,1.324027,2
2.308540,2.400337,1.703337,1.406976,2
2.290860,2.495452,1.629484,1.484690,2
1.930176,2.366154,1.728763,1.341615,2
1.981033,2.270932,1.609032,1.419605,2
2.240285,2.245337,1.590217,1.361715,2
2.160465,2.432996,1.708562,1.477299,2
2.192996,2.440805,1.718541,1.552148,2
2.158414,2.666165,1.624901,1.061023,1
2.136319,2.580399,1.616009,1.074779,1
2.222205,2.312943,1.666396,1.104760,1
2.215180,2.320164,1.541329,1.183811,1
2.301256,2.425778,1.700884,1.251889,1
2.436389,2.119238,1.681903,1.124507,1
2.403104,2.131816,1.531311,1.087116,1
2.346465,2.054653,1.476558,1.204245,1
2.423411,2.174962,1.592836,1.089408,1
2.322473,2.605440,1.652482,1.157076,1
2.491420,2.557596,1.600089,1.129726,1
2.616441,2.457642,1.604593,1.082594,1
2.558745,2.478502,1.667857,1.071869,1
2.549603,2.448083,1.581189,1.115840,1
2.577887,2.443472,1.542586,1.078144,1
2.442687,2.296411,1.557088,1.040962,1
2.244374,2.411628,1.517986,1.022687,1
2.345458,2.542815,1.616734,1.002015,1
2.285767,2.376701,1.678803,0.968532,1
2.222353,2.288464,1.610161,0.962748,1
2.503842,2.273262,1.566333,0.944961,1
2.148913,2.416138,1.633543,0.897233,1
2.436534,2.427036,1.566791,1.054450,1
2.369556,2.186134,1.520194,1.011136,1
2.270908,2.514274,1.646770,1.056548,1
2.566405,2.506855,1.597105,1.077913,1
2.407412,2.261904,1.522778,1.072150,1
2.512483,2.366983,1.587343,0.987408,1
2.372859,2.288224,1.545332,1.053734,1
2.285745,2.252575,1.575110,1.057625,1
2.276407,2.411241,1.550309,1.041392,1
2.376211,2.464291,1.621826,1.029301,1
2.681074,2.528560,1.604277,1.071489,1
2.507720,2.329910,1.575764,1.070683,1
2.468783,2.455429,1.548965,1.009611,1
2.342205,2.586770,1.471088,0.990604,1
2.208347,2.473835,1.552723,1.030521,1
2.121346,2.464035,1.621855,0.996243,1
2.475618,2.535515,1.623008,1.030671,1
2.636699,2.738601,1.624912,1.112437,1
2.304180,2.327810,1.540073,1.004960,1
2.479163,2.201391,1.636054,0.941040,1
2.572257,2.358636,1.392447,0.985057,1
2.690703,2.302365,1.535247,1.024761,1
2.337575,2.365730,1.604939,1.000717,1
2.541444,2.344546,1.544292,0.966583,1
2.648435,2.425722,1.632853,1.018158,1
2.199537,2.515043,1.575800,0.806239,1
2.502216,2.586464,1.637643,1.041837,1
2.144842,2.347358,1.498145,0.991187,1
2.400326,2.399121,1.624817,1.130747,1
2.409522,2.339652,1.509004,1.019299,1
2.154902,2.400357,1.549407,0.850291,1
2.493525,2.330690,1.504705,0.949979,1
2.646246,2.381654,1.491256,0.989205,1
2.491268,2.589355,1.528158,1.018861,1
2.416627,2.485648,1.654508,1.074293,1
2.384234,2.382172,1.549112,1.093574,1
2.696874,2.335116,1.563206,1.202233,1
2.697341,2.542888,1.595178,1.100177,1
2.454571,2.612718,1.670993,0.954722,1
2.484321,2.459668,1.606039,0.933545,1
2.623705,2.382994,1.571239,0.930533,1
2.544373,2.583405,1.541246,0.986298,1
2.230401,2.405415,1.610149,0.937924,1
2.155478,2.382505,1.623576,0.983856,1
2.458463,2.325400,1.524243,0.952865,1
2.317753,2.224766,1.572751,0.857744,1
2.255352,2.228680,1.551050,0.962232,1
2.560045,2.408510,1.585043,0.933420,1
2.644537,2.718344,1.662434,0.962964,1
2.478794,2.677853,1.646466,1.005856,1
2.550658,2.607766,1.522836,0.933261,1
2.221846,2.372230,1.512809,0.957731,1
2.246364,2.430351,1.418285,0.935475,1
2.025969,2.760340,1.550729,0.844850,1
2.145023,2.712318,1.712735,1.011463,1
3.026374,2.680017,1.710424,0.858999,1
2.290066,2.377512,1.489241,1.031122,1
2.187669,2.321690,1.471291,1.078012,1
2.308165,2.404417,1.500782,0.948361,1
2.189408,2.425653,1.479614,0.931687,1
2.341186,2.479749,1.461855,0.874138,1
2.348080,2.408751,1.441627,0.864615,1
2.416985,2.538956,1.556558,0.833557,1
2.432578,2.266634,1.620551,1.076615,1
2.353521,2.250331,1.549143,1.002963,1
2.231306,2.693044,1.587736,0.935571,1
2.085702,2.615973,1.492894,0.840472,1
2.172700,2.310333,1.580451,0.994892,1
1.983894,2.536124,1.538131,1.054193,1
2.432318,2.679951,1.500146,0.979835,1
2.449843,2.729638,1.527033,0.879220,1
2.029437,2.524797,1.622813,0.916581,1
2.444575,2.399008,1.514628,1.126578,1
2.286027,2.428998,1.408774,1.039458,1
2.148621,2.179157,1.377120,0.980991,1
1.919775,2.233623,1.385648,0.923098,1
1.849362,2.491904,1.378920,0.901760,1
1.874046,2.450130,1.428444,0.945662,1
2.175022,2.443691,1.508491,0.883972,1
2.254710,2.477591,1.550264,0.824402,1
2.168943,2.355699,1.510598,0.870795,1
2.448187,2.211144,1.510727,0.922329,1
2.361575,2.291285,1.597903,0.953537,1
2.327937,2.358031,1.534781,0.917007,1
2.366843,2.569157,1.467491,0.851315,1
2.193741,2.676817,1.555554,0.934107,1
2.141867,2.581430,1.743167,0.998543,1
2.166963,2.358075,1.560220,0.931228,1
2.231764,2.382379,1.447834,0.923536,1
2.266610,2.613223,1.446337,0.878578,1
2.201670,2.489846,1.500205,0.888078,1
2.484740,2.518089,1.557206,0.960545,1
2.216895,2.388819,1.488294,1.023920,1
2.044430,2.452234,1.472512,1.030109,1
2.397604,2.135913,1.490631,0.847166,1
2.113181,2.080306,1.461319,0.979465,1
2.189137,2.377084,1.645265,1.025917,1
2.303903,2.318149,1.536763,1.005236,1
2.465504,2.187380,1.569359,1.063925,1
2.459537,2.450824,1.630537,1.033830,1
2.217248,2.466768,1.611813,0.927587,1
2.234223,2.544157,1.590501,0.980289,1
2.586349,2.488369,1.661102,1.068587,1
2.408494,2.537009,1.566493,1.081117,1
2.453211,2.349831,1.527642,1.011618,1
2.586334,2.280577,1.485960,0.952472,1
2.476272,2.396249,1.501748,0.963587,1
2.151284,2.217721,1.537806,0.895150,1
1.999622,2.048813,1.497407,1.079041,1
2.106776,2.109602,1.516947,1.042451,1
2.324845,2.084826,1.573205,0.970915,1
2.302366,2.140679,1.406499,1.063724,1
2.490619,2.704899,1.576853,1.122567,1
2.564847,2.558177,1.631998,1.289691,1
2.274281,2.383259,1.510067,1.314794,1
2.634168,2.620215,1.511490,0.989556,1
2.612423,2.614310,1.490966,1.069322,1
2.485712,2.612121,1.542819,1.043051,1
2.471670,2.336974,1.595065,1.120050,1
2.514481,2.560408,1.652103,1.341602,1
2.498379,2.507837,1.634097,1.237341,1
2.180575,2.091449,1.513757,1.058891,1
2.003191,2.148533,1.397514,1.003477,1
2.181199,2.183358,1.552177,1.008605,1
2.443682,2.320880,1.559627,1.235966,1
2.481245,2.219610,1.563288,1.213129,1
2.312082,2.184758,1.573829,1.283050,1
2.229110,2.188926,1.513735,1.187403,1
