@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute state {1,2}

@data
0.783285200596,0.000020508394,0.197332531214,0.019361779094,0.100000,0.805690,0.816792,0.811241,1
0.000216314264,0.000406539650,0.403294563293,0.596082568169,0.900000,0.561581,0.610434,0.586008,1
0.000202659474,0.000123380465,0.374742507935,0.624931454659,0.900000,0.669008,0.741634,0.705321,1
0.000005689059,0.000397730997,0.232242867351,0.767353713512,0.900000,0.809474,0.811786,0.810630,1
0.000004958849,0.015375210904,0.076516442001,0.908103406429,0.900000,0.761499,0.739516,0.750508,1
0.000000041490,0.563141584396,0.103251323104,0.333607047796,0.300000,0.691689,0.571001,0.631345,1
0.000000000023,0.024921361357,0.080039866269,0.895038783550,0.900000,0.627927,0.645383,0.636655,1
0.000002928793,0.001865003840,0.169233828783,0.828898251057,0.900000,0.424572,0.315349,0.369960,1
0.000003627611,0.007080326322,0.880346417427,0.112569645047,0.600000,0.309595,0.258263,0.283929,1
0.000000000004,0.301397055387,0.611368298531,0.087234668434,0.600000,0.610042,0.655540,0.632791,1
0.000005299977,0.000083184925,0.065961994231,0.933949530125,0.900000,0.644286,0.350031,0.497159,1
0.000000331244,0.002021394437,0.036381114274,0.961597144604,0.900000,0.518814,0.366131,0.442473,1
0.000000261013,0.000524177100,0.516476035118,0.482999503613,0.600000,0.801010,0.676237,0.738623,1
0.000000461479,0.000101395148,0.709259152412,0.290638983250,0.600000,0.616766,0.489554,0.553160,1
0.000000040638,0.007164272014,0.136109754443,0.856725931168,0.900000,0.509670,0.448854,0.479262,1
0.000110048808,0.438911616802,0.281219065189,0.279759287834,0.300000,0.689814,0.683589,0.686701,1
0.000000099954,0.991685926914,0.008164994419,0.000149000087,0.300000,0.375203,0.534039,0.454621,1
0.000016051332,0.001671643229,0.187005385756,0.811306893826,0.900000,0.390582,0.351991,0.371286,1
0.000000001117,0.153747960925,0.051509529352,0.794742524624,0.900000,0.268022,0.385829,0.326926,1
0.001132287667,0.000000081918,0.574338495731,0.424529165030,0.600000,0.499171,0.419508,0.459340,1
0.165406867862,0.000110630703,0.146971359849,0.687511146069,0.900000,0.604302,0.533170,0.568736,1
0.000000008190,0.028289252892,0.427164822817,0.544545888901,0.900000,0.408515,0.350786,0.379650,1
0.000000069848,0.111753292382,0.106782101095,0.781464517117,0.900000,0.546901,0.426022,0.486461,1
0.000000000120,0.044305138290,0.044214673340,0.911480188370,0.900000,0.580994,0.684223,0.632609,1
0.000000000005,0.011919667944,0.653074860573,0.335005462170,0.600000,0.750334,0.791915,0.771124,1
0.000000001914,0.166751995683,0.133084759116,0.700163245201,0.900000,0.679378,0.584474,0.631926,1
0.000000050213,0.091305851936,0.667369782925,0.241324305534,0.600000,0.662841,0.669492,0.666167,1
0.000007617482,0.002605711343,0.414303869009,0.583082795143,0.900000,0.781401,0.693458,0.737430,1
0.026969006285,0.000208658952,0.895918309689,0.076904021204,0.600000,0.772888,0.645496,0.709192,1
0.000018333973,0.001413579099,0.998302042484,0.000266049523,0.600000,0.633623,0.466130,0.549876,1
0.000000000303,0.004174768925,0.988343358040,0.007481892593,0.600000,0.569011,0.630863,0.599937,1
0.000000001817,0.007838874124,0.871268212795,0.120892882347,0.600000,0.742381,0.665834,0.704107,1
0.000493112602,0.001576892333,0.811511933804,0.186418056488,0.600000,0.767038,0.659186,0.713112,1
0.000001685561,0.000218418034,0.842701315880,0.157078564167,0.600000,0.729208,0.531878,0.630543,1
