@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute state {1,2}

@data
0.000000000000,0.000000000057,0.280828833580,0.719171166420,0.900000,0.438901,0.345899,0.392400,1
0.000000000000,0.000000000000,0.896616399288,0.103383623064,0.600000,0.599044,0.455947,0.527496,1
0.000000000000,0.000000000000,0.921800851822,0.078199118376,0.600000,0.320082,0.290933,0.305507,1
0.000000000000,0.000000000000,0.682503104210,0.317496925592,0.600000,0.375305,0.37756999999999996,0.3764375,1
0.000000000000,0.000000133361,0.726796329021,0.273203551769,0.600000,0.430528,0.464207,0.447368,1
0.000000000000,0.000000000000,0.134871155024,0.865128874779,0.900000,0.297658,0.305903,0.301780,1
0.000000000000,0.000000000000,0.789638638496,0.210361331701,0.600000,0.461104,0.412833,0.436969,1
0.000000000000,0.000000000000,0.858212828636,0.141787171364,0.600000,0.679517,0.504642,0.592080,1
0.000000000000,0.000000000002,0.639041125774,0.360958874226,0.600000,0.611078,0.533672,0.572375,1
0.000000000000,0.000017138358,0.028789453208,0.971193432808,0.900000,0.475849,0.519496,0.497673,1
0.000000000000,0.000330905401,0.073427401483,0.926241695881,0.900000,0.208942,0.209028,0.208985,1
0.000000000000,0.000000000000,0.672110199928,0.327889770269,0.600000,0.310778,0.224609,0.267693,1
0.000000000000,0.000000039210,0.794516146183,0.205483794212,0.600000,0.555415,0.453237,0.504326,1
0.000000000000,0.000000000000,0.626920640469,0.373079389334,0.600000,0.499275,0.577540,0.538407,1
0.000000000000,0.000000000000,0.181253895164,0.818746089935,0.900000,0.367797,0.471512,0.419655,1
0.000000000000,0.000000000185,0.671250998974,0.328749030828,0.600000,0.544818,0.536644,0.540731,1
0.000000000000,0.000245554256,0.560207366943,0.439547091722,0.600000,0.392921,0.262659,0.327790,1
0.000000000000,0.000057484904,0.306428253651,0.693514287472,0.900000,0.428224,0.292231,0.360228,1
0.000000000000,0.000012772990,0.180603742599,0.819383502007,0.900000,0.213403,0.390656,0.302029,1
0.000000000000,0.000000000000,0.869430124760,0.130569845438,0.600000,0.415009,0.485252,0.450131,1
0.000000000000,0.024473026395,0.464327543974,0.511199414730,0.900000,0.125566,0.335532,0.230549,1
0.000000000000,0.006602692883,0.037369780242,0.956027507782,0.900000,0.289325,0.407253,0.348289,1
0.000000000000,0.000645131513,0.844940304756,0.154414549470,0.600000,0.284449,0.190602,0.237525,1
0.000000000000,0.007210490294,0.938812017441,0.053977504373,0.600000,0.316224,0.303590,0.309907,1
0.000000000000,0.000000000000,0.855358242989,0.144641742110,0.600000,0.513463,0.367188,0.440325,1
0.000000000000,0.000000000000,0.033323794603,0.966676235199,0.900000,0.227546,0.306755,0.267151,1
0.000000000000,0.000000000000,0.871323227882,0.128676772118,0.600000,0.457835,0.428618,0.443227,1
0.000000000000,0.000000000000,0.102345705032,0.897654294968,0.900000,0.472568,0.309957,0.391263,1
0.000000000000,0.000000000000,0.989643216133,0.010356757790,0.600000,0.638823,0.569494,0.604158,1
0.000000000000,0.000000022161,0.572803318501,0.427196651697,0.600000,0.451533,0.453622,0.452577,1
0.000000000000,0.000004359885,0.032650779933,0.967344880104,0.900000,0.355973,0.301075,0.328524,1
0.000000000000,0.000018180041,0.051663160324,0.948318660259,0.900000,0.169604,0.382773,0.276189,1
0.000000000000,0.000000000001,0.833770036697,0.166229963303,0.600000,0.433076,0.381670,0.407373,1
0.000000000000,0.000000000000,0.895486235619,0.104513756931,0.600000,0.235975,0.214387,0.225181,1
0.000000000000,0.000000011398,0.624339520931,0.375660508871,0.600000,0.439866,0.499944,0.469905,1
0.000000000000,0.000000001014,0.841488897800,0.158511102200,0.600000,0.689095,0.684174,0.686634,1
0.000000000000,0.000000237089,0.797958254814,0.202041536570,0.600000,0.490531,0.403438,0.446984,1
0.000000000000,0.000000000000,0.479095488787,0.520904541016,0.900000,0.371582,0.289542,0.330562,1
0.000000000001,0.000000000000,0.851942956448,0.148057043552,0.600000,0.353088,0.270729,0.311908,1
0.000000000000,0.000000000000,0.641170084476,0.358829915524,0.600000,0.236551,0.205151,0.220851,1
0.000000000000,0.000000000000,0.858633160591,0.141366824508,0.600000,0.573200,0.444299,0.508750,1
0.000000000000,0.000001006925,0.213990598917,0.786008417606,0.900000,0.638551,0.601937,0.620244,1
0.000000000000,0.000000002493,0.205768629909,0.794231355190,0.900000,0.525149,0.512900,0.519024,1
0.000000000000,0.000006796151,0.834966599941,0.165026575327,0.600000,0.650076,0.709106,0.679591,1
0.000000000000,0.000000000150,0.974947988987,0.025052016601,0.600000,0.371183,0.331677,0.351430,1
0.000000000000,0.000000000007,0.229154139757,0.770845830441,0.900000,0.292151,0.254658,0.273405,1
0.000000000000,0.000000000000,0.785271108150,0.214728906751,0.600000,0.693337,0.751602,0.722469,1
0.000000000000,0.000037674643,0.984955191612,0.015007141046,0.600000,0.675184,0.745656,0.710420,1
0.000000000000,0.000059506296,0.125242561102,0.874697923660,0.900000,0.376495,0.453785,0.415140,1
0.000000000000,0.000000000000,0.374327510595,0.625672459602,0.900000,0.292020,0.331175,0.311598,1
0.000000000000,0.000000000033,0.555297851563,0.444702148438,0.600000,0.344365,0.431295,0.387830,1
0.000000000000,0.000000000081,0.075778037310,0.924221932888,0.900000,0.271216,0.413648,0.342432,1
0.000000000000,0.000000000007,0.087702594697,0.912297427654,0.900000,0.422533,0.383833,0.403183,1
0.000000000000,0.000000634899,0.110258750618,0.889740645885,0.900000,0.375543,0.246603,0.311073,1
