@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute state {1,2}

@data
0.000000000000,0.000000000000,0.000033418175,0.999966561794,0.900000,0.794623,2
0.000000000000,0.000000000000,0.000000944052,0.999999046326,0.900000,0.875315,2
0.000000000000,0.000000000000,0.000001619798,0.999998390675,0.900000,0.692201,2
0.000000000000,0.000000000000,0.001865246333,0.998134732246,0.900000,0.808402,2
0.000000000000,0.000000000000,0.081049755216,0.918950259686,0.900000,0.850290,2
0.000000000000,0.000000000000,0.002415762749,0.997584223747,0.900000,0.747697,2
0.000000000000,0.000000000000,0.000078316873,0.999921679497,0.900000,0.837964,2
0.000000000000,0.000000000000,0.000015354017,0.999984622002,0.900000,0.936414,2
0.000000000000,0.000000000000,0.000000237810,0.999999761581,0.900000,0.774807,2
0.000000000000,0.000000000000,0.015497141518,0.984502851963,0.900000,0.550934,2
0.000000000000,0.000000000000,0.094734892249,0.905265092850,0.900000,0.835116,2
0.000000000000,0.000000000000,0.426480144262,0.573519885540,0.900000,0.854016,2
0.000000000000,0.000000000000,0.574250519276,0.425749480724,0.600000,0.567712,2
0.000000000000,0.000000000000,0.611902892590,0.388097137213,0.600000,0.345732,2
0.000000000000,0.000000000000,0.965529382229,0.034470591694,0.600000,0.639929,2
0.000000000000,0.000000000000,0.097534544766,0.902465462685,0.900000,0.724251,2
0.000000000000,0.000000000000,0.207663059235,0.792336940765,0.900000,0.705647,2
0.000000000000,0.000000000000,0.071374006569,0.928626000881,0.900000,0.657670,2
0.000000000000,0.000000000039,0.003130802652,0.996869206429,0.900000,0.514384,2
0.000000000000,0.000090203866,0.145864218473,0.854045569897,0.900000,0.676345,2
0.000000000000,0.000000386494,0.065485186875,0.934514403343,0.900000,0.300405,2
0.000000000000,0.000060218743,0.949593067169,0.050346724689,0.600000,0.630842,2
0.000000000000,0.000116951705,0.060195069760,0.939687967300,0.900000,0.450834,2
0.000000000000,0.000000000000,0.018004577607,0.981995403767,0.900000,0.575580,2
0.000000000000,0.000000000000,0.005617153831,0.994382858276,0.900000,0.520597,2
0.000000000000,0.000000000000,0.035049375147,0.964950621128,0.900000,0.469475,2
0.000000000000,0.000000000183,0.347012341022,0.652987658978,0.900000,0.446771,2
0.000000000000,0.000000000000,0.003931875806,0.996068120003,0.900000,0.480983,2
0.000000000000,0.000000000000,0.037951812148,0.962048172951,0.900000,0.688065,2
0.000000000000,0.000000000002,0.011590538546,0.988409459591,0.900000,0.492093,2
0.000000000000,0.000000393701,0.532377064228,0.467622548342,0.600000,0.489424,2
0.000000000000,0.002243858529,0.014874511398,0.982881605625,0.900000,0.560601,2
0.000000000000,0.114701867104,0.856066524982,0.029231583700,0.600000,0.498317,2
0.000000000000,0.000000000000,0.000025795556,0.999974191189,0.900000,0.607512,2
0.000000000000,0.000000000000,0.252642333508,0.747357666492,0.900000,0.691490,2
0.000000000000,0.000000000000,0.046526167542,0.953473806381,0.900000,0.214483,2
0.000000000000,0.053811687976,0.383863180876,0.562325119972,0.900000,0.179779,2
0.000000000000,0.010489240289,0.865147113800,0.124363675714,0.600000,0.432686,2
0.000000000000,0.360623776913,0.639068305492,0.000307897892,0.600000,0.168025,2
0.000000000000,0.059578638524,0.578925728798,0.361495643854,0.600000,0.354031,2
0.000000000000,0.000000000000,0.025853028521,0.974146962166,0.900000,0.378752,2
0.000000000000,0.000000000000,0.051368847489,0.948631167412,0.900000,0.355817,2
0.000000000000,0.000000000000,0.209656611085,0.790343403816,0.900000,0.409949,2
0.000000000000,0.000000000000,0.121437706053,0.878562271595,0.900000,0.322487,2
0.000000000000,0.000000000002,0.035498466343,0.964501559734,0.900000,0.373074,2
0.000000000000,0.000000000001,0.074982225895,0.925017774105,0.900000,0.469196,2
0.000000000000,0.000000000000,0.560881674290,0.439118325710,0.600000,0.398547,2
0.000000000000,0.000000000001,0.327310383320,0.672689616680,0.900000,0.655644,2
0.000000000000,0.003702560905,0.898485600948,0.097811862826,0.600000,0.562726,2
0.000000000000,0.000066905137,0.143885612488,0.856047511101,0.900000,0.364521,2
0.000000000000,0.004617921077,0.556233227253,0.439148873091,0.600000,0.463113,2
0.000000000000,0.000000000000,0.050179392099,0.949820637703,0.900000,0.362476,2
0.000000000000,0.000000011746,0.449965894222,0.550034105778,0.900000,0.314364,2
0.000000000000,0.000000000034,0.000001625561,0.999998390675,0.900000,0.279301,2
0.000000000000,0.000000004657,0.070963852108,0.929036140442,0.900000,0.434487,2
0.000000000000,0.000000000000,0.032262470573,0.967737555504,0.900000,0.656653,2
0.000000000000,0.000000000000,0.350428789854,0.649571239948,0.900000,0.665294,2
0.000000000000,0.000000000000,0.087271086872,0.912728905678,0.900000,0.228935,2
0.000000000000,0.000000000000,0.183779180050,0.816220819950,0.900000,0.278973,2
0.000000000000,0.000000000012,0.183659553528,0.816340446472,0.900000,0.338664,2
0.000000000000,0.000000000000,0.040679592639,0.959320425987,0.900000,0.360018,2
0.000000000000,0.000065761924,0.030250601470,0.969683647156,0.900000,0.433417,2
0.000000000000,0.019295379519,0.795558691025,0.185145929456,0.600000,0.330288,2
0.000000000000,0.000003591533,0.987697362900,0.012299026363,0.600000,0.597921,2
0.000000000000,0.000016775917,0.860692381859,0.139290839434,0.600000,0.458125,2
0.000000000000,0.000000000139,0.141632482409,0.858367502689,0.900000,0.362103,2
