@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute data63 numeric
@attribute data64 numeric
@attribute data65 numeric
@attribute data66 numeric
@attribute data67 numeric
@attribute data68 numeric
@attribute data69 numeric
@attribute data70 numeric
@attribute data71 numeric
@attribute data72 numeric
@attribute data73 numeric
@attribute data74 numeric
@attribute data75 numeric
@attribute data76 numeric
@attribute data77 numeric
@attribute data78 numeric
@attribute data79 numeric
@attribute data80 numeric
@attribute state {1,2}

@data
1.920951,2.730856,2.622474,2.630574,2.460088,2.390596,2.420909,2.405167,2.001263,2.663103,2.950571,2.733645,2.887355,2.506829,2.106878,2.354562,2.176608,1.723909,2.685534,3.030487,2.804804,2.944840,2.788978,2.368042,2.632006,2.452747,1.928171,2.805596,3.000692,2.595756,2.899346,2.516708,2.162545,2.373353,2.180145,1.686698,2.502770,2.653119,2.321267,2.524452,2.316941,2.015142,2.214222,2.052815,1.603560,3.065305,3.197201,2.759353,3.096045,2.409601,2.161190,2.313394,2.212455,1.843948,2.824804,2.932167,2.672256,2.810040,2.148683,2.047319,2.128592,2.132934,1.782472,2.237902,2.683746,2.501786,2.610657,2.402755,2.168360,2.288294,2.072203,1.712633,1.941838,2.546598,2.260836,2.396620,2.314870,1.993122,2.203665,2.114969,1.768163,1
2.098052,2.332516,2.458735,2.399007,2.297814,2.277442,2.278322,2.399496,1.983120,2.191715,2.472187,2.645287,2.598442,2.262062,2.137497,2.221906,2.088749,1.577430,2.344401,2.692337,2.920748,2.815084,2.340541,2.023548,2.182090,1.942912,1.652892,2.404119,2.554575,2.726041,2.688754,2.094123,1.744811,1.916120,1.726572,1.495500,2.202750,2.108595,2.058855,2.085759,2.018195,1.938094,1.962893,1.803394,1.428954,2.765938,2.915166,2.846151,2.926414,2.264730,2.009341,2.178136,1.996762,1.709545,2.732759,2.760746,2.489805,2.646937,2.295257,2.158829,2.229588,2.017431,1.731097,2.083926,2.327057,2.473830,2.430792,2.185119,2.044373,2.075696,1.923321,1.612860,1.742547,2.088485,1.892169,2.002649,2.079264,1.990269,2.024857,2.235140,1.796838,1
2.258887,2.267493,2.194786,2.261451,1.763798,1.836226,1.784191,2.166682,1.804976,2.403458,2.453366,2.396657,2.413258,2.103922,2.199559,2.195831,2.183279,1.682222,2.601312,2.369306,2.086801,2.297650,1.765386,2.120896,2.037472,2.119727,1.700252,2.252164,2.073447,2.139189,2.142081,1.901214,1.984769,1.931297,1.945590,1.709702,2.286246,2.035693,1.950588,2.032951,1.778210,2.043030,1.985754,1.897031,1.357736,2.111347,2.287745,2.315001,2.281678,2.263840,2.174920,2.225475,2.076729,1.858073,2.226013,2.270523,2.159416,2.233399,2.177185,2.176051,2.219379,2.092939,1.869743,1.931227,2.003310,2.028981,2.019111,1.525944,1.842832,1.751211,2.146972,1.698377,2.184929,2.171661,2.080710,2.151746,1.746154,1.761909,1.718234,2.110698,1.733349,1
2.404553,2.696700,2.408169,2.584930,1.968147,1.952272,1.959543,2.034485,1.689827,2.818100,2.818487,2.656107,2.760695,2.273858,2.104789,2.198275,2.143121,1.666845,2.983432,2.928977,2.745121,2.865056,2.035278,2.140945,2.115016,2.229015,1.751218,2.760477,2.843488,2.484729,2.729327,2.061397,2.028405,2.048160,2.202595,1.757114,2.635441,2.493702,2.334771,2.417036,1.783856,2.083737,1.998135,1.944453,1.338157,2.643110,2.683862,2.669329,2.705309,2.404229,2.038220,2.259632,2.268959,1.916765,2.559781,2.485335,2.512779,2.465835,2.098852,2.027616,2.078134,1.990727,1.805693,2.316510,2.507309,2.091640,2.371091,2.040401,1.809505,1.959686,2.178982,1.733517,2.281648,2.421641,2.333593,2.401674,1.989186,2.158918,2.081729,2.141703,1.718800,1
2.374123,2.619393,2.216084,2.476518,2.443240,2.258142,2.354349,2.026762,1.651540,2.625030,2.854012,2.971167,2.911902,2.450307,2.172152,2.321939,2.125017,1.678291,2.798790,2.922331,3.000515,2.971208,2.542815,2.269738,2.412218,2.188289,1.741031,2.699567,2.926289,2.819092,2.885469,2.421849,2.136484,2.299387,2.120341,1.630772,2.450398,2.548311,2.510767,2.503457,2.121370,2.019394,2.071417,2.023414,1.594221,2.517113,2.808052,2.970595,2.890814,2.420739,2.109255,2.299590,2.118976,1.665365,2.453728,2.599979,2.793080,2.681016,2.435996,2.129843,2.301522,2.120071,1.917754,2.252185,2.456871,2.066111,2.336967,2.299515,2.077783,2.191566,1.946934,1.644261,2.080029,2.246058,1.743811,2.074517,2.059685,2.315749,2.244500,2.243530,1.826216,1
1.961018,2.180228,2.430823,2.292899,2.381542,2.221112,2.280639,2.011634,1.713959,2.439508,2.769484,2.944232,2.850258,2.601431,2.510049,2.538998,2.373670,1.827078,2.427002,2.747595,2.926104,2.811288,2.498351,2.376178,2.408278,2.115760,1.688540,2.490318,2.750712,2.785840,2.745996,2.359884,2.294322,2.312817,2.256667,1.734916,1.957675,2.552795,2.700146,2.597849,2.226891,2.119024,2.131469,1.770176,1.413544,2.520958,2.795345,2.883000,2.822143,2.473769,2.470064,2.469582,2.453701,1.919559,2.082598,2.822439,3.038559,2.929117,2.758065,2.446334,2.585555,2.112040,1.816916,2.092363,2.392444,2.167262,2.281542,2.142135,2.131500,2.104250,1.988051,1.649539,1.647973,1.710854,1.957423,1.853909,2.165778,2.343474,2.286270,2.224118,1.786445,1
1.729076,2.488351,2.679295,2.571268,2.501099,2.484167,2.477467,2.375820,1.884261,1.951449,2.471839,2.480282,2.465118,2.529419,2.485117,2.492822,2.365018,1.791174,1.882072,2.372063,2.306201,2.336463,2.328481,2.328276,2.297673,2.165764,1.715105,1.820738,2.464669,2.424103,2.431239,2.347011,2.319782,2.332016,2.348823,1.818422,1.917003,2.318099,2.306123,2.325186,2.188415,2.080878,2.067318,1.455793,1.229157,1.984985,2.569467,2.546589,2.558094,2.645030,2.535833,2.590267,2.559005,2.027410,2.075291,2.414324,2.630262,2.544386,2.578256,2.445178,2.464569,2.130682,1.849197,1.687944,2.421422,2.434789,2.419096,2.467848,2.423547,2.418000,2.212939,1.732766,1.736712,2.244953,2.462505,2.384995,2.443415,2.272660,2.353309,2.184944,1.834723,1
2.284744,2.664126,2.682118,2.663534,2.443398,2.320515,2.308964,2.138620,1.685067,1.819846,2.459490,2.613744,2.515302,2.172691,2.136523,2.102455,2.032681,1.561674,2.360734,2.656619,2.653298,2.675208,2.429918,2.318991,2.312391,2.117332,1.609173,1.922165,2.523473,2.575209,2.518558,2.307517,2.100227,2.163661,2.054832,1.581683,2.381040,2.508656,2.279563,2.436040,2.053901,1.945637,1.942470,1.813441,1.417325,2.056323,2.590697,2.610404,2.571565,2.275149,2.157111,2.192045,2.217868,1.851596,2.477170,2.617013,2.626836,2.619645,2.190699,2.113504,2.128159,2.018336,1.852504,2.067497,2.659443,2.563832,2.597256,2.420703,2.373666,2.334690,2.045070,1.494745,2.181571,2.537419,2.415893,2.493670,2.141814,2.184933,2.158434,2.065534,1.700837,1
1.997399,2.453089,2.195210,2.302777,1.820046,2.019143,1.942527,2.006800,1.665606,2.133021,2.625219,2.636164,2.584363,2.084189,1.757140,1.947756,1.855566,1.726178,2.369832,2.753463,2.719473,2.724781,2.011783,2.006911,2.036697,2.143980,1.894784,2.079348,2.562488,2.643486,2.560019,1.656632,1.700055,1.711257,1.862987,1.683051,2.423989,2.599181,2.279527,2.459475,1.817485,1.706396,1.776539,1.992587,1.631492,2.142761,2.567312,2.759285,2.635035,2.073881,1.934001,2.030244,2.012976,1.873471,2.540061,2.684710,2.440550,2.569741,2.237185,1.824672,2.056688,1.924237,1.987895,1.864733,2.511019,2.387523,2.400854,1.862622,1.914903,1.870703,1.805458,1.469404,2.084713,2.592366,2.259681,2.429386,1.677905,1.777616,1.736292,1.689757,1.354068,1
1.739846,2.367816,2.230227,2.246458,2.060168,2.142674,2.127546,2.067321,1.738559,1.969700,2.527325,2.462688,2.477006,2.177823,1.560996,1.965747,1.725453,1.729139,1.642318,2.497657,2.451154,2.449927,1.946549,1.900601,1.927488,1.925905,1.863799,1.724859,2.433763,2.257843,2.318555,1.885586,1.543090,1.752745,1.692318,1.672269,1.827726,2.384417,2.324019,2.340994,1.883538,1.956950,1.931954,1.911920,1.631885,1.757616,2.575206,2.569219,2.529773,2.082971,1.573748,1.888789,1.702849,1.861714,2.124371,2.600432,2.442042,2.515826,2.319902,2.130389,2.238455,2.098218,1.974344,1.852122,2.431356,2.149096,2.250669,1.954610,1.848891,1.887023,1.784692,1.533044,1.845312,2.407649,2.153310,2.253761,1.795542,2.006942,1.935863,1.980919,1.590678,1
1.899332,2.292564,2.381129,2.314191,2.184187,2.125972,2.163243,1.976556,1.691603,2.060335,2.892463,2.659995,2.765705,2.176738,1.964862,2.081633,1.748701,1.472643,2.206267,2.841077,2.906079,2.854068,2.395564,2.139419,2.269683,1.795217,1.507183,2.085676,2.691096,2.537789,2.592695,2.075587,2.092473,2.097342,1.991810,1.562135,2.039960,2.501780,2.382972,2.464946,2.122079,2.060497,2.100231,1.773003,1.430482,2.056262,2.795797,2.509323,2.630228,2.094293,2.164105,2.148600,2.077191,1.849632,2.200660,2.727549,2.388485,2.600210,2.264487,2.087382,2.181761,1.858173,1.897754,2.130681,2.367269,2.202302,2.271541,2.145554,1.973973,2.033353,1.856686,1.497167,1.855254,2.045086,2.016439,2.019656,1.958560,2.159271,2.081559,1.948545,1.577977,1
2.502634,2.581180,2.286122,2.439418,2.126914,2.136227,2.150612,2.163231,1.747551,2.224843,2.910975,2.980113,2.907871,2.280520,1.937569,2.136637,1.746834,1.511810,2.506255,2.724521,2.830889,2.756608,2.240787,2.032828,2.145330,1.788154,1.598275,2.265555,2.547801,2.578474,2.517660,2.110682,2.072177,2.106120,1.966713,1.557923,2.219296,2.524528,2.374578,2.423061,2.035148,1.959475,2.003763,1.766876,1.376511,2.244348,2.755154,2.769021,2.734874,2.273140,2.045053,2.193268,2.038194,1.771794,2.253585,2.895574,2.773379,2.811074,2.410669,2.102697,2.269501,1.901063,1.779117,2.465813,2.515215,2.268381,2.390133,2.049175,2.001438,2.017277,1.976987,1.594259,2.231103,2.361616,2.120639,2.230501,1.829871,1.945470,1.892672,2.112764,1.765249,1
2.601343,2.756235,2.469792,2.619468,2.139505,2.151551,2.136025,1.992095,1.601563,2.483322,2.807848,2.752697,2.774542,2.108094,2.110664,2.095448,1.795844,1.352870,2.585510,2.788018,2.734113,2.755353,2.200891,2.275774,2.224761,1.900658,1.390545,2.523623,2.596851,2.477934,2.530851,1.890040,1.997929,1.972613,1.816130,1.383002,2.207911,2.447172,2.248639,2.336483,2.044458,1.925626,1.937604,1.709113,1.337601,2.689390,2.800942,2.624124,2.743691,2.136183,2.016697,2.106798,1.939062,1.582557,2.390538,2.792079,2.665610,2.737989,2.355409,2.110720,2.215044,1.855015,1.557836,2.520577,2.566072,2.252982,2.420445,1.840146,1.838969,1.850369,1.865776,1.501773,2.273952,2.390559,2.101920,2.255393,1.950436,1.946847,1.938690,1.948149,1.648522,1
2.325062,2.510961,2.391573,2.426335,2.168825,2.380528,2.326828,2.335461,1.786129,2.411195,2.621393,2.557083,2.579479,2.140834,2.322181,2.257025,2.283685,1.676925,2.375148,2.660382,2.583890,2.601298,2.050911,2.455022,2.322958,2.417114,1.843353,2.535627,2.637372,2.574342,2.614276,2.036169,2.321707,2.231043,2.264268,1.638459,1.977016,2.494301,2.403861,2.397051,1.830520,2.035760,1.945899,2.070661,1.678727,2.662390,2.681952,2.574870,2.673949,2.248229,2.256481,2.280129,2.261990,1.726661,2.505776,2.729504,2.668234,2.677990,2.227680,2.299945,2.275275,2.291045,1.845232,2.244738,2.314655,2.260855,2.284411,2.091595,2.197338,2.162422,2.113943,1.699224,1.946348,2.163448,2.176344,2.154840,2.240671,2.096024,2.155541,2.013744,1.669815,1
2.371026,2.305038,2.397832,2.349244,2.105711,2.301842,2.256452,2.283217,1.718015,2.122725,2.617036,2.735785,2.686553,2.059864,1.748029,1.923293,1.836491,1.531304,2.006363,2.656176,2.702433,2.653853,2.105381,1.998410,2.083409,2.017204,1.654845,2.129883,2.512352,2.614185,2.557683,2.048105,2.050134,2.054635,1.988948,1.489394,2.202942,2.601182,2.527428,2.550271,2.012124,1.635935,1.876927,1.734589,1.542656,1.943924,2.512812,2.739207,2.654281,2.066576,1.696835,1.920585,1.895102,1.661731,2.374859,2.744167,2.727813,2.758837,2.364443,2.028455,2.218570,2.023728,1.812769,2.352067,2.294556,2.165607,2.227631,1.994323,2.117239,2.074291,2.016471,1.511552,2.182359,2.316734,2.263133,2.258816,2.041856,1.725890,1.913939,1.637384,1.644395,1
2.477561,2.437688,2.396454,2.373627,1.747068,1.888080,1.849671,1.906556,1.548370,2.183806,2.379782,2.599466,2.516984,1.736782,1.583111,1.648527,1.263386,1.279230,2.281581,2.568157,2.480851,2.487577,2.008764,1.878668,1.937746,1.646963,1.470410,2.146778,2.436991,2.455705,2.428342,1.883514,1.531080,1.705712,1.469168,1.367592,2.486070,2.588147,2.293203,2.465019,1.817932,1.518156,1.684628,1.264994,1.304532,2.019106,2.276782,2.587153,2.469969,1.717657,1.539646,1.632103,1.556862,1.527960,2.716927,2.868460,2.599699,2.784644,2.161396,1.767257,1.977710,1.538762,1.768033,2.330708,2.346733,2.241693,2.250301,1.818476,1.756760,1.777234,1.688384,1.381085,2.368669,2.304450,2.198353,2.217404,1.667954,1.481359,1.589029,1.370403,1.446107,1
1.570203,2.150816,2.182239,2.099985,1.724585,2.062078,1.928712,2.035733,1.752924,1.892108,1.947996,2.209697,2.084174,1.797444,1.592022,1.673358,1.498765,1.292575,1.689001,1.928096,1.924000,1.873334,1.954289,2.048028,1.973915,1.904732,1.509254,1.440541,1.597410,1.721247,1.659496,1.826762,1.859408,1.800963,1.654112,1.367954,1.727806,1.921437,1.863891,1.898962,1.480245,1.557994,1.553712,1.667930,1.376443,1.740597,1.828912,2.074688,1.959244,2.105504,2.016299,2.021194,1.696623,1.614598,1.952510,1.930003,2.251687,2.154125,1.797542,1.642725,1.725451,1.669161,1.694975,1.202638,1.710215,1.752334,1.692062,1.743824,1.924247,1.809948,1.938035,1.632996,1.363836,1.880478,1.811414,1.806259,1.548474,1.527943,1.511595,1.440930,1.541121,1
2.811778,2.785942,2.540486,2.735535,2.288770,1.933768,2.166054,2.142613,1.845911,2.161616,2.650527,2.447630,2.555033,2.240084,1.717455,2.033300,1.572667,1.359311,2.293671,2.763710,2.776288,2.761234,2.451015,1.902246,2.247650,1.802881,1.609782,2.202696,2.518749,2.514084,2.541238,2.252503,1.830027,2.095882,1.871241,1.554229,2.035144,2.415601,2.363941,2.420859,2.264804,1.404633,2.021578,1.574989,1.336364,2.167651,2.540843,2.235748,2.439820,2.323831,2.002545,2.153510,1.810848,1.640800,2.381695,2.661848,2.378702,2.582454,2.208528,1.615078,1.986695,1.643549,1.793391,2.614282,2.645723,2.573398,2.644703,2.253320,1.657105,2.058498,1.787308,1.465653,2.385652,2.380460,2.203370,2.351980,2.280371,1.958984,2.130451,1.570818,1.540844,1
2.418598,2.528604,2.605166,2.602475,2.391057,2.001256,2.238375,1.833578,1.648983,2.319938,2.757087,2.623622,2.699280,2.194403,1.939463,2.033909,1.436479,1.381237,2.144077,2.697368,2.848704,2.775431,2.441547,2.081790,2.273603,1.670954,1.480213,2.018261,2.420098,2.513759,2.485728,2.137995,1.931630,2.032742,1.693537,1.465121,1.916299,2.296632,2.389635,2.371753,2.235528,1.750024,2.045896,1.613605,1.340467,2.269753,2.655825,2.449789,2.565027,2.067087,2.014460,1.979303,1.689484,1.646174,2.363348,2.694853,2.535323,2.646931,2.255791,2.002841,2.148669,1.900787,1.752346,2.221347,2.391307,2.587644,2.514247,2.279811,1.893014,2.138781,1.859376,1.457136,2.146708,2.285447,2.301851,2.331763,2.215643,1.713583,2.038176,1.583188,1.481046,1
1.518546,2.255134,2.483913,2.319222,1.994142,2.187880,2.081039,1.952817,1.556324,2.022506,2.451982,2.636682,2.541758,1.773702,1.488630,1.649955,1.717951,1.595197,2.148851,2.523549,2.730969,2.630595,1.936725,1.732711,1.827693,1.618554,1.448197,1.607641,2.306417,2.586429,2.445575,1.738473,1.514798,1.655213,1.602980,1.397434,1.919610,1.961814,2.205360,2.103019,1.998788,1.772201,1.862597,1.627080,1.398256,1.624898,2.382503,2.589265,2.457646,1.808028,1.533209,1.693552,1.769644,1.760140,2.167271,2.518330,2.576869,2.536527,2.227665,1.975075,2.114115,1.936761,1.828319,1.548227,2.284318,2.338899,2.249304,1.855160,1.830862,1.877711,1.891489,1.496020,1.311741,1.917547,2.178600,2.028261,1.828913,2.073679,1.970388,2.078089,1.561224,1
2.088107,2.325137,2.429877,2.377755,2.223246,2.252495,2.248981,2.273113,1.935925,2.464891,2.524622,2.576560,2.550563,2.233859,1.911210,2.104194,1.891712,1.625271,2.440581,2.374401,2.495222,2.433662,2.227368,1.954404,2.105593,2.017284,1.657933,2.162583,2.198759,2.223755,2.219717,2.306194,1.811210,2.102272,1.798731,1.543598,2.017007,2.151667,2.201342,2.133555,2.019824,1.926162,2.000446,2.010270,1.571587,2.320559,2.485624,2.536424,2.504380,2.409359,1.916816,2.193565,1.757307,1.586165,2.279842,2.449984,2.478194,2.434998,2.073168,1.964912,2.045284,2.053047,1.822682,1.957017,2.264271,2.173203,2.225828,2.145291,2.107900,2.131897,2.219592,1.813801,1.390105,2.134521,2.202798,2.114394,2.187250,2.276580,2.257623,2.297546,1.878580,2
2.024867,2.361669,2.557689,2.468617,2.377589,1.767634,2.122028,1.544185,1.597140,2.400687,2.645354,2.711267,2.697888,2.498891,2.051673,2.324405,1.989522,1.570739,2.379060,2.511759,2.634064,2.597671,2.367869,1.975564,2.226211,2.124574,1.690427,2.346150,2.635907,2.673221,2.661161,2.594196,2.198329,2.426608,2.135570,1.607318,1.979534,2.183995,2.103131,2.159436,1.659743,1.857664,1.823902,1.948899,1.552895,2.501339,2.850145,2.908609,2.881092,2.765867,2.309759,2.579433,2.205885,1.720904,2.381326,2.545773,2.224948,2.439560,1.779925,1.677505,1.778798,1.928057,1.835390,2.228999,2.564449,2.524912,2.552461,2.364551,1.962344,2.187834,1.979194,1.616935,1.348978,2.189929,2.275134,2.191391,1.920856,1.674326,1.786587,1.667237,1.645322,2
1.766547,1.953062,2.325847,2.195177,2.493032,2.246221,2.325346,1.984893,1.585422,2.200744,2.579752,2.481185,2.555862,2.285877,2.234195,2.261310,2.064617,1.660793,2.060245,2.443411,2.389389,2.428268,2.290081,2.027329,2.162323,1.967321,1.674903,1.896667,2.333877,2.296046,2.321473,2.195915,2.088508,2.130078,2.020249,1.626716,1.881801,2.182565,1.766945,2.046442,1.747010,1.722960,1.727697,1.617520,1.382578,2.186357,2.548382,2.496782,2.535635,2.376616,2.317228,2.346071,2.173765,1.804008,2.058483,2.357863,2.058809,2.259581,1.476928,1.728930,1.631059,1.782642,1.730049,1.791988,2.028257,2.105855,2.085496,2.160354,1.943458,2.018011,1.873585,1.546621,1.677037,1.781684,2.007363,1.937418,2.088989,2.130656,2.095676,2.038893,1.618816,2
1.831211,1.920647,2.003045,1.991174,2.280921,2.053061,2.130844,1.740352,1.547931,2.032727,2.571324,2.526798,2.510331,2.226915,2.001858,2.129870,1.795130,1.578339,2.007977,2.374649,2.099662,2.233378,2.472999,1.995262,2.247383,1.697950,1.598143,1.740897,2.160588,2.098134,2.100593,2.167375,1.933348,2.052107,1.709033,1.395240,1.871035,2.219172,1.984148,2.128939,1.995486,1.924562,1.958082,1.779625,1.559641,1.970958,2.517850,2.553396,2.486903,2.295666,2.204616,2.261456,1.996380,1.752604,2.006086,2.381070,2.429399,2.417094,2.020043,1.915844,1.965435,1.754500,1.882224,1.718229,1.937562,1.938899,1.983023,1.930087,1.725902,1.835662,1.617938,1.475845,1.722096,1.805200,1.793948,1.838063,1.843662,2.109158,2.033958,2.138118,1.732142,2
2.268913,2.333133,1.929994,2.213511,2.258095,2.029859,2.100274,1.823748,1.682999,1.872553,2.460135,2.570641,2.469819,2.022067,1.939712,2.018076,1.841706,1.539058,2.136042,2.567924,2.674457,2.621421,2.172945,2.176582,2.184371,2.024274,1.724738,2.001830,2.413585,2.401398,2.397010,1.949770,1.895568,1.957552,1.897372,1.625108,1.621582,1.987840,2.078053,2.058798,2.074541,2.286851,2.217854,2.020540,1.636659,2.002805,2.526029,2.643781,2.533345,1.978781,1.961801,2.012201,1.944243,1.735001,1.956290,2.291274,2.383743,2.329015,2.081467,2.091001,2.101231,1.861516,1.808895,1.990830,2.124763,1.997629,2.116632,1.965949,1.854250,1.902755,1.855984,1.662880,2.021411,2.146325,1.883822,2.085674,2.169757,2.216720,2.204492,1.997038,1.576552,2
2.140880,2.206464,1.977922,2.129986,2.057920,2.038177,2.040625,2.114963,1.748283,1.880079,2.033045,1.846640,1.967178,1.953627,1.820349,1.912344,1.754023,1.535138,1.755219,2.149161,2.408845,2.298709,2.045724,1.955010,2.007006,1.950000,1.668994,1.703911,1.870049,2.010716,1.950186,1.948582,1.664127,1.826542,1.863198,1.600508,1.757162,1.884776,1.786615,1.883582,1.705878,1.665455,1.678886,1.810381,1.603184,1.927094,2.045834,1.929251,1.989290,1.861056,1.694186,1.815554,1.883550,1.702208,1.887400,2.155345,1.898669,2.081390,1.823427,1.813866,1.834515,1.891664,1.782368,2.049444,1.978254,1.869438,1.956332,2.000641,1.769548,1.859355,1.957533,1.704154,2.036306,1.871891,1.951357,1.942275,1.909013,2.149568,2.094710,2.296331,1.782495,2
2.189497,2.352256,2.176281,2.292900,1.902660,1.988597,1.984150,2.079713,1.685773,2.047329,2.298273,2.215011,2.295807,1.824790,1.793741,1.837012,2.045518,1.739905,1.882843,2.123626,2.123053,2.174670,1.890261,1.890251,1.874980,1.992589,1.715715,2.073032,2.331861,1.968697,2.219848,1.374208,1.652965,1.544712,1.942992,1.667777,1.912163,2.167627,1.712478,2.041975,1.596127,1.650761,1.632743,1.816953,1.569750,2.254133,2.451530,2.209638,2.383403,1.691913,1.670901,1.715071,2.121816,1.826545,2.069577,2.350895,2.185684,2.306453,1.569056,1.846039,1.779824,2.003147,1.767426,2.082248,2.277039,1.899324,2.140399,1.864616,1.810854,1.811462,1.980358,1.663197,1.986010,2.073477,1.901849,2.044024,1.471453,2.195237,2.054619,2.303310,1.764868,2
1.670336,2.469339,2.550666,2.474285,2.184538,2.085909,2.082182,1.787050,1.705857,1.620251,2.008404,2.509543,2.343096,2.136564,1.813578,2.003733,1.909346,1.654165,1.888098,2.592712,2.745493,2.651242,2.088484,1.912097,1.998734,1.868359,1.602944,1.464449,2.305484,2.621861,2.487270,2.200964,1.826284,2.043755,1.821651,1.547273,1.710607,1.996079,2.360523,2.226393,1.901211,1.740993,1.809162,1.639358,1.385286,1.874177,2.182262,2.592240,2.440045,2.324263,1.898716,2.160043,2.023415,1.744110,1.796422,2.065339,2.477072,2.338571,1.982146,1.650707,1.855481,1.817473,1.767051,1.671777,2.373972,2.429172,2.368317,2.026073,1.894830,1.921920,1.781782,1.485530,1.493665,2.198143,2.027833,2.097018,1.832034,1.935734,1.851868,1.774492,1.553698,2
1.608773,1.977261,2.375509,2.221999,2.123053,2.061026,2.051300,1.946009,1.763569,1.752477,2.186184,2.525146,2.394738,2.081157,2.070256,2.088525,1.873274,1.474842,1.853519,2.091625,2.617612,2.452986,1.810517,1.878042,1.841030,1.624875,1.503619,1.652836,1.911652,2.433910,2.288985,1.783896,1.846955,1.811727,1.709977,1.385986,1.785814,1.894317,2.364151,2.207567,1.823892,2.006449,1.926038,1.896207,1.581534,1.693406,2.170587,2.435693,2.323794,2.046649,1.978971,2.008579,1.901655,1.609882,1.753153,2.226241,2.532595,2.406770,1.945343,2.116299,2.092117,2.070631,1.767691,1.829268,2.080635,2.225500,2.182354,1.873998,1.958504,1.903890,1.813014,1.545444,1.582149,1.758448,1.912927,1.817911,1.925948,2.070140,1.969824,1.956977,1.621039,2
2.025527,2.210960,1.929789,2.135405,2.111588,1.839255,1.985622,1.883196,1.672818,1.910594,2.347863,2.090700,2.259749,1.883867,1.566914,1.720363,1.660459,1.563375,2.294162,2.538834,2.138190,2.440905,2.214034,1.603273,1.996249,1.673756,1.581279,2.227417,2.389128,1.657209,2.214193,1.844858,1.505410,1.702996,1.623327,1.398203,1.823006,2.123048,1.820043,2.024120,1.773341,1.637614,1.685783,1.739076,1.534750,1.882133,2.328305,1.876205,2.165009,1.757926,1.593975,1.685273,1.737813,1.679594,1.732420,2.243737,2.065618,2.175729,1.775672,1.473447,1.619584,1.836079,1.842636,2.073108,2.268294,1.815990,2.122646,2.045201,1.569647,1.847303,1.531383,1.484224,2.009814,2.104012,1.820150,2.014134,1.979814,1.768543,1.847823,1.583769,1.457441,2
2.300873,2.493928,1.900982,2.353789,1.793114,1.737550,1.771952,1.765491,1.501644,2.050243,2.410704,2.230050,2.350464,2.256775,2.001964,2.122090,1.863596,1.624162,2.349916,2.615763,2.250195,2.495941,2.255863,1.853471,2.037079,1.545866,1.599021,2.228975,2.458728,2.166648,2.355164,1.749365,1.841034,1.805051,1.887534,1.561148,1.773919,1.873374,1.507799,1.761230,1.625264,1.526686,1.562446,1.606918,1.453164,1.836757,2.298035,2.392036,2.326597,1.966494,2.003501,2.008652,2.078812,1.797952,1.760756,1.938186,1.951158,1.976330,2.037160,1.676087,1.865393,1.796524,1.833331,2.284387,2.524510,1.934319,2.357818,1.675179,1.827760,1.767854,1.724348,1.495859,2.294829,2.424428,2.062369,2.322505,1.935668,1.526823,1.754205,1.616850,1.481142,2
1.526017,1.823465,1.917918,1.888081,1.881619,1.896142,1.922139,1.827184,1.559541,2.352783,2.409101,2.235413,2.343521,2.207151,1.939860,2.030915,1.807500,1.617597,2.142334,2.205194,2.189912,2.173871,2.181484,2.102439,2.096954,1.920130,1.593865,1.776475,2.135446,2.258084,2.178001,1.897014,1.985419,1.972139,2.013459,1.550907,1.823280,1.932913,2.017902,1.918384,1.964498,1.885692,1.903355,1.684449,1.420825,2.013966,2.299353,2.323266,2.282958,1.996953,2.105709,2.073910,2.170953,1.799541,2.215919,2.176507,2.151931,2.148109,2.153124,1.825626,1.955721,1.516248,1.746952,1.633533,1.913892,1.881673,1.913627,1.549374,1.851226,1.779430,1.795792,1.511561,1.848372,1.950361,1.786361,1.877454,1.868615,1.927620,1.918043,1.699916,1.416103,2
