@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute data63 numeric
@attribute data64 numeric
@attribute data65 numeric
@attribute data66 numeric
@attribute data67 numeric
@attribute data68 numeric
@attribute data69 numeric
@attribute data70 numeric
@attribute data71 numeric
@attribute data72 numeric
@attribute data73 numeric
@attribute data74 numeric
@attribute data75 numeric
@attribute data76 numeric
@attribute data77 numeric
@attribute data78 numeric
@attribute data79 numeric
@attribute data80 numeric
@attribute state {1,2}

@data
2.403116,2.673028,2.741179,2.700637,2.359438,2.446678,2.420669,2.356803,1.978050,2.462001,2.789562,2.899375,2.806619,2.361573,1.837331,2.127326,1.430785,1.538892,2.537958,2.688703,2.943332,2.810273,2.277480,1.795019,2.060419,1.723027,1.712702,2.722827,2.714481,2.720640,2.664164,2.234380,1.810318,2.031039,1.517472,1.580770,2.544838,2.645781,2.538114,2.585706,2.011130,1.604533,1.817510,1.594578,1.490335,2.851012,2.767703,2.775744,2.763638,2.440976,1.985062,2.229715,1.594858,1.689267,2.733085,2.967111,2.839095,2.880099,2.357399,1.872287,2.146457,1.943188,1.875219,2.360868,2.552902,2.575363,2.525344,2.289932,2.168179,2.181935,1.786336,1.586793,2.523128,2.394614,2.460973,2.474552,2.339940,2.444380,2.396657,2.307686,1.851527,1
1.918192,2.282552,2.157074,2.168394,2.053924,2.343347,2.267122,2.378066,1.941088,2.262768,2.515509,2.395416,2.408313,2.004723,1.833133,1.918284,1.841352,1.662094,2.251722,2.209389,2.166839,2.178642,2.090855,1.935908,2.011813,1.931137,1.782636,2.275938,2.222451,2.101031,2.150201,1.967636,1.836812,1.911133,1.829829,1.657286,2.266026,2.212895,1.788489,2.055152,1.761201,1.705919,1.757420,1.875660,1.666401,2.373873,2.455205,2.366918,2.369104,2.092840,1.803253,1.995323,1.829992,1.822220,2.446074,2.513416,2.273435,2.396804,2.026539,1.800551,1.916121,1.937185,1.878358,1.813082,1.905185,1.917398,1.921610,2.118046,2.203213,2.146435,1.889496,1.612710,2.051990,2.074757,1.729792,1.939370,2.040933,2.463450,2.350720,2.414964,1.935554,1
1.927253,2.773208,2.648662,2.654727,2.327495,2.415151,2.382443,2.465410,1.979440,2.084709,2.474330,2.416337,2.441031,2.271147,1.852355,2.120127,2.119457,1.759691,2.136562,2.649030,2.532619,2.553468,2.202579,2.120390,2.132807,2.221165,1.856616,2.042040,2.573158,2.464787,2.495403,1.913077,2.127856,2.050327,2.172870,1.819321,2.154833,2.342247,2.141435,2.272339,1.856168,1.654111,1.780371,1.861086,1.541555,2.125716,2.628987,2.515844,2.549443,1.988024,2.031198,2.051989,2.178437,1.899535,2.141724,2.416210,2.458072,2.448894,2.133379,1.774975,2.005914,2.009774,1.864325,1.791264,2.683742,2.654881,2.614699,2.203718,2.197698,2.205687,2.078952,1.604064,1.996743,2.434364,2.118816,2.266645,2.070783,2.255266,2.228686,2.345548,1.861463,1
1.521375,1.963102,2.047570,2.001426,2.262627,2.231971,2.219154,2.246422,1.887995,1.925751,2.330658,2.535594,2.433082,2.516052,2.404662,2.403165,2.276493,1.884277,1.866818,2.137075,2.223915,2.174177,2.450389,2.310594,2.299263,2.008479,1.770960,1.761930,2.055605,2.262594,2.181987,2.208685,2.019588,2.077162,1.954767,1.695206,1.620210,1.919213,2.062715,1.983599,2.073039,2.010428,1.999814,1.969173,1.595015,1.849396,2.222664,2.537793,2.409781,2.343463,2.263210,2.268297,2.289857,2.074907,1.978378,2.334566,2.573073,2.459179,2.328336,2.258376,2.250280,2.239390,1.933640,1.373941,1.983671,1.902802,1.949397,2.285486,1.999186,2.129125,1.869945,1.419167,1.548822,1.817856,1.778037,1.813298,2.244367,1.798988,2.064289,1.921950,1.645013,1
1.831376,2.044074,2.043822,2.037200,2.050025,2.261997,2.200910,2.335293,1.848090,1.962702,2.386806,2.423859,2.358425,2.442524,2.399859,2.375544,2.345843,1.848330,1.877361,2.110568,2.072768,2.066862,2.212499,2.221722,2.190943,2.256292,1.704374,1.954148,2.161873,2.123529,2.123746,2.116079,2.134121,2.116707,2.159854,1.700675,1.802115,2.163132,2.126631,2.104714,1.663957,1.898757,1.816910,2.079074,1.555617,1.970955,2.316381,2.393687,2.335959,2.436170,2.304810,2.325014,2.274151,2.016698,2.008264,2.375401,2.396300,2.336254,2.134529,2.266247,2.167690,2.258126,1.835225,1.778860,1.878440,1.821720,1.881198,2.122646,2.149480,2.167318,2.114406,1.464999,1.815485,1.959232,1.672614,1.873586,1.688201,2.253758,2.137665,2.277111,1.696311,1
2.272500,2.255755,2.343165,2.322663,2.333791,2.211782,2.281625,2.105110,1.691203,2.088507,2.028833,2.124844,2.093626,1.810363,1.742141,1.768218,1.785527,1.457253,2.175214,1.938292,2.448411,2.303057,1.813916,1.952907,1.890766,2.048211,1.653822,1.895914,1.664401,2.268261,2.082276,1.629449,1.921579,1.826672,1.999524,1.608404,2.286123,2.208583,2.005812,2.124813,1.664218,1.955621,1.859993,1.874620,1.481704,1.919846,1.699360,2.171923,2.055638,1.851199,1.825372,1.852652,1.907415,1.727253,2.506612,2.403533,2.038242,2.287258,1.647920,1.921820,1.835888,1.912202,1.639323,1.926297,2.004418,2.183458,2.119938,2.075366,1.949644,2.022060,1.907383,1.541839,2.047215,1.946424,1.965538,2.001508,1.914369,2.324996,2.237158,2.253717,1.694963,1
2.277761,2.288306,2.657799,2.536579,2.438924,2.157002,2.299693,1.963042,1.653413,2.184432,2.405357,2.569117,2.495818,1.982572,1.871995,1.929689,1.714729,1.463063,2.195861,2.277306,2.688212,2.557582,2.231102,2.118607,2.166537,1.951553,1.632868,1.946226,2.002025,2.427873,2.288949,2.018747,2.029847,2.003988,1.869427,1.500555,2.347246,2.385221,2.275136,2.335826,2.023496,1.936464,1.985057,1.735532,1.465753,2.026167,2.267439,2.601292,2.470596,2.077255,1.983373,2.032129,1.961476,1.667156,2.574993,2.469176,2.312694,2.405131,2.102929,1.901887,2.017558,1.634389,1.644464,2.068488,2.306455,2.306337,2.310523,2.204213,2.040206,2.092472,1.883402,1.542875,2.268164,2.467348,2.503993,2.493943,2.105662,2.088210,2.120429,2.113148,1.652425,1
1.922024,1.957095,2.110584,2.047529,2.042706,2.105595,2.110806,2.011326,1.685119,1.807849,2.400848,2.507144,2.463279,2.315809,2.130370,2.245347,2.308035,1.930882,1.719828,2.049068,2.326056,2.260829,2.295630,2.008462,2.158410,2.062332,1.810955,2.174244,2.480702,2.308118,2.411646,2.077022,1.918650,1.990944,1.921127,1.709629,2.198762,2.238635,2.221107,2.273253,1.926208,1.920926,1.910884,2.043089,1.856696,2.537434,2.958394,2.737632,2.847797,2.457944,2.158137,2.346451,2.227340,1.949085,2.739141,2.780520,2.689071,2.778476,2.163748,2.305445,2.251473,2.504483,2.197787,1.902722,2.005930,1.865427,1.921260,1.955149,2.016968,1.980030,1.639168,1.456201,1.995807,2.065818,2.071573,2.062344,2.058861,2.197938,2.175638,2.232574,1.796638,1
2.676111,2.450391,2.313241,2.437755,2.878538,2.411404,2.704976,2.305309,1.764883,2.251569,2.911730,2.738320,2.816643,2.479501,2.113868,2.304957,1.867379,1.607240,2.098854,2.737590,2.736753,2.697767,2.726588,2.326673,2.533842,1.937134,1.627434,1.885149,2.591170,2.588229,2.543295,2.500117,2.013050,2.319700,1.809613,1.452733,2.456971,2.649782,2.402549,2.568352,2.352747,1.992899,2.166444,1.573340,1.512650,1.933766,2.689662,2.758672,2.714805,2.466665,2.131729,2.350220,1.934967,1.631451,2.830708,3.064524,2.638029,2.915332,2.250557,2.130194,2.137847,2.024406,1.964702,2.382989,2.299411,2.039160,2.221619,2.571683,2.240152,2.452112,2.132883,1.611374,2.425040,2.301945,2.058736,2.231988,2.608898,2.355234,2.495253,2.194657,1.677931,1
2.466372,2.593467,2.100236,2.437644,2.515735,2.292686,2.424682,2.231158,1.719555,2.271029,2.932350,2.578260,2.768225,2.086659,2.136606,2.109493,1.960397,1.579571,2.071620,2.705287,2.451853,2.550665,2.141867,2.197402,2.153550,2.050270,1.702458,1.956468,2.622837,2.390421,2.450454,1.979101,2.140368,2.101265,2.086392,1.571084,2.144943,2.572159,2.272092,2.459797,1.986245,1.580870,1.814568,1.656557,1.437889,2.279618,2.826131,2.555006,2.686589,2.207236,2.295700,2.289701,2.208899,1.738833,2.688163,3.031938,2.572134,2.865648,2.174817,1.760987,1.979627,1.887903,1.802807,2.128075,2.407106,2.006485,2.258882,2.094496,2.217518,2.205821,2.190114,1.638663,2.156441,2.304709,2.054085,2.201734,2.231123,1.898277,2.096024,1.990775,1.596419,1
2.172347,2.420410,2.142955,2.300380,2.298421,2.069855,2.190329,1.922513,1.637160,2.261298,2.776330,2.459821,2.643018,1.787942,2.044971,1.988259,2.141993,1.643543,1.951610,2.489508,2.177277,2.345655,1.824193,2.119715,2.030036,2.131839,1.677746,2.403402,2.623584,1.901801,2.430620,1.818062,2.081010,1.979391,1.868965,1.431539,2.279515,2.377947,2.251529,2.299912,2.025599,1.946411,1.964417,2.036864,1.574484,2.841006,3.021652,2.234130,2.836848,2.124095,2.245358,2.238110,2.248384,1.795122,2.866635,2.850452,2.695546,2.752669,1.928937,2.044728,1.981195,2.121964,1.764616,2.058763,2.362858,2.051883,2.242409,2.053424,1.916421,1.922496,1.622505,1.368154,2.146178,2.122076,1.870555,1.996436,2.237148,2.077650,2.142035,2.089917,1.799580,1
2.000139,2.414893,2.125319,2.294896,2.434429,2.152974,2.338322,2.168759,1.696995,2.141616,2.449462,2.251843,2.399230,1.823414,2.171126,2.094879,2.197811,1.610116,2.001915,2.754462,2.401438,2.576556,2.200213,2.162892,2.213036,2.153990,1.585073,1.945605,2.540056,2.130710,2.373960,2.265962,2.092340,2.188268,2.010383,1.414124,2.180634,2.394296,2.212578,2.289904,1.940954,1.927908,1.948948,1.945081,1.492949,2.295393,2.731367,2.236342,2.584926,2.176243,2.291924,2.283170,2.269443,1.684724,2.754988,2.674896,2.347102,2.576347,1.750036,2.047726,1.967534,2.104755,1.728138,2.084975,2.316738,2.015300,2.181344,2.341215,2.080457,2.213636,2.036971,1.525145,1.683861,2.332622,2.175441,2.226236,2.218084,2.229414,2.235562,2.128210,1.672893,1
1.983136,2.493881,2.419381,2.435920,2.666048,2.237886,2.478902,2.181491,1.674598,1.937695,2.263503,2.217337,2.238158,1.994561,2.112102,2.083906,2.174082,1.649589,2.113531,2.802911,2.416123,2.638763,2.321751,2.053881,2.208871,2.115878,1.627894,2.157672,2.555013,2.236221,2.413791,2.256097,2.171208,2.220520,2.223847,1.649296,1.559214,2.286632,2.247786,2.230200,1.945424,1.635859,1.827533,1.694819,1.353762,2.195646,2.452183,2.505779,2.479726,1.898942,2.175762,2.103211,2.266976,1.723401,2.183429,2.322619,2.047521,2.229529,1.848980,1.869347,1.869382,1.823964,1.668419,2.129511,2.340725,2.180535,2.250582,2.319932,2.286541,2.332243,2.330342,1.658833,1.601342,2.376999,2.307074,2.295888,2.320875,1.978403,2.153276,1.797519,1.350718,1
1.937056,2.100581,2.601823,2.435242,2.648326,2.498957,2.544203,2.281375,1.822222,2.230075,2.509583,2.743952,2.667439,2.447764,2.174436,2.317727,2.129515,1.697528,2.445996,2.677821,2.849060,2.786753,2.567400,2.355813,2.438749,2.226055,1.779802,2.418270,2.614440,2.495259,2.583154,2.368734,2.299377,2.326405,2.315380,1.766160,2.092425,2.487787,2.583135,2.517607,2.260648,1.935610,2.071878,1.700259,1.472286,2.133965,2.451959,2.492045,2.478216,2.226486,2.127121,2.175131,2.142505,1.777029,2.288091,2.563855,2.703325,2.638466,2.455983,2.142713,2.288432,1.795358,1.833438,2.021038,2.116792,2.336708,2.270901,2.336214,2.360850,2.361648,2.441926,1.875801,1.765835,2.514074,2.443444,2.428099,2.199653,2.108377,2.120067,1.993213,1.685274,1
2.057847,2.071272,1.976428,1.978604,2.177909,2.409907,2.342339,2.366753,1.884139,2.405234,2.638117,2.886452,2.781366,2.359764,2.206961,2.286381,2.260520,1.721563,2.420424,2.758584,2.971250,2.848012,2.269296,2.293459,2.285023,2.347598,1.834888,2.445965,2.611467,2.573153,2.574204,2.018115,2.189329,2.114528,2.308711,1.771750,2.460340,2.668040,2.387788,2.523267,2.229258,1.940045,2.063444,1.726906,1.424874,2.480125,2.849776,2.873743,2.838153,2.219952,2.221386,2.226419,2.310388,1.865216,3.002718,3.057464,2.702218,2.952983,2.454474,2.037271,2.260592,1.879599,1.773281,1.886526,1.973318,1.923865,1.916488,2.049869,2.189817,2.143194,2.291087,1.815478,1.877596,2.560873,2.351031,2.422710,1.886467,2.054656,2.006757,2.284959,1.869265,1
1.703036,2.043518,1.985326,2.037544,2.123237,2.521905,2.417390,2.470259,1.822646,1.943044,2.141191,2.536283,2.436473,2.050816,2.287126,2.214059,2.398064,1.740839,1.591593,2.030693,2.398038,2.269001,1.931929,2.184093,2.131099,2.272594,1.686492,1.560115,1.989397,2.242813,2.142619,2.042525,2.142583,2.099676,2.188337,1.660556,1.828427,2.032375,2.108640,2.093789,1.736942,2.192919,2.081970,2.173629,1.508965,1.895254,2.137602,2.418058,2.343927,2.160047,2.331774,2.265398,2.409399,1.835106,2.193687,2.308626,2.414344,2.399341,1.893545,2.243798,2.182917,2.384261,1.817551,1.392951,1.759239,1.761356,1.758458,2.089012,1.963259,2.007038,1.866486,1.512259,1.651316,1.965415,1.872482,1.927195,2.440745,2.929082,2.788610,2.801848,2.047417,1
1.849975,2.496876,2.494117,2.464986,2.152338,2.574764,2.497371,2.612482,1.867031,2.369912,2.560104,2.618734,2.596577,2.306708,2.258282,2.324062,2.391206,1.847251,2.238482,2.548942,2.609607,2.566432,2.302821,2.313189,2.361998,2.455132,1.843376,1.970888,2.373625,2.380218,2.354841,2.306130,2.305815,2.347443,2.325172,1.701022,2.375521,2.481287,2.271270,2.422676,1.907211,2.215897,2.136476,2.257355,1.773636,2.013160,2.420112,2.534002,2.470558,2.390193,2.256796,2.352084,2.308878,1.851950,2.596877,2.749821,2.642966,2.730861,1.955131,2.289625,2.221705,2.380332,2.060704,1.744491,2.177949,2.348389,2.231814,2.234092,2.470708,2.432043,2.432297,1.684758,1.714641,2.194706,2.243685,2.187719,2.287953,2.653153,2.548669,2.634655,1.948398,1
2.162811,2.088139,2.431555,2.328771,2.511180,2.705988,2.661094,2.576946,1.846849,2.480227,2.578094,2.838190,2.742460,2.273862,2.180635,2.240248,2.150470,1.627314,2.344490,2.553285,2.913904,2.768930,2.517693,2.363032,2.457597,2.384282,1.800048,2.370944,2.646314,2.575232,2.601418,2.516871,2.371487,2.472388,2.320182,1.653236,2.572129,2.733649,2.552234,2.681349,1.982653,1.878568,1.929739,1.959086,1.599117,2.832708,2.982246,2.666191,2.872694,2.510027,2.364250,2.433388,2.210999,1.727488,2.858943,3.068213,2.978376,3.028707,1.798652,1.791251,1.809268,1.769921,1.798784,2.321279,2.305100,2.401222,2.366950,2.491556,2.588277,2.579795,2.460220,1.716967,1.972777,2.210935,2.187499,2.217491,2.189333,2.266236,2.245768,2.144609,1.691877,1
2.232723,2.482746,2.573746,2.528337,2.299203,2.405991,2.359983,2.094330,1.774060,2.388151,2.996011,3.073210,3.020625,1.904579,1.848597,1.825680,1.680409,1.456427,2.408923,3.050085,3.143371,3.086614,2.160805,2.009464,2.028446,1.837901,1.616430,2.517739,2.873758,2.866009,2.852045,2.254093,2.079968,2.100074,1.786178,1.583726,2.263732,2.895793,2.774193,2.810501,1.670409,1.690040,1.644579,1.561905,1.319813,2.963436,3.162972,2.932226,3.053443,2.299708,2.103802,2.114718,1.825792,1.730252,2.607656,3.144457,3.112024,3.085892,1.817767,1.697849,1.683302,1.549314,1.788164,2.338046,2.551953,2.714386,2.649177,2.421153,2.170355,2.281344,1.930631,1.636240,2.046981,2.478825,2.337787,2.391519,2.001560,2.301090,2.199375,2.000447,1.648070,1
2.461247,2.904134,2.726038,2.808530,2.198494,2.292472,2.295885,2.283350,1.831710,2.248003,3.110442,3.103443,3.028230,2.343943,1.827698,2.169189,1.768469,1.435387,1.940559,3.046489,3.146010,3.045592,2.518215,2.027296,2.357640,2.012474,1.609546,2.302141,2.929911,2.913429,2.853142,2.344495,1.955196,2.201534,1.961965,1.562839,2.156881,2.963176,2.876976,2.856925,2.055968,1.815750,1.954551,1.598658,1.350922,2.553437,3.013128,2.919209,2.892753,2.418512,1.904843,2.222362,1.864900,1.639128,1.898596,3.045238,3.091561,2.981523,2.193647,1.812943,2.047567,1.766820,1.639808,2.496840,2.941371,2.811449,2.865543,2.367199,2.266990,2.355213,2.299564,1.716049,2.360047,2.762104,2.582901,2.660026,2.186565,2.278899,2.231856,1.937393,1.572351,1
2.049148,2.340692,2.468016,2.400221,2.056432,1.692191,1.920050,1.847490,1.726898,2.018415,2.585468,2.923239,2.766983,2.542489,1.929850,2.318763,1.753888,1.368109,2.143227,2.347016,2.799797,2.653195,2.454157,2.061674,2.267885,1.980851,1.606542,1.983074,2.283574,2.617771,2.466392,2.293586,2.072957,2.159758,1.953195,1.499439,1.730522,2.302047,2.428081,2.351650,2.132998,1.475178,1.903997,1.588823,1.418804,2.079172,2.438858,2.758010,2.599797,2.528163,2.102357,2.336643,1.920985,1.531260,2.092221,2.617396,2.802455,2.706265,2.472452,1.789550,2.252828,1.882709,1.752548,2.000483,2.315224,2.410438,2.359077,2.010956,1.979561,1.962598,1.952564,1.615254,1.983924,2.200263,2.208268,2.215988,2.043237,2.014054,2.049425,2.020531,1.738666,1
2.055972,2.423909,2.544992,2.468474,2.391200,2.120564,2.233902,1.703551,1.641848,2.230913,2.721371,2.934972,2.815572,2.091207,1.959751,2.018898,1.558738,1.299886,2.310634,2.700941,2.867684,2.763988,2.306932,2.129295,2.190800,1.736546,1.544749,2.322001,2.756284,2.663388,2.679110,2.169856,1.992475,2.034221,1.652535,1.436255,2.015154,2.369826,2.411569,2.388378,2.117047,1.748992,1.944879,1.478343,1.338344,2.536567,2.955095,2.828577,2.867977,2.119020,2.067375,2.069025,1.762249,1.479300,2.173516,2.532362,2.731840,2.645451,2.027809,1.741127,1.925861,1.617852,1.678965,2.195498,2.517682,2.486266,2.476473,2.131705,2.090207,2.062875,1.832262,1.542660,2.167248,2.473809,2.382385,2.424429,2.230099,1.903550,2.087286,1.762480,1.539739,1
2.224132,2.387207,2.114760,2.293320,1.966451,1.667890,1.830950,1.593338,1.616452,2.649303,2.840897,2.504482,2.715172,1.723823,1.766880,1.748678,1.434269,1.296417,2.576568,2.879237,2.648807,2.765087,1.878295,1.839737,1.857641,1.496065,1.440236,2.512982,2.862432,2.477514,2.694703,1.702590,1.798803,1.772247,1.592652,1.439368,2.365283,2.520504,1.990212,2.385492,1.714681,1.448966,1.565002,1.089728,1.281955,2.702324,2.983702,2.606380,2.827809,1.649926,1.876877,1.816892,1.715034,1.473800,2.302675,2.434586,1.976753,2.325506,2.096974,1.847560,1.944376,1.465685,1.598210,2.323328,2.482738,2.090650,2.336237,1.697217,1.900813,1.831466,1.741749,1.425403,1.976497,2.318115,2.053442,2.208312,1.760469,1.621928,1.703415,1.448224,1.320022,1
2.137494,2.236276,2.088299,2.181659,2.216601,1.920938,2.063526,1.929593,1.647745,2.714169,2.855015,2.343567,2.705415,2.209087,1.922034,2.072613,2.138885,1.751321,2.609363,2.796611,2.548591,2.697923,2.107497,1.931596,2.040697,2.267893,1.845500,2.647308,2.739578,2.393667,2.629147,2.152285,1.892333,2.042007,2.219307,1.768813,2.357301,2.630091,2.313747,2.487581,1.928236,1.672211,1.814508,1.834170,1.573388,2.840960,2.817545,2.259826,2.673220,2.254503,1.965168,2.141918,2.278298,1.861796,2.429802,2.726903,2.243225,2.535731,2.244733,1.998828,2.115171,2.197871,1.960038,2.215729,2.369057,2.155638,2.272640,2.078286,1.927251,1.987792,2.027063,1.630895,1.858969,2.065772,2.067803,2.027790,1.931180,1.863446,1.855860,1.715044,1.573660,1
1.761262,2.030394,2.176291,2.120916,2.158135,2.258283,2.208493,2.173623,1.644604,2.370863,2.510886,2.316684,2.443011,1.735667,1.803728,1.804843,2.252487,1.818741,1.997759,2.334444,2.494125,2.412506,2.172089,1.908627,2.080745,2.366927,1.847861,2.434260,2.534462,2.452413,2.526008,2.181484,1.883836,2.072857,2.248002,1.773768,1.818446,2.465848,2.307088,2.328266,1.751818,1.785616,1.782863,2.055602,1.628605,2.771551,2.775510,2.431547,2.675638,2.186075,1.950631,2.119239,2.331352,1.951861,2.196319,2.743952,2.506804,2.574108,1.496238,1.947798,1.849590,2.362987,2.049899,1.708627,2.086984,2.329620,2.236173,2.155677,1.881635,2.012216,1.850269,1.495749,1.735703,1.829844,1.820064,1.817488,1.834338,1.845902,1.767777,1.747819,1.481989,1
1.707142,1.607791,2.480767,2.293208,2.518176,2.247892,2.377483,2.192397,1.792936,2.021964,2.393763,2.256296,2.326329,1.867581,1.961856,1.961390,2.042879,1.691814,1.687812,2.108492,2.282070,2.183929,2.161251,2.084317,2.123670,2.135092,1.750530,2.115902,2.289231,2.086190,2.198918,1.924186,2.063729,2.030496,2.102654,1.706572,1.668626,2.080994,1.950078,2.002380,1.869167,1.637375,1.770793,1.718751,1.533572,2.335618,2.583616,2.435361,2.516096,1.830946,2.035925,1.993386,2.051902,1.824599,1.999975,2.311826,2.215600,2.275979,2.006539,1.980377,2.030120,2.147161,1.955283,1.808446,1.997724,2.273061,2.216758,2.294352,2.143252,2.207584,2.122919,1.620806,1.989822,1.879164,2.176355,2.103972,2.172521,2.006922,2.080761,1.880830,1.482485,1
1.877239,2.420061,2.441796,2.423150,2.502248,2.159638,2.332112,2.143095,1.814153,1.968442,2.369725,2.558547,2.517133,2.238952,2.272765,2.257171,2.187757,1.667943,1.678585,2.025853,2.131259,2.096609,2.182858,2.261742,2.215416,2.121347,1.620477,2.017727,2.235999,1.854279,2.128376,1.954872,2.220751,2.129845,2.207238,1.648030,1.558095,1.971699,1.987731,1.944637,2.027617,1.961618,1.940731,1.741476,1.535423,2.203885,2.510687,2.465516,2.531734,1.790147,2.331033,2.212167,2.372442,1.813676,1.778510,2.272303,2.568593,2.416320,2.275947,2.229564,2.239192,2.101354,1.941269,1.218812,2.004053,2.210276,2.095704,2.388775,2.179462,2.235109,1.937206,1.583280,1.965913,2.443108,2.457613,2.458715,2.137887,2.104964,2.135060,2.125909,1.660943,1
2.241375,2.783437,2.615487,2.692374,2.197576,2.133948,2.134811,2.044769,1.741485,2.289491,2.639336,2.712593,2.697435,1.891575,2.070037,1.994017,2.092631,1.688588,2.305161,2.522774,2.927052,2.809125,2.168487,2.054852,2.076959,1.970094,1.680486,2.249135,2.464278,2.538862,2.521735,2.073198,2.040291,2.036172,1.917613,1.549297,2.132185,2.310735,2.358692,2.343752,1.962951,1.879355,1.881517,1.771869,1.518866,2.494497,2.764874,2.630179,2.700006,2.040752,2.103061,2.092640,2.183989,1.742180,2.506323,2.703964,2.657470,2.688064,2.068367,2.057310,2.056582,1.908448,1.776760,2.162519,2.580360,2.295536,2.449302,2.306280,2.180303,2.167031,1.706483,1.414764,2.127535,2.579325,2.539684,2.558664,2.030099,2.060422,2.056965,2.066710,1.696750,1
1.764243,1.968662,2.070523,2.037571,1.669460,2.300128,2.183232,2.174136,1.764787,2.155080,2.510398,2.184879,2.376562,1.740880,1.920022,1.879095,1.741643,1.509218,1.948517,2.129019,2.102047,2.162386,1.699387,2.027632,1.962983,1.907457,1.641546,1.956779,2.195322,2.146629,2.172890,1.759647,1.743707,1.744151,1.644444,1.549714,1.914954,2.057395,1.467011,1.898905,1.007896,1.754593,1.616924,1.656515,1.319709,2.105780,2.489816,2.406747,2.431064,1.820675,1.861042,1.800766,1.671114,1.633092,2.191370,2.389394,1.855036,2.229394,1.630568,1.990361,1.926000,1.927108,1.680098,1.802373,1.970914,2.024184,2.022934,1.502980,1.980816,1.868902,2.040531,1.656377,1.760518,1.902084,1.730077,1.850846,1.385886,2.138617,2.003485,2.113731,1.758701,2
2.241873,2.226793,2.343406,2.326651,2.071347,2.031744,2.092363,1.983314,1.626006,2.658712,2.366939,2.023640,2.260694,1.899086,1.615203,1.778514,1.379627,1.518620,2.479414,2.228779,2.387891,2.362368,2.220583,1.997694,2.138369,1.810409,1.517818,2.262538,2.127992,2.152458,2.149648,2.037778,1.704492,1.926285,1.596533,1.548696,2.353285,2.152818,2.013624,2.119057,1.967262,2.099371,2.042140,1.757821,1.322082,2.416909,2.251835,2.057259,2.191429,1.754276,1.592809,1.689634,1.553158,1.742929,2.607455,2.366738,1.815724,2.208546,1.789958,2.047120,1.948158,1.768997,1.811252,2.078964,2.084451,2.176679,2.148789,2.069027,1.859058,2.006821,1.909914,1.566675,2.136014,2.029760,2.079166,2.094239,1.993912,2.193982,2.141144,2.253030,1.749385,2
2.176975,2.184794,2.062145,2.142157,2.122349,1.780361,1.922488,1.677312,1.454272,2.349686,2.387154,2.236515,2.306183,1.999670,1.570119,1.817445,1.319456,1.425829,2.321886,2.463117,2.381337,2.419472,1.921587,1.657326,1.806744,1.519192,1.380067,2.070260,2.054701,1.872170,1.950752,1.894536,1.595374,1.779157,1.481479,1.341969,2.111149,2.160818,1.996489,2.101642,1.614849,1.452767,1.511558,1.267025,1.259732,2.164924,2.240345,2.089537,2.154364,2.009270,1.665824,1.858604,1.460563,1.584773,2.297659,2.330795,1.845200,2.187768,1.887852,1.736424,1.798870,1.515494,1.760116,1.962519,1.943569,1.800660,1.900846,2.038180,1.674267,1.866169,1.591918,1.250894,1.979524,1.850384,1.769731,1.852813,1.849881,1.860644,1.895807,1.951192,1.640118,2
2.317074,2.612766,2.176047,2.444218,1.749779,1.930921,1.881536,1.980828,1.518270,2.260198,2.330209,2.334810,2.319828,2.084134,1.728269,1.926127,1.536425,1.394415,2.331059,2.630364,2.630372,2.579459,2.251767,1.995103,2.091289,1.821479,1.521724,2.135991,2.148695,2.055565,2.111597,2.040053,1.946762,1.957995,1.814312,1.382359,1.938056,2.038551,1.975830,1.997165,1.744368,1.586760,1.649792,1.424991,1.298048,2.209047,2.306321,2.288724,2.289414,2.109314,1.898409,1.956979,1.487819,1.434487,2.251162,2.244438,2.163942,2.219888,1.940864,1.644374,1.820046,1.488419,1.680520,2.366012,2.508437,2.022512,2.359192,1.920132,1.870355,1.896535,1.937476,1.455339,1.738884,2.265978,1.940630,2.115258,1.637865,1.832194,1.784811,1.983516,1.625933,2
