@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute data8 numeric
@attribute data9 numeric
@attribute data10 numeric
@attribute data11 numeric
@attribute data12 numeric
@attribute data13 numeric
@attribute data14 numeric
@attribute data15 numeric
@attribute data16 numeric
@attribute data17 numeric
@attribute data18 numeric
@attribute data19 numeric
@attribute data20 numeric
@attribute data21 numeric
@attribute data22 numeric
@attribute data23 numeric
@attribute data24 numeric
@attribute data25 numeric
@attribute data26 numeric
@attribute data27 numeric
@attribute data28 numeric
@attribute data29 numeric
@attribute data30 numeric
@attribute data31 numeric
@attribute data32 numeric
@attribute data33 numeric
@attribute data34 numeric
@attribute data35 numeric
@attribute data36 numeric
@attribute data37 numeric
@attribute data38 numeric
@attribute data39 numeric
@attribute data40 numeric
@attribute data41 numeric
@attribute data42 numeric
@attribute data43 numeric
@attribute data44 numeric
@attribute data45 numeric
@attribute data46 numeric
@attribute data47 numeric
@attribute data48 numeric
@attribute data49 numeric
@attribute data50 numeric
@attribute data51 numeric
@attribute data52 numeric
@attribute data53 numeric
@attribute data54 numeric
@attribute data55 numeric
@attribute data56 numeric
@attribute data57 numeric
@attribute data58 numeric
@attribute data59 numeric
@attribute data60 numeric
@attribute data61 numeric
@attribute data62 numeric
@attribute state {1,2}

@data
1.714868,2.104766,1.957378,2.020905,2.249621,2.876562,2.730118,2.152403,2.434256,2.094646,2.317904,2.744328,2.898743,2.783195,2.037656,2.411099,2.114055,2.291040,2.720213,2.950870,2.826718,1.649262,2.050692,2.036416,2.008445,2.549943,2.684105,2.580629,1.884943,2.220937,1.926498,2.098919,2.673025,2.941955,2.791216,2.047973,2.289832,2.105188,2.214109,2.487699,2.600905,2.505213,1.902741,2.247079,2.045920,2.161569,2.764364,2.902262,2.785824,1.481269,1.928340,1.868753,1.902474,2.180793,2.372576,2.272812,1.594307,2.062204,1.991490,2.020006,2.467356,2.642753,2.528585,2
1.603943,2.033544,1.991526,2.009496,2.597068,2.867617,2.737806,1.881122,2.090181,2.025537,2.061229,2.610393,2.799314,2.689411,1.639523,1.919593,1.621254,1.815284,2.599167,2.825955,2.719897,1.819431,1.980184,1.986787,1.945612,2.549583,2.707100,2.610089,1.534393,1.613153,1.720890,1.688842,2.645960,2.866340,2.751527,1.931668,2.152814,2.158158,2.152548,2.446964,2.751201,2.622064,1.794552,1.862799,1.876956,1.899986,2.481099,2.665685,2.560890,1.458795,1.982892,1.906777,1.917064,2.327010,2.470776,2.391369,1.606982,1.843703,1.692107,1.810717,2.483538,2.698116,2.588454,2
1.760457,2.042538,1.961758,2.031454,2.396390,2.430171,2.409060,2.199804,2.202698,1.958471,2.133838,1.927368,2.062270,2.013344,1.961095,2.182436,1.945985,2.136455,2.122554,2.277404,2.210112,2.051107,2.091516,2.146791,2.133260,2.114015,2.279994,2.249560,1.815686,1.962344,1.778607,1.925757,2.080777,1.912319,2.020038,2.167506,2.138616,2.146714,2.162802,1.891230,2.206843,2.133437,2.085398,2.109875,1.755096,2.008972,1.988473,1.867662,1.963226,1.754293,2.045469,2.060824,2.041322,2.194562,1.974660,2.101528,1.733665,1.876377,1.766737,1.858228,2.171330,2.021861,2.071836,2
1.853740,2.174663,2.041461,2.090707,1.975008,2.386320,2.288063,2.137601,2.015870,2.288127,2.214561,2.367228,2.375844,2.293623,2.282590,2.360565,1.966269,2.268187,2.383329,2.459170,2.360064,1.860010,1.931603,1.787584,1.906333,2.291055,2.307114,2.266935,1.608289,1.636653,1.877404,1.801532,2.439615,2.303893,2.281801,2.256512,2.212495,2.107929,2.192431,2.324078,2.285354,2.249022,1.862648,2.001575,2.163207,2.095350,2.433167,2.321036,2.280962,1.842130,2.147425,2.014472,2.038961,1.629117,1.968551,1.855431,1.138117,1.951986,1.769754,1.828750,1.716251,2.064672,1.944903,2
1.802279,1.909952,2.186773,2.103113,2.610019,2.613451,2.597013,2.273755,2.325101,1.918181,2.180544,2.468615,2.456683,2.425144,2.189828,1.941709,1.993721,2.029069,2.531971,2.376407,2.410114,2.884262,2.781527,2.469658,2.650113,2.283619,2.483600,2.393475,2.346924,2.505883,2.100100,2.364318,2.314006,2.163538,2.168595,2.973400,3.094687,2.638614,2.927452,2.516228,2.479064,2.482049,2.813843,2.917057,2.423496,2.750151,2.560777,2.468632,2.471567,1.847053,1.849520,2.011177,1.914699,2.121064,2.110112,2.091187,1.635243,1.944393,1.853981,1.903851,2.151547,2.045724,2.058802,2
2.317841,2.407570,1.766074,2.242933,2.111328,2.352298,2.280670,2.137012,2.296559,2.104988,2.231044,2.354934,2.235211,2.259351,2.279447,2.305634,1.925164,2.187601,2.306575,2.060806,2.190300,2.668646,2.704499,2.363007,2.573190,2.283275,2.128809,2.199871,2.413757,2.551167,2.120406,2.402215,1.950768,1.678285,1.795884,2.799587,3.023401,2.645154,2.874384,2.399476,2.325718,2.371929,2.754459,2.868789,2.492723,2.726130,2.540515,2.310756,2.378226,2.247474,2.283403,1.761910,2.133892,2.087502,2.334324,2.238446,2.318129,2.396317,1.852346,2.242785,1.979587,2.122822,2.059981,2
2.199950,2.371441,2.091841,2.286645,2.254020,2.844252,2.696619,1.821750,2.112463,2.048015,2.061917,2.450916,2.383905,2.376637,2.181068,2.226423,1.703051,2.077704,2.362528,2.284503,2.327889,1.851586,1.919946,1.935906,1.935874,2.167434,2.222538,2.196923,1.832162,2.029212,1.457254,1.868582,2.102186,1.925388,1.998663,2.053481,2.244998,2.189438,2.175676,2.243829,2.289239,2.268697,1.803662,2.216054,2.136706,2.145792,2.431210,2.306659,2.301286,1.949024,2.166045,2.006832,2.121052,1.812727,2.315711,2.194069,2.098977,2.163952,1.817590,2.068158,2.128595,2.430770,2.322963,2
1.808898,2.089545,2.074426,2.048739,2.576180,2.919926,2.784068,1.922092,2.077370,1.993940,2.024031,2.327180,2.266906,2.330374,1.589450,2.100706,1.958634,2.001712,2.311926,2.478432,2.435900,1.831634,2.103854,1.711422,1.941927,2.085501,2.221645,2.186992,1.535423,1.911403,1.736430,1.792546,2.214605,2.475955,2.388432,1.942605,2.227952,2.108453,2.132820,2.171649,2.303164,2.294779,1.947747,2.112834,2.086119,2.094596,2.255227,2.368016,2.307847,2.027598,2.170633,1.697394,2.012182,2.028769,2.293948,2.169684,1.596647,2.184809,1.957569,2.057042,1.975314,2.275035,2.171282,2
2.142571,2.327478,2.198105,2.250724,2.145076,2.413048,2.304244,1.837728,1.947191,1.726956,1.829025,1.805048,2.109170,2.054111,1.713691,2.070936,2.003668,2.034363,2.068221,2.192887,2.207182,1.841962,1.917135,1.587342,1.803836,2.095123,2.108319,2.144898,1.532548,1.929956,1.916305,1.888211,1.915021,2.136561,2.074402,1.739284,1.860130,1.897442,1.867340,1.954869,2.340430,2.252620,1.902101,2.095062,1.913678,1.981557,1.908429,2.070995,2.022381,2.198824,2.282185,1.638653,2.102891,1.991100,1.939002,1.982805,2.009522,2.356850,2.077327,2.236968,1.982871,2.369445,2.245604,2
1.823860,1.900748,1.614211,1.818577,2.357322,2.573422,2.442854,1.687256,1.930325,1.954315,1.974818,2.117335,2.362042,2.252221,1.402691,1.738362,1.760827,1.737741,2.245165,2.286899,2.197031,1.247195,1.817848,1.664052,1.732428,1.929921,2.018541,1.934118,1.461863,1.690629,1.720992,1.745732,2.287138,2.387703,2.279312,1.451327,2.011530,2.017457,2.003727,2.009580,2.153759,2.074138,1.845014,2.079424,2.094880,2.121821,2.315954,2.499314,2.381851,1.419041,1.910819,1.828688,1.882159,1.857346,2.019642,1.949361,1.633430,1.770460,1.470763,1.669815,2.147303,2.369292,2.246749,2
2.154380,2.257004,1.815583,2.128507,2.351378,2.439731,2.391155,1.960321,2.203908,2.265105,2.204483,2.297565,2.535104,2.402549,1.663612,1.781009,1.766219,1.753819,2.280824,2.289466,2.220971,1.483706,1.889826,1.852437,1.838688,1.933008,2.215505,2.084533,1.697135,1.863714,1.769190,1.792304,2.284059,2.431865,2.308260,1.961392,2.342015,2.365380,2.305227,2.174793,2.427963,2.298652,2.003472,2.233636,2.213848,2.198925,2.332518,2.573947,2.446260,2.077054,2.329846,1.966064,2.212326,1.416705,1.961754,1.829273,1.812398,2.011793,1.579650,1.871011,2.122873,2.158191,2.125638,2
1.871831,2.244999,1.981760,2.155072,2.248425,2.256631,2.254199,1.581870,2.290956,2.493772,2.373744,2.315492,2.673771,2.552158,1.873559,2.282784,2.438659,2.365804,2.282571,2.499313,2.421612,1.783863,2.085033,2.095590,2.096754,2.170251,2.401632,2.295050,1.576105,2.069116,2.086407,2.049616,2.115756,2.382873,2.277975,1.618754,2.375758,2.450828,2.373840,2.208939,2.572067,2.448394,1.509003,2.189561,2.313161,2.204588,2.096785,2.587754,2.455120,2.056308,2.252313,1.959127,2.179596,1.762351,1.808721,1.834411,1.738298,2.136786,1.866456,2.029144,1.860897,2.038474,1.994279,2
2.009015,2.413728,2.091716,2.307546,2.064253,2.538526,2.437358,1.385030,2.076174,2.216968,2.150898,2.554007,2.707696,2.617680,1.763786,2.359082,2.450475,2.396418,2.616623,2.776463,2.686049,1.869805,2.283122,2.130579,2.229961,2.520984,2.626603,2.546202,1.467910,2.106497,1.961220,2.014634,2.065215,2.375095,2.254116,1.689442,2.223369,2.055050,2.148001,2.500327,2.614710,2.547689,1.214569,1.927182,1.968821,1.921662,2.294982,2.619185,2.502651,2.140709,2.357483,2.068982,2.271859,1.970327,2.109083,2.101419,1.883327,2.363448,1.958366,2.218352,2.002632,2.347758,2.249449,2
1.956823,2.143687,1.740430,1.968979,1.964390,3.029156,2.863569,1.296030,2.021973,1.977192,1.966266,2.677502,2.634851,2.628427,1.767682,2.318999,2.275075,2.234483,2.634753,2.768770,2.703214,1.293542,1.968007,1.963107,1.935302,2.448814,2.381031,2.404109,1.412784,2.069881,1.963412,1.980240,2.475582,2.438297,2.421389,1.221420,1.887160,1.842449,1.857287,2.600405,2.439666,2.514813,1.127977,1.932543,2.016440,1.945079,2.552469,2.450217,2.458627,1.785224,1.797062,1.668754,1.723033,1.706017,2.271434,2.157500,1.641203,2.057627,1.699351,1.888358,2.070408,2.541947,2.419475,2
1.818918,1.782521,1.590129,1.657502,2.415595,3.296613,3.134759,1.583394,2.020199,1.737654,1.903905,2.098463,2.490946,2.366289,1.812122,2.226963,2.104198,2.139436,2.162573,2.733186,2.602218,1.413372,1.876038,1.780823,1.809715,2.023874,2.297397,2.215200,1.536705,1.990981,1.757053,1.895936,1.850882,2.419751,2.287217,1.403178,1.904036,1.906483,1.899132,1.964633,2.209482,2.150979,1.371597,1.798163,1.664585,1.768977,2.046319,2.294876,2.221809,1.734178,1.698282,1.589076,1.603842,2.165843,2.563355,2.443978,1.448026,1.782273,1.461101,1.624630,2.018210,2.960224,2.799531,2
2.292580,2.335098,2.081655,2.238274,2.766201,2.996902,2.915615,2.036433,2.499123,2.307371,2.376811,2.373411,2.452793,2.358241,2.203902,2.416761,2.246492,2.317337,2.466758,2.548256,2.466529,2.269012,2.386848,2.102588,2.245881,2.376209,2.370206,2.336814,2.065686,2.381006,2.252640,2.302981,1.819183,2.186007,2.084413,2.164438,2.426365,2.382910,2.360968,2.526475,2.441139,2.451958,2.212070,2.350620,2.235090,2.292119,2.265348,2.314238,2.300776,2.372056,2.437014,1.965730,2.259848,2.420276,2.418355,2.385118,2.057820,2.144591,1.671197,1.992183,2.322419,2.734861,2.613179,2
1.925509,2.353479,2.238228,2.255217,2.465019,2.823866,2.721212,1.582441,2.270571,2.259803,2.225395,2.736166,2.576994,2.618189,1.797203,2.275128,2.290902,2.226433,2.660840,2.556688,2.582126,1.503632,2.243749,2.255713,2.180567,2.452178,2.262250,2.314656,2.000243,2.150741,1.913527,2.023567,2.546683,2.624753,2.557007,1.892101,2.456351,2.403155,2.385826,2.659428,2.505369,2.552699,2.206852,2.189328,2.154963,2.174740,2.705698,2.683013,2.654377,2.186660,2.322411,2.037066,2.185436,1.858808,1.918343,1.865937,1.855842,2.290103,2.109710,2.173891,2.610770,2.571263,2.581680,2
2.209855,2.211902,1.987645,2.158489,2.134866,2.456759,2.384444,2.126740,2.148866,2.204480,2.168852,2.645730,2.446369,2.519209,2.331330,2.329404,2.199103,2.252825,2.469849,2.347216,2.389747,2.305315,2.343613,2.163380,2.259175,2.384642,2.212376,2.255755,1.806462,1.997658,1.648782,1.861556,2.466222,2.560455,2.488125,2.337500,2.389328,2.223298,2.315834,2.490644,2.294099,2.356920,1.936471,2.108153,1.979603,2.065470,2.571612,2.611538,2.567486,2.281463,2.284423,1.921370,2.181284,1.846215,2.024252,1.969466,1.879649,2.154455,2.046238,2.100398,2.331496,2.082118,2.225164,2
2.168541,2.213197,2.022739,2.118823,2.227187,3.087362,2.939467,2.244712,2.279002,2.145142,2.208158,1.976117,2.204298,2.102687,2.337225,2.418805,2.264803,2.310175,1.858923,2.349492,2.222894,2.225275,2.151610,2.077503,2.094607,1.898026,2.165752,2.083782,2.111241,2.216371,1.994173,2.080594,2.328420,2.407954,2.359465,2.429254,2.378170,2.025175,2.257818,1.562853,2.105862,1.951871,2.137464,2.333241,2.144002,2.218666,2.456748,2.584259,2.529153,2.216008,2.115409,1.920963,2.079419,2.124436,2.510440,2.426505,2.022376,2.147922,1.940247,2.053129,1.958560,2.501574,2.367469,2
2.046789,2.439769,2.192049,2.262675,2.431192,3.101368,2.941439,1.804672,2.613064,2.360381,2.449742,2.285624,2.390246,2.333910,1.915823,2.617783,2.448423,2.505177,2.236092,2.444885,2.411862,2.209150,2.106780,1.897270,2.023939,2.097064,2.218379,2.177894,1.691397,2.426391,2.215890,2.272964,2.483792,2.493922,2.475800,1.828043,2.422940,2.214456,2.289740,2.159374,2.310582,2.234979,1.920699,2.625133,2.372769,2.455609,2.645273,2.622177,2.611920,1.921543,2.215329,1.901747,2.034700,2.271541,2.555651,2.436382,1.484933,2.185508,2.132925,2.073540,1.799317,2.573478,2.417193,2
2.447906,2.794302,2.341143,2.593519,2.279241,2.765012,2.600209,2.202821,2.787772,2.576321,2.648051,2.462483,2.285071,2.360139,2.212574,2.804610,2.621092,2.678444,2.463316,2.489915,2.475968,2.315751,2.466748,2.156694,2.332459,2.130689,2.238731,2.200958,2.043609,2.605056,2.360242,2.447294,2.443552,2.340839,2.343962,2.056360,2.564488,2.287317,2.419506,2.239817,2.203301,2.231060,2.243348,2.834810,2.616603,2.693185,2.602598,2.396608,2.465451,2.699820,2.944531,2.174512,2.729744,2.026415,2.179329,2.076718,2.073606,2.505696,2.191319,2.341949,1.887175,2.335437,2.186115,2
2.110898,2.348390,1.836034,2.164581,2.320234,2.632312,2.511546,2.470207,2.708423,2.299643,2.574721,2.668180,2.470570,2.548713,2.421427,2.638149,2.033472,2.460002,2.465268,2.481582,2.456170,2.471794,2.617373,1.828074,2.420721,1.938355,1.944911,1.957067,2.110991,2.337052,1.907464,2.196187,2.203076,2.202868,2.178368,2.451241,2.622346,2.224851,2.502794,2.415728,2.272527,2.305312,2.163174,2.549563,2.310788,2.428398,2.616668,2.494716,2.531669,2.288499,2.478796,1.671237,2.267770,1.855535,2.004264,1.913340,1.758628,1.820739,1.463590,1.721885,1.920812,2.262481,2.137432,2
1.404401,1.989969,2.015464,1.969555,2.495882,2.696182,2.601761,1.926075,1.988238,2.153591,2.108203,2.623623,2.712809,2.656803,1.719158,1.759160,1.760015,1.800030,2.367157,2.655324,2.545816,1.817590,1.804304,1.716402,1.786701,2.131522,2.377846,2.266933,1.430061,1.649069,1.744371,1.711271,2.315889,2.439998,2.359987,2.052545,2.106021,2.084803,2.130785,2.446218,2.561098,2.467292,1.748721,2.070231,2.118476,2.083771,2.675045,2.733856,2.682841,1.095703,1.836075,1.826069,1.801386,2.024756,2.033593,1.987171,1.366306,1.718598,1.614910,1.685667,2.149306,2.381371,2.272814,2
1.606910,2.066517,1.925581,1.937661,2.068800,2.298699,2.220483,2.511626,2.558942,1.874599,2.389611,2.599140,2.619496,2.563476,2.317613,2.460145,1.762552,2.276541,2.544322,2.580567,2.547164,2.119576,2.249066,1.953748,2.170210,2.476916,2.392411,2.383627,2.022772,2.201647,1.554150,2.034400,2.305878,2.466256,2.351577,2.289461,2.387811,1.838916,2.237541,2.534153,2.550495,2.487724,2.412416,2.475585,1.745522,2.304564,2.539510,2.593283,2.499870,1.951748,2.218046,2.026427,2.122763,1.957826,1.847243,1.869177,1.519145,2.009206,1.691482,1.839871,1.750636,2.142563,2.019111,2
1.674229,2.082672,1.839357,1.954930,2.353027,2.609827,2.544260,2.367991,2.543453,1.975445,2.380777,2.076701,1.822998,1.973172,2.222965,2.410128,1.721014,2.242476,2.210947,2.063566,2.167827,2.059459,2.326545,1.833138,2.179455,2.095022,1.611892,1.932663,2.074630,2.296746,1.827520,2.141522,2.111607,2.173016,2.126127,2.198638,2.496571,1.995433,2.334316,2.080982,1.841538,1.989209,2.458922,2.578603,2.020973,2.398504,2.091305,2.112239,2.081759,1.882288,2.004027,1.811177,1.942933,2.007472,1.848891,1.903767,1.279808,1.896731,1.800221,1.843784,2.193178,2.341482,2.288108,2
1.402248,2.076603,1.858158,1.955404,2.178137,2.625038,2.522851,1.697320,1.851494,1.663128,1.777936,2.162348,1.985135,2.018901,1.542230,2.130342,1.907431,2.018170,2.261658,2.129432,2.153401,2.227946,2.302824,2.096089,2.220221,1.944591,1.769094,1.850008,2.303993,2.372232,1.885751,2.211368,2.507279,2.464158,2.426790,2.673139,2.657162,2.260807,2.529296,2.181077,2.022021,2.110756,2.647684,2.660367,2.053330,2.477277,2.527986,2.548094,2.478547,1.449362,2.022444,1.923885,1.930700,2.040562,2.010698,1.984753,1.895570,2.185160,1.804345,2.030941,1.839607,2.314149,2.203312,2
1.582031,2.155850,1.938561,2.051742,2.191361,2.437811,2.321219,1.709781,1.959700,1.555669,1.844252,1.904329,2.251850,2.151188,1.641772,2.255894,1.949730,2.125995,2.148504,2.249420,2.215867,1.733757,2.083295,1.683283,1.919968,1.690071,1.800765,1.758692,1.713886,1.971654,1.586812,1.870318,2.121003,2.205838,2.121794,1.869908,2.054508,1.710744,1.932835,1.887996,2.081020,1.999561,1.536218,1.849403,1.494385,1.748189,1.902490,2.156904,2.076295,1.790431,2.194425,1.868163,2.044167,1.661626,1.749063,1.735332,1.329806,2.000931,1.874746,1.913513,2.007816,2.252516,2.141422,2
1.674863,1.913911,1.840839,1.846854,2.111256,2.130933,2.114551,1.376375,2.148201,2.173208,2.101056,2.209150,2.366996,2.336444,1.743683,2.293827,2.302503,2.245384,2.119532,2.401123,2.321230,1.430825,1.921923,1.992325,1.892199,1.896823,2.254653,2.154217,1.485302,1.845379,1.859531,1.803154,1.832072,2.002763,1.985904,1.158518,1.972053,2.037789,1.953228,2.088589,2.283973,2.243541,1.217684,1.922339,1.930193,1.867539,1.936140,2.322816,2.239890,1.655666,1.904899,1.600832,1.778538,1.485778,1.827812,1.743857,1.633052,1.690953,1.649784,1.669267,1.639710,2.004106,1.909662,2
2.144379,2.185198,2.257200,2.202330,2.328507,2.561725,2.472313,2.100094,2.390068,2.310515,2.314260,2.469508,2.573058,2.536913,2.235533,2.458051,2.257774,2.339303,2.277356,2.683198,2.564061,2.155439,2.221272,2.136075,2.187590,2.023082,2.270556,2.194392,2.007030,2.203385,2.122653,2.157183,2.187564,2.470958,2.354272,2.205053,2.426627,2.189281,2.322723,2.328568,2.432359,2.391630,1.748401,2.054454,2.030784,2.002614,2.437432,2.581268,2.483227,2.082353,2.260497,2.083123,2.167052,2.029618,2.126553,2.019967,1.876270,2.039903,2.149595,2.067756,2.020787,2.457889,2.315490,2
2.181670,2.450891,2.511077,2.452382,2.254146,2.582468,2.505853,2.321956,2.599574,2.538805,2.560413,2.392823,2.505175,2.480688,2.410758,2.701414,2.508278,2.599846,2.292706,2.581710,2.511566,2.254462,2.310020,2.397802,2.369794,2.214144,2.176408,2.215320,2.244530,2.543621,2.206573,2.422147,2.220803,2.384983,2.320556,2.394228,2.482082,2.543497,2.521309,2.282055,2.339888,2.329126,2.539020,2.730910,2.369473,2.586030,2.286094,2.419497,2.355113,2.142855,2.409854,2.342724,2.362199,2.004035,2.259890,2.177196,1.991731,2.168647,2.253192,2.200126,1.992357,2.130085,2.097268,2
2.043188,2.199133,1.775539,2.073787,2.272711,2.389323,2.348680,1.991467,2.282259,2.271839,2.273583,2.300211,2.060027,2.174144,1.800276,2.181781,2.248483,2.207366,2.281405,1.975145,2.144616,2.196505,2.242606,2.254107,2.300104,1.972389,1.720946,1.892402,2.041039,2.379041,2.095515,2.261631,2.158232,2.312221,2.248644,2.456035,2.555398,2.570705,2.591259,2.216204,2.245154,2.267450,2.616992,2.764785,2.445705,2.650785,2.406797,2.297322,2.287485,1.881536,2.176317,1.971075,2.138556,1.949211,1.972651,2.019008,1.769810,2.011867,1.620657,1.891812,2.132335,2.178984,2.182308,2
1.652163,1.800821,2.066620,1.991689,2.358688,2.591568,2.532349,1.686087,2.004218,2.219813,2.136280,2.457627,2.548947,2.433450,1.734035,1.822747,2.106540,1.980527,2.345746,2.543238,2.401703,1.473437,1.749791,2.123514,1.989414,2.121557,2.250861,2.128891,1.436052,1.674735,1.735591,1.715670,2.386839,2.546422,2.417048,1.664969,2.092116,2.402407,2.290791,2.330986,2.463664,2.347477,1.719837,2.169204,2.087691,2.131453,2.326854,2.484957,2.351427,1.558727,1.737399,1.707403,1.758720,2.016320,2.062270,2.041624,1.442514,1.654778,1.474542,1.584577,2.309027,2.556790,2.476884,2
1.819479,2.075310,2.149564,2.077883,2.375613,2.792486,2.670216,2.201857,1.906358,1.640458,1.822268,2.450375,2.608402,2.494557,2.237282,2.251597,2.088011,2.134753,2.526581,2.748474,2.624737,1.831832,1.709352,1.667700,1.683772,2.235751,2.533672,2.418379,1.871540,1.902058,1.850181,1.893758,2.525727,2.483089,2.422846,2.090055,1.703282,1.261039,1.579917,2.240564,2.491521,2.362878,2.059434,2.200208,1.989850,2.109155,2.512970,2.496252,2.434072,1.864101,2.083984,1.926862,2.006328,1.951298,2.412100,2.317391,1.367868,1.649578,1.764741,1.701771,2.073120,2.434373,2.300779,2
2.063729,2.149018,2.103971,2.131786,2.408458,2.678874,2.591336,2.265694,1.933801,1.760307,1.875385,2.428893,2.508277,2.458813,2.383652,2.158232,1.607272,1.981196,2.395400,2.592223,2.518454,2.284302,2.361192,2.164413,2.241517,2.114904,2.338775,2.273101,2.201356,2.125921,1.850524,2.018230,2.292798,2.556813,2.447792,1.838978,1.655218,1.654259,1.603079,1.933280,2.202216,2.110919,2.101082,2.021828,2.030316,2.020820,2.355619,2.511936,2.444473,2.140864,2.172188,1.657542,1.992610,1.897605,2.225363,2.140229,2.098962,2.093516,1.881399,1.992430,2.339050,2.452800,2.385469,2
2.018101,2.231761,2.211778,2.232962,2.475955,2.553503,2.559347,2.369232,2.324835,2.251092,2.343873,2.679028,2.725454,2.646364,2.464257,2.419996,1.976754,2.299816,2.452392,2.602686,2.513103,2.409399,2.519729,2.288330,2.429829,2.230047,2.375356,2.274982,2.239728,2.202676,1.746971,2.089602,2.294951,2.429815,2.332262,2.169828,2.210618,2.237332,2.269221,2.430080,2.467463,2.398937,2.260345,2.229945,2.143507,2.253516,2.500813,2.690547,2.588632,2.042645,2.126758,1.776381,1.993494,2.145063,2.257527,2.206762,2.094087,2.135608,1.951644,2.056364,1.968791,2.008408,1.937747,2
1.374597,1.814788,1.665423,1.745821,2.182775,2.504306,2.408724,1.672402,1.945793,1.749685,1.823810,2.230767,2.427011,2.334140,1.608665,2.003735,1.767084,1.913591,2.181461,2.396584,2.290227,1.748991,1.894350,1.975078,1.964299,1.916869,2.236609,2.129323,1.745577,1.718107,1.346851,1.604371,2.228132,2.257043,2.193933,1.799463,1.993960,1.981499,1.979917,1.898535,2.240607,2.130939,1.680029,2.031863,1.898906,1.962821,2.240388,2.410905,2.329177,1.448162,1.806655,1.642797,1.743751,1.854621,2.265517,2.143132,0.558270,1.225294,1.038078,1.079836,1.885230,2.038765,1.977059,2
1.573100,1.861709,2.022848,1.960160,2.358935,2.530553,2.442869,2.123098,2.185963,1.948085,2.081360,2.219953,2.456675,2.356448,2.122306,2.148570,2.048059,2.114049,2.266788,2.503772,2.387925,2.130960,1.965526,1.918436,1.973357,1.940147,2.298759,2.189757,1.872664,2.197706,1.908086,2.016787,2.310457,2.410472,2.306600,2.351866,2.252675,2.277964,2.267378,2.086624,2.415568,2.306987,1.936788,2.336155,2.051361,2.163650,2.346618,2.465415,2.386392,1.781862,1.810077,1.861337,1.853006,1.849724,2.362082,2.226164,1.211678,1.856577,1.992639,1.907588,2.013137,2.093069,2.029386,2
1.576320,1.952473,2.037625,2.002386,2.242807,2.610590,2.487071,2.234665,2.450699,2.310869,2.423149,2.685468,2.500414,2.567325,2.115063,2.267550,2.263032,2.285699,2.565400,2.461253,2.476293,2.013537,2.000365,2.105950,2.108216,2.502372,2.375937,2.401617,2.001577,2.338591,2.019217,2.195977,2.428589,2.405608,2.345583,2.210855,2.343050,2.444381,2.424507,2.662667,2.567721,2.582117,2.190035,2.452234,2.240281,2.384938,2.476653,2.345564,2.385387,1.325694,1.657705,1.768547,1.734240,2.132650,2.133546,2.110807,1.375281,1.795256,1.907154,1.835180,2.072563,2.234306,2.147737,2
1.366361,1.584599,1.717663,1.697423,2.268414,2.557722,2.445884,2.093566,1.967091,1.954473,1.970656,2.250868,2.484648,2.366707,1.933332,2.021438,2.080399,2.059105,2.288605,2.563975,2.439223,1.625453,1.674556,2.038555,1.911678,2.318495,2.446757,2.347832,1.676703,1.948594,1.880505,1.886057,2.438517,2.502162,2.458965,1.922997,1.704488,1.906953,1.850126,2.252818,2.405259,2.293941,1.976250,1.858572,2.010644,1.940039,2.520596,2.551901,2.518863,1.200766,1.623379,1.758462,1.675655,2.071820,2.067625,2.038845,1.238059,1.553154,1.496779,1.544846,1.786706,2.245863,2.119362,2
1.761011,1.878924,1.967579,1.984069,2.497858,2.525816,2.496177,2.269202,2.434896,2.301723,2.385395,2.470956,2.619050,2.525127,2.228766,2.343557,2.440738,2.425102,2.503618,2.701774,2.602707,2.109805,2.260545,2.058100,2.208752,2.342702,2.458394,2.394168,1.988891,2.195947,2.153875,2.218511,2.547475,2.487116,2.479399,2.430227,2.514380,1.976061,2.384860,2.357473,2.462200,2.398655,2.142074,2.342289,2.144242,2.263670,2.609882,2.612582,2.570446,1.926843,1.905326,1.876738,1.911734,2.096524,2.221740,2.176158,1.549272,1.944270,1.982431,2.012842,2.123193,2.183605,2.183838,2
1.916219,2.268556,2.243041,2.240822,2.681208,2.836976,2.731560,2.341512,2.615828,2.395340,2.543637,1.979333,2.189499,2.089541,2.206422,2.642364,2.539305,2.596357,2.294165,2.406871,2.326053,1.977877,2.310957,2.156132,2.251837,1.923829,2.219455,2.111532,2.284836,2.457162,2.094790,2.357889,1.937501,1.851011,1.799297,2.236622,2.440877,2.045334,2.318140,1.767665,2.094744,1.989728,2.342436,2.526392,2.098304,2.414741,1.676963,1.586071,1.662853,1.824740,2.069764,1.854395,1.973926,1.977936,2.295414,2.182791,2.010081,2.167107,1.920546,2.078272,2.266327,2.246707,2.191896,2
