@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute state {1,2}

@data
0.457214891911,0.000000000000,0.000021281065,0.542763829231,0.900000,0.612912,0.733645,0.673278,1
0.150490596890,0.000000000000,0.002324591624,0.847184836864,0.900000,0.576222,0.660167,0.618194,1
0.000033222797,0.000000000000,0.091210499406,0.908756256104,0.900000,0.806743,0.734704,0.770723,1
0.000107971529,0.000000000000,0.296989142895,0.702902913094,0.900000,0.829789,0.661068,0.745428,1
0.000017344377,0.000000000000,0.461131721735,0.538850963116,0.900000,0.756922,0.462545,0.609733,1
0.000069146183,0.000000000000,0.021951384842,0.977979481220,0.900000,0.773972,0.530622,0.652297,1
0.000104341307,0.000000000000,0.026570459828,0.973325192928,0.900000,0.682867,0.789744,0.736305,1
0.001178883365,0.000000000000,0.018483543769,0.980337560177,0.900000,0.677471,0.776572,0.727021,1
0.000007115815,0.000000000000,0.139055326581,0.860937535763,0.900000,0.636170,0.642908,0.639539,1
0.000000002033,0.000000000000,0.020481741056,0.979518234730,0.900000,0.351286,0.296723,0.324005,1
0.001834465540,0.000000000000,0.158527150750,0.839638411999,0.900000,0.663426,0.589816,0.626621,1
0.000358872698,0.000000000002,0.410916298628,0.588724851608,0.900000,0.500194,0.553502,0.526848,1
0.006596208550,0.000000000000,0.065462984145,0.927940785885,0.900000,0.412298,0.456582,0.434440,1
0.000006651884,0.000000000000,0.005810402799,0.994182944298,0.900000,0.467239,0.558033,0.512636,1
0.000008869697,0.000000000000,0.029429132119,0.970561981201,0.900000,0.806647,0.657149,0.731898,1
0.000002053982,0.000000000000,0.881845474243,0.118152454495,0.600000,0.630978,0.428229,0.529603,1
0.000003275561,0.000000000000,0.974602520466,0.025394188240,0.600000,0.695998,0.479133,0.587565,1
0.000000518114,0.000000000000,0.729373693466,0.270625770092,0.600000,0.886671,0.796598,0.841634,1
0.000057163954,0.000000000000,0.000164710276,0.999778151512,0.900000,0.506814,0.488124,0.497469,1
0.000001170098,0.000000000000,0.046879924834,0.953118920326,0.900000,0.534645,0.527911,0.531278,1
0.002471452346,0.000000000000,0.235962271690,0.761566281319,0.900000,0.582589,0.500703,0.541646,1
0.000034404675,0.000000000000,0.001737650484,0.998227953911,0.900000,0.537141,0.545667,0.541404,1
0.000070504619,0.000000000000,0.000075809978,0.999853670597,0.900000,0.430196,0.289678,0.359937,1
0.018843194470,0.000000000000,0.000010875803,0.981145918369,0.900000,0.546677,0.302074,0.424376,1
0.000227209573,0.000000000000,0.004514156841,0.995258629322,0.900000,0.738814,0.587761,0.663288,1
0.044677529484,0.000000000000,0.189649820328,0.765672624111,0.900000,0.834402,0.692021,0.763212,1
0.013040654361,0.000000000000,0.685210824013,0.301748484373,0.600000,0.931800,0.852519,0.892159,1
0.000002743701,0.000000000000,0.019084954634,0.980912327766,0.900000,0.542002,0.554789,0.548395,1
0.000028294849,0.000000000000,0.743940591812,0.256031095982,0.600000,0.599775,0.316982,0.458379,1
0.000351347378,0.000000000000,0.000544495415,0.999104142189,0.900000,0.668244,0.666619,0.667432,1
0.171657443047,0.000000000000,0.095018625259,0.733323931694,0.900000,0.542121,0.454182,0.498151,1
0.000026854204,0.000000000000,0.000107079504,0.999866068363,0.900000,0.305950,0.299982,0.302966,1
0.007749235723,0.000000000000,0.001980308909,0.990270435810,0.900000,0.471827,0.390255,0.431041,1
0.004401428625,0.000000000000,0.081221081316,0.914377510548,0.900000,0.799207,0.620520,0.709863,1
0.001245637191,0.000000000000,0.189131319523,0.809623062611,0.900000,0.548102,0.238859,0.393480,1
0.009687917307,0.000000000000,0.616724908352,0.373587161303,0.600000,0.643938,0.412013,0.527975,1
0.000012787556,0.000000000000,0.022543350235,0.977443873882,0.900000,0.656617,0.678045,0.667331,1
0.000098151140,0.000000000000,0.002764287870,0.997137546539,0.900000,0.560333,0.527010,0.543671,1
0.001310520223,0.000000000000,0.979340970516,0.019348537549,0.600000,0.326553,0.241570,0.284062,1
0.000005860350,0.000000000000,0.191062346101,0.808931767941,0.900000,0.281274,0.354780,0.318027,1
0.000000990355,0.000000000000,0.116470880806,0.883528113365,0.900000,0.557344,0.496289,0.526817,1
0.000011344911,0.000000000004,0.876183867455,0.123804770410,0.600000,0.750842,0.708374,0.729608,1
0.000000393490,0.000000000000,0.301505416632,0.698494195938,0.900000,0.365428,0.408510,0.386969,1
0.134862855077,0.000000000000,0.703092038631,0.162045121193,0.600000,0.664436,0.496724,0.580580,1
0.063527248800,0.000000000000,0.583295702934,0.353177070618,0.600000,0.563893,0.375753,0.469823,1
0.000167203529,0.000000000086,0.436717271805,0.563115537167,0.900000,0.636471,0.549969,0.593220,1
0.000008408118,0.000000000000,0.003034626367,0.996956944466,0.900000,0.594198,0.601888,0.598043,1
0.870082736015,0.000000000000,0.000433163019,0.129484102130,0.100000,0.807114,0.830623,0.818869,1
0.020340356976,0.000000000000,0.897943675518,0.081715971231,0.600000,0.763794,0.552346,0.658070,1
0.000646664703,0.000000000000,0.024647457525,0.974705874920,0.900000,0.824871,0.682834,0.753853,1
0.000041228544,0.000000000000,0.924031257629,0.075927518308,0.600000,0.916924,0.783977,0.850450,1
0.000071759299,0.000000000000,0.960382342339,0.039545923471,0.600000,0.924457,0.837705,0.881081,1
0.000004138628,0.000000000000,0.061319153756,0.938676714897,0.900000,0.614772,0.434354,0.524563,1
0.000012507347,0.000000000000,0.002933404408,0.997054100037,0.900000,0.723970,0.563352,0.643661,1
0.000831129029,0.000000000000,0.156719386578,0.842449486256,0.900000,0.550506,0.292921,0.421714,1
0.000352951058,0.000000000000,0.140337333083,0.859309732914,0.900000,0.659901,0.474858,0.567380,1
0.001685472205,0.000000000000,0.617719590664,0.380594938993,0.600000,0.768603,0.658862,0.713732,1
0.000087212284,0.000000000000,0.489018172026,0.510894596577,0.900000,0.699831,0.594584,0.647207,1
0.000107744556,0.000000000000,0.048293061554,0.951599180698,0.900000,0.836400,0.735648,0.786024,1
0.000049646427,0.000000000000,0.086870275438,0.913080096245,0.900000,0.893863,0.806087,0.849975,1
0.000053116510,0.000000000000,0.424941509962,0.575005352497,0.900000,0.525741,0.430786,0.478264,1
0.000066385270,0.000000000000,0.890598058701,0.109335571527,0.600000,0.449220,0.287647,0.368433,1
0.000153552624,0.000000000000,0.718428492546,0.281417936087,0.600000,0.889389,0.571245,0.730317,1
0.000033330736,0.000000000000,0.066752783954,0.933213889599,0.900000,0.641767,0.318112,0.479939,1
0.113095879555,0.000000000000,0.024341745302,0.862562358379,0.900000,0.612092,0.589037,0.600564,1
0.000572177058,0.000000001898,0.219401717186,0.780026078224,0.900000,0.251604,0.222391,0.236997,1
0.994958817959,0.000000000000,0.003147707088,0.001893501380,0.100000,0.742346,0.699749,0.721048,1
0.452877908945,0.000000000000,0.004848121200,0.542273998260,0.900000,0.694779,0.753627,0.724203,1
0.066388659179,0.000000000000,0.111049778759,0.822561562061,0.900000,0.659996,0.685745,0.672870,1
0.921876311302,0.000000000000,0.037639092654,0.040484573692,0.100000,0.712198,0.910348,0.811273,1
0.000452017819,0.000000000000,0.356140464544,0.643407523632,0.900000,0.822922,0.679951,0.751436,1
0.000000396413,0.000000000000,0.986235916615,0.013763670810,0.600000,0.670068,0.490202,0.580135,1
0.002679055557,0.000000000000,0.140380159020,0.856940805912,0.900000,0.466536,0.566712,0.516624,1
0.117809131742,0.000000000000,0.263373821974,0.618817031384,0.900000,0.537931,0.484199,0.511065,1
0.000442925579,0.000000000000,0.493697077036,0.505859971046,0.900000,0.562805,0.409651,0.486228,1
0.000975252944,0.000000000000,0.277080118656,0.721944630146,0.900000,0.724457,0.675352,0.699904,2
