@relation readingType

@attribute data0 numeric
@attribute data1 numeric
@attribute data2 numeric
@attribute data3 numeric
@attribute data4 numeric
@attribute data5 numeric
@attribute data6 numeric
@attribute data7 numeric
@attribute state {1,2}

@data
0.002357852645,0.000000566192,0.347089499235,0.650552093983,0.900000,0.580591,0.682296,0.631444,1
0.002366564935,0.000035802899,0.026466451585,0.971131205559,0.900000,0.663297,0.513294,0.588295,1
0.000016135264,0.000000299036,0.002724810736,0.997258782387,0.900000,0.700557,0.591221,0.645889,1
0.000028901326,0.000024398050,0.007155636325,0.992791056633,0.900000,0.689735,0.731855,0.710795,1
0.767887651920,0.000091101931,0.162246808410,0.069774426520,0.100000,0.842792,0.906274,0.874533,1
0.000007919582,0.000004256165,0.020315621048,0.979672193527,0.900000,0.598311,0.343796,0.471053,1
0.000282121327,0.000000003307,0.009135703556,0.990582168102,0.900000,0.345721,0.268309,0.307015,1
0.000393763010,0.000014446116,0.096654087305,0.902937710285,0.900000,0.622586,0.488834,0.555710,1
0.000032967309,0.000420861412,0.009008237161,0.990537941456,0.900000,0.540170,0.433151,0.486660,1
0.000282899768,0.000003717522,0.000347564812,0.999365806580,0.900000,0.662210,0.558583,0.610397,1
0.010349297896,0.002508522244,0.068214595318,0.918927609921,0.900000,0.560994,0.520915,0.540955,1
0.000167562248,0.000000000184,0.048777934164,0.951054513454,0.900000,0.440866,0.365151,0.403009,1
0.102949932218,0.000591984717,0.147720113397,0.748737990856,0.900000,0.789533,0.619063,0.704298,1
0.004244250711,0.027710139751,0.387332499027,0.580713093281,0.900000,0.798667,0.766455,0.782561,1
0.021994750947,0.000288668612,0.090838558972,0.886878013611,0.900000,0.536418,0.607780,0.572099,1
0.000001026180,0.000003778157,0.484921187162,0.515074014664,0.900000,0.639702,0.546750,0.593226,1
0.000018921659,0.000001397017,0.139060139656,0.860919535160,0.900000,0.289071,0.431291,0.360181,1
0.000001722552,0.000000098254,0.737739324570,0.262258887291,0.600000,0.340088,0.342708,0.341398,1
0.000064627966,0.000000870250,0.417439192533,0.582495331764,0.900000,0.777058,0.588991,0.683024,1
0.080378495157,0.000000005275,0.001787647954,0.917833864689,0.900000,0.715910,0.732302,0.724106,1
0.017687816173,0.142857789993,0.414652884007,0.424801498652,0.900000,0.566715,0.457367,0.512041,1
0.051525484771,0.000000001309,0.002835238120,0.945639252663,0.900000,0.351271,0.313615,0.332443,1
0.979088604450,0.002254551509,0.001694891951,0.016961973161,0.100000,0.450970,0.667347,0.559158,1
0.020043507218,0.000001950603,0.044115521014,0.935838997364,0.900000,0.745112,0.601748,0.673430,1
0.007552263327,0.000000110634,0.450106918812,0.542340695858,0.900000,0.889831,0.610158,0.749994,1
0.076288200915,0.000001916655,0.174230381846,0.749479532242,0.900000,0.767120,0.634611,0.700866,1
0.000000260388,0.000328973023,0.883098661900,0.116572104394,0.600000,0.466255,0.453759,0.460007,1
0.000000422795,0.000006378852,0.015018699691,0.984974503517,0.900000,0.508407,0.421344,0.464876,1
0.001991307130,0.000000272974,0.024377463385,0.973630964756,0.900000,0.582975,0.636241,0.609608,1
0.000027139102,0.000000003191,0.212718427181,0.787254452705,0.900000,0.792597,0.738986,0.765791,1
0.000108925917,0.006453176029,0.040044847876,0.953393042088,0.900000,0.494868,0.439234,0.467051,1
0.004272041842,0.056081485003,0.011819160543,0.927827298641,0.900000,0.551619,0.427201,0.489410,1
0.225144684315,0.225320369005,0.191061809659,0.358473151922,0.900000,0.645064,0.577366,0.611215,1
0.000083688581,0.000061970102,0.213451653719,0.786402702332,0.900000,0.611020,0.511958,0.561489,1
0.000227295313,0.006526177283,0.021019937471,0.972226619720,0.900000,0.373929,0.320905,0.347417,1
0.159838393331,0.000065064422,0.023642174900,0.816454350948,0.900000,0.650044,0.492932,0.571488,1
0.110067680478,0.000000000001,0.074563510716,0.815368831158,0.900000,0.711505,0.695631,0.703568,1
0.964838087559,0.000338162616,0.000029623028,0.034794151783,0.100000,0.657364,0.846162,0.751763,1
0.995596408844,0.000095738644,0.002685743384,0.001622111187,0.100000,0.674751,0.799323,0.737037,1
0.028744285926,0.000000583891,0.352006077766,0.619249045849,0.900000,0.525690,0.508277,0.516984,1
0.006176189519,0.000005588356,0.195783123374,0.798035085201,0.900000,0.512398,0.572677,0.542537,1
0.002210359322,0.006272965576,0.272909373045,0.718607306480,0.900000,0.554502,0.428404,0.491453,1
0.000000329701,0.000000882551,0.057196781039,0.942802011967,0.900000,0.473225,0.549627,0.511426,1
0.000221296563,0.000000000011,0.000036842979,0.999741852283,0.900000,0.550885,0.489958,0.520421,1
0.000077077049,0.000000005646,0.034661505371,0.965261399746,0.900000,0.583455,0.576121,0.579788,1
0.000001037777,0.000013414833,0.026207789779,0.973777770996,0.900000,0.461501,0.601148,0.531325,1
0.001463390770,0.000000040047,0.547339797020,0.451196759939,0.600000,0.617482,0.544300,0.580891,1
0.000017101584,0.000000000000,0.000241475980,0.999741435051,0.900000,0.462508,0.576430,0.519469,1
