"91","6.172125E-6","0.0","0.664484322071","0.335509479046","0.6","0.648521","0.546723","0.597622","0.0"
"92","8.3405E-8","0.0","0.058384023607","0.941615879536","0.9","0.695199","0.727231","0.711215","1.0"
"93","1.23107588E-4","0.0","0.022338470444","0.977538406849","0.9","0.515319","0.5285","0.521909","0.0"
"94","1.17468051E-4","0.0","0.017178377137","0.982704162598","0.9","0.470643","0.411249","0.440946","0.0"
"95","1.06623091E-4","0.0","0.00598275708","0.993910610676","0.9","0.739187","0.574394","0.65679","0.0"
"96","9.42466722E-4","0.0","0.963284790516","0.035772748291","0.6","0.899131","0.760915","0.830023","1.0"
"97","0.156502068043","0.0","0.330785065889","0.512712836266","0.9","0.838788","0.644243","0.741515","1.0"
"98","6.48497429E-4","0.0","0.060535080731","0.938816428185","0.9","0.431895","0.425899","0.428897","0.0"
"99","0.157014995813","0.0","0.047259375453","0.795725643635","0.9","0.53122","0.319663","0.425441","0.0"
"100","4.6954527E-5","0.0","0.042257025838","0.957696020603","0.9","0.369744","0.259025","0.314384","0.0"
"101","1.30909E-7","0.0","0.712817549706","0.287182301283","0.6","0.707743","0.549258","0.6285","0.0"
"102","6.84398E-7","2.68E-10","0.936689376831","0.063309937716","0.6","0.699728","0.67129","0.685509","1.0"
"103","2.8643827E-4","0.0","0.949910461903","0.049803070724","0.6","0.779523","0.57417","0.676846","0.0"
"104","6.91934198E-4","0.0","0.718614637852","0.280693441629","0.6","0.805048","0.545568","0.675308","0.0"
"105","1.183956E-6","0.0","0.009775022976","0.990223765373","0.9","0.43873","0.527794","0.483262","0.0"
"106","0.533362388611","0.0","0.459015101194","0.007622515317","0.1","0.714123","0.782183","0.748153","0.0"
"107","0.091150335968","0.0","0.565123617649","0.343726038933","0.6","0.655513","0.610184","0.632848","0.0"
"108","0.301205784082","0.0","0.68152910471","0.017265111208","0.6","0.788185","0.842611","0.815398","0.0"
"109","0.987588405609","0.0","7.071365E-5","0.012340882793","0.1","0.621457","0.762639","0.692048","0.0"
"110","0.586406707764","0.0","1.1525187E-5","0.413581758738","0.1","0.54446","0.611255","0.577857","0.0"
"111","6.172125E-6","0.0","0.664484322071","0.335509479046","0.6","0.648521","0.546723","0.597622","0.0"
"112","8.3405E-8","0.0","0.058384023607","0.941615879536","0.9","0.695199","0.727231","0.711215","1.0"
"113","1.23107588E-4","0.0","0.022338470444","0.977538406849","0.9","0.515319","0.5285","0.521909","0.0"
"114","1.17468051E-4","0.0","0.017178377137","0.982704162598","0.9","0.470643","0.411249","0.440946","0.0"
"115","1.06623091E-4","0.0","0.00598275708","0.993910610676","0.9","0.739187","0.574394","0.65679","0.0"
"116","9.42466722E-4","0.0","0.963284790516","0.035772748291","0.6","0.899131","0.760915","0.830023","1.0"
"117","0.156502068043","0.0","0.330785065889","0.512712836266","0.9","0.838788","0.644243","0.741515","1.0"
"118","6.48497429E-4","0.0","0.060535080731","0.938816428185","0.9","0.431895","0.425899","0.428897","0.0"
"119","0.157014995813","0.0","0.047259375453","0.795725643635","0.9","0.53122","0.319663","0.425441","0.0"
"120","4.6954527E-5","0.0","0.042257025838","0.957696020603","0.9","0.369744","0.259025","0.314384","0.0"
"121","1.30909E-7","0.0","0.712817549706","0.287182301283","0.6","0.707743","0.549258","0.6285","0.0"
